_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad
84.1345,-5.8980556,1149,05 36 32.28,-05 53 53.0,16.08,0.13,15.01,0.09,14.31,0.06,13.19,0.01,12.38,0.01,11.9,0.02,11.01,0.02,7.8,0.06,0.18,-0.39,D,2M,Simbad
83.6739583,-5.8934167,1150,05 34 41.75,-05 53 36.3,15.4,0.06,14.78,0.06,14.4,0.06,13.86,0.01,13.55,0.01,13.28,0.06,12.37,0.06,,,0.0,-1.15,D,2M,Simbad
83.8557083,-5.8892222,1151,05 35 25.37,-05 53 21.2,11.61,0.02,10.58,0.03,9.95,0.02,8.94,0.01,8.51,0.01,7.83,0.01,7.12,0.01,3.75,0.01,0.19,-0.7,D,2M,Simbad
83.8145833,-5.8877778,1152,05 35 15.50,-05 53 16.0,13.15,0.02,11.91,0.03,11.26,0.02,10.13,0.01,9.69,0.01,9.19,0.01,8.37,0.02,5.72,0.02,0.44,-0.81,D,2M,Simbad
83.56125,-5.8854722,1153,05 34 14.70,-05 53 07.7,13.38,0.03,12.74,0.03,12.46,0.02,11.92,0.01,11.65,0.01,11.42,0.02,10.87,0.04,8.29,0.08,0.0,-1.65,D,2M,Simbad
83.757875,-5.8835833,1154,05 35 01.89,-05 53 00.9,16.85,0.17,15.45,0.1,14.55,0.07,13.64,0.01,13.01,0.01,12.65,0.06,12.23,0.1,,,0.46,-1.25,D,2M,Simbad
84.1755,-5.8828611,1155,05 36 42.12,-05 52 58.3,,,,,15.25,0.12,13.18,0.01,11.99,0.01,11.13,0.01,9.96,0.01,7.86,0.03,,0.8,D,2M,Simbad
84.28225,-5.8817778,1156,05 37 07.74,-05 52 54.4,11.6,0.03,10.92,0.02,10.52,0.02,10.26,0.01,10.05,0.01,9.84,0.01,9.0,0.01,5.58,0.01,0.0,-1.41,D,2M,Simbad
83.9100833,-5.8793333,1157,05 35 38.42,-05 52 45.6,14.58,0.03,13.94,0.04,13.63,0.03,13.18,0.01,12.85,0.01,12.44,0.04,11.83,0.03,9.26,0.17,0.0,-1.28,D,2M,Simbad
83.841875,-5.8768611,1158,05 35 22.05,-05 52 36.7,13.6,0.02,12.85,0.03,12.4,0.03,10.47,0.01,9.9,0.01,9.53,0.01,8.87,0.02,6.01,0.03,0.0,-1.03,D,2M,Simbad
83.875,-5.8756944,1159,05 35 30.00,-05 52 32.5,,,16.17,0.2,13.43,0.05,10.87,0.01,9.81,0.01,9.15,0.01,8.46,0.01,5.83,0.02,2.89,-0.12,D,2M,Simbad
84.4059167,-5.8727222,1160,05 37 37.42,-05 52 21.8,13.02,0.03,12.36,0.02,12.12,0.02,11.84,0.01,,,11.68,0.02,,,6.37,0.01,0.0,,D,2M,Simbad
83.8084583,-5.8691667,1161,05 35 14.03,-05 52 09.0,11.85,0.02,11.1,0.03,10.73,0.02,10.32,0.01,10.16,0.01,10.01,0.01,9.65,0.01,5.78,0.02,0.02,-2.07,D,2M,Simbad
83.7799167,-5.8683056,1162,05 35 07.18,-05 52 05.9,,,13.8,0.17,13.05,0.11,11.65,0.01,10.46,0.01,9.86,0.01,8.9,0.01,4.44,0.01,0.0,0.21,P,2M,Simbad
83.7689583,-5.8665556,1163,05 35 04.55,-05 51 59.6,,,,,,,14.89,0.05,13.35,0.01,12.67,0.07,,,,,,,D,2M,Simbad
83.8774167,-5.8653889,1164,05 35 30.58,-05 51 55.4,12.46,0.03,11.48,0.04,10.92,0.03,10.03,0.01,9.6,0.01,9.22,0.01,8.55,0.01,5.42,0.02,0.17,-1.15,D,2M,Simbad
83.772875,-5.8651111,1165,05 35 05.49,-05 51 54.4,,,16.05,0.19,13.91,0.07,11.97,0.01,11.05,0.01,10.75,0.02,10.1,0.02,4.39,0.01,1.89,-0.8,P,2M,Simbad
83.8783333,-5.8641944,1166,05 35 30.80,-05 51 51.1,13.12,0.03,11.93,0.04,11.36,0.03,10.65,0.01,10.22,0.01,9.6,0.01,8.34,0.01,5.48,0.02,0.43,-0.17,D,2M,Simbad
83.96025,-5.8616667,1167,05 35 50.46,-05 51 42.0,11.26,0.02,10.52,0.03,10.14,0.02,9.55,0.01,9.37,0.01,9.12,0.01,8.83,0.01,5.59,0.01,0.0,-2.0,D,2M,Simbad
83.906125,-5.85775,1168,05 35 37.47,-05 51 27.9,13.31,0.02,12.54,0.03,12.21,0.02,11.58,0.01,11.28,0.01,10.95,0.02,9.96,0.02,7.18,0.03,0.08,-0.99,D,2M,Simbad
83.8495417,-5.8577222,1169,05 35 23.89,-05 51 27.8,13.74,0.03,13.09,0.03,12.8,0.03,12.37,0.01,12.11,0.01,11.74,0.03,10.87,0.09,,,0.0,-1.11,D,2M,Simbad
83.8582917,-5.8563611,1170,05 35 25.99,-05 51 22.9,,,,,15.08,0.12,12.81,0.01,11.78,0.01,11.06,0.02,10.38,0.03,6.64,0.02,,-0.08,P,2M,Simbad
83.7664167,-5.8551944,1171,05 35 03.94,-05 51 18.7,14.67,0.03,13.71,0.04,13.01,0.03,12.05,0.01,11.57,0.01,11.32,0.03,10.72,0.06,,,0.04,-1.36,D,2M,Simbad
84.139875,-5.8533333,1172,05 36 33.57,-05 51 12.0,14.47,0.03,13.78,0.04,13.31,0.03,12.68,0.01,12.28,0.01,11.84,0.02,11.29,0.03,8.87,0.12,0.0,-1.23,D,2M,Simbad
84.0984583,-5.8525278,1173,05 36 23.63,-05 51 09.1,15.04,0.04,14.35,0.05,14.05,0.05,13.59,0.01,13.33,0.01,13.11,0.06,12.39,0.11,,,0.0,-1.48,D,2M,Simbad
83.85575,-5.8523889,1174,05 35 25.38,-05 51 08.6,8.87,0.02,8.69,0.03,8.37,0.03,7.09,0.01,6.38,0.01,5.72,0.01,4.71,0.01,2.59,0.01,0.0,-0.12,D,2M,Simbad
83.8114167,-5.8510556,1175,05 35 14.74,-05 51 03.8,12.62,0.02,11.33,0.03,10.8,0.02,10.11,0.01,9.8,0.01,9.39,0.01,8.67,0.02,5.86,0.03,0.58,-1.17,D,2M,Simbad
83.7782083,-5.8503611,1176,05 35 06.77,-05 51 01.3,12.74,0.02,11.29,0.04,10.74,0.02,10.13,0.01,9.75,0.01,9.27,0.01,8.62,0.02,6.79,0.03,0.77,-1.09,D,2M,Simbad
83.3779583,-5.8447222,1177,05 33 30.71,-05 50 41.0,,,,,,,13.93,0.01,11.93,0.01,10.93,0.01,9.93,0.01,2.57,0.01,,1.6,P,2M,Simbad
83.7395833,-5.8423333,1178,05 34 57.50,-05 50 32.4,14.62,0.03,14.07,0.05,13.77,0.04,13.15,0.01,12.82,0.01,12.24,0.08,,,,,0.0,,D,2M,Simbad
83.7506667,-5.8409167,1179,05 35 00.16,-05 50 27.3,13.52,0.03,12.11,0.03,11.43,0.02,10.73,0.01,10.36,0.01,9.89,0.01,9.02,0.03,5.58,0.02,0.63,-0.86,D,2M,Simbad
83.824875,-5.8402778,1180,05 35 17.97,-05 50 25.0,,,,,,,15.15,0.08,,,,,,,6.19,0.04,,,D,2M,Simbad
83.6715833,-5.8392778,1181,05 34 41.18,-05 50 21.4,15.82,0.06,15.39,0.09,14.9,0.09,14.28,0.02,14.1,0.02,,,,,,,0.0,,D,2M,Simbad
83.9512917,-5.8364167,1182,05 35 48.31,-05 50 11.1,13.22,0.02,12.52,0.03,12.33,0.02,11.9,0.01,11.7,0.01,11.43,0.02,10.79,0.03,8.22,0.07,0.08,-1.56,D,2M,Simbad
84.0420833,-5.8356389,1183,05 36 10.10,-05 50 08.3,15.45,0.05,14.36,0.04,13.6,0.04,13.01,0.01,12.37,0.01,11.97,0.03,10.87,0.04,5.56,0.02,0.17,-0.45,D,2M,Simbad
84.075875,-5.8314444,1184,05 36 18.21,-05 49 53.2,13.96,0.03,12.99,0.03,12.48,0.02,11.64,0.01,11.32,0.01,11.2,0.01,10.67,0.02,7.9,0.05,0.19,-1.78,D,2M,Simbad
83.7336667,-5.8264444,1185,05 34 56.08,-05 49 35.2,14.42,0.03,13.21,0.04,12.65,0.03,12.06,0.01,11.66,0.01,11.19,0.02,10.38,0.03,7.62,0.05,0.47,-0.9,D,2M,Simbad
83.77075,-5.8248056,1186,05 35 04.98,-05 49 29.3,14.93,0.04,14.37,0.05,14.12,0.04,13.71,0.01,13.46,0.02,13.38,0.1,,,,,0.0,,D,2M,Simbad
83.9822083,-5.8247778,1187,05 35 55.73,-05 49 29.2,13.1,0.02,12.22,0.03,11.74,0.02,10.96,0.01,10.42,0.01,10.24,0.01,9.51,0.02,6.5,0.02,0.09,-1.26,D,2M,Simbad
83.9445417,-5.8238889,1188,05 35 46.69,-05 49 26.0,11.56,0.02,10.79,0.03,10.43,0.02,9.97,0.01,9.8,0.01,9.64,0.01,8.79,0.01,4.84,0.01,0.05,-1.51,D,2M,Simbad
84.3260417,-5.8223611,1189,05 37 18.25,-05 49 20.5,12.84,0.03,12.18,0.03,11.85,0.02,11.41,0.01,11.12,0.01,10.79,0.01,10.09,0.01,7.89,0.06,0.0,-1.32,D,2M,Simbad
83.877,-5.8176111,1190,05 35 30.48,-05 49 03.4,12.84,0.02,12.02,0.03,11.72,0.02,11.29,0.01,11.01,0.01,10.73,0.01,10.11,0.01,7.55,0.05,0.17,-1.49,D,2M,Simbad
83.7522083,-5.8172222,1191,05 35 00.53,-05 49 02.0,,,,,,,,,10.99,0.01,,,9.58,0.02,4.77,0.01,,,P,2M,Simbad
83.776125,-5.8171944,1192,05 35 06.27,-05 49 01.9,14.89,0.04,12.97,0.03,11.98,0.02,10.69,0.01,10.24,0.01,9.68,0.01,8.83,0.01,5.73,0.02,1.07,-0.68,D,2M,Simbad
83.7827083,-5.8155556,1193,05 35 07.85,-05 48 56.0,14.72,0.03,,,,,11.33,0.01,10.88,0.01,10.26,0.01,9.65,0.02,,,,-0.87,D,2M,Simbad
83.7835833,-5.8149167,1194,05 35 08.06,-05 48 53.7,12.96,0.04,,,,,9.9,0.01,9.46,0.01,9.02,0.01,8.35,0.01,5.73,0.02,,-1.06,D,2M,Simbad
83.8627083,-5.8145556,1195,05 35 27.05,-05 48 52.4,10.48,0.02,9.99,0.03,9.8,0.02,9.04,0.01,8.74,0.01,8.38,0.01,7.73,0.01,4.68,0.01,0.0,-1.33,D,2M,Simbad
84.2914583,-5.8084167,1196,05 37 09.95,-05 48 30.3,,,,,,,13.84,0.01,12.94,0.01,12.13,0.02,11.21,0.02,8.32,0.07,,0.17,D,2M,Simbad
83.6415833,-5.8068889,1197,05 34 33.98,-05 48 24.8,13.3,0.03,12.67,0.03,12.37,0.02,11.92,0.01,11.67,0.01,11.29,0.03,10.49,0.04,,,0.0,-1.18,D,2M,Simbad
84.0821667,-5.8065278,1198,05 36 19.72,-05 48 23.5,13.11,0.03,11.93,0.03,11.09,0.02,10.12,0.01,9.57,0.01,9.46,0.01,9.0,0.01,6.05,0.02,0.22,-1.64,D,2M,Simbad
84.22425,-5.8003889,1199,05 36 53.82,-05 48 01.4,13.75,0.03,13.09,0.03,12.83,0.03,12.29,0.01,12.04,0.01,11.81,0.02,11.32,0.02,8.49,0.09,0.0,-1.73,D,2M,Simbad
83.7457083,-5.7991111,1200,05 34 58.97,-05 47 56.8,,,,,,,,,,,9.56,0.01,8.96,0.02,5.9,0.02,,,D,2M,Simbad
83.6728333,-5.7987778,1201,05 34 41.48,-05 47 55.6,11.19,0.03,10.49,0.04,10.1,0.03,9.73,0.01,9.58,0.01,9.44,0.01,8.99,0.01,5.04,0.01,0.0,-2.01,D,2M,Simbad
83.7846667,-5.7976389,1202,05 35 08.32,-05 47 51.5,15.77,0.05,15.07,0.07,14.9,0.09,14.16,0.02,13.79,0.02,13.07,0.11,,,,,0.08,,D,2M,Simbad
83.569,-5.7940278,1203,05 34 16.56,-05 47 38.5,,,,,,,,,,,,,10.21,0.08,5.9,0.04,,,P,2M,Simbad
83.7451667,-5.7926111,1204,05 34 58.84,-05 47 33.4,15.79,0.07,14.62,0.06,14.09,0.04,13.58,0.02,13.26,0.03,,,,,5.88,0.02,0.43,,D,2M,Simbad
83.80025,-5.7915278,1205,05 35 12.06,-05 47 29.5,14.14,0.03,13.3,0.03,12.87,0.03,12.24,0.01,11.89,0.01,11.43,0.03,10.44,0.07,7.8,0.07,0.09,-0.77,D,2M,Simbad
83.6233333,-5.7901111,1206,05 34 29.60,-05 47 24.4,12.64,0.02,11.89,0.03,11.65,0.02,11.51,0.01,11.37,0.01,11.06,0.01,9.96,0.01,6.3,0.02,0.11,-1.06,D,2M,Simbad
83.8881667,-5.7853889,1207,05 35 33.16,-05 47 07.4,13.12,0.02,12.41,0.03,12.18,0.02,11.86,0.01,11.68,0.01,11.46,0.03,10.9,0.06,8.0,0.07,0.08,-1.74,D,2M,Simbad
83.74525,-5.7851944,1208,05 34 58.86,-05 47 06.7,14.33,0.03,13.84,0.05,13.35,0.04,12.71,0.01,12.46,0.01,12.03,0.05,11.19,0.1,,,0.0,-1.06,D,2M,Simbad
83.9805833,-5.7837778,1209,05 35 55.34,-05 47 01.6,12.99,0.03,12.42,0.04,12.12,0.03,11.64,0.01,11.38,0.01,11.11,0.03,10.17,0.07,7.45,0.06,0.0,-1.17,D,2M,Simbad
83.83925,-5.7836944,1210,05 35 21.42,-05 47 01.3,15.64,0.05,14.79,0.06,14.39,0.05,13.73,0.02,13.53,0.02,12.45,0.1,,,,,0.12,,D,2M,Simbad
83.8302083,-5.7835556,1211,05 35 19.25,-05 47 00.8,13.61,0.03,13.19,0.04,12.76,0.03,12.23,0.01,12.02,0.01,11.84,0.02,11.47,0.05,,,0.0,-1.97,D,2M,Simbad
84.0745417,-5.7818056,1212,05 36 17.89,-05 46 54.5,,,,,,,14.31,0.01,13.4,0.01,12.44,0.03,11.26,0.04,7.11,0.04,,0.67,FP,2M,Simbad
83.8342083,-5.78075,1213,05 35 20.21,-05 46 50.7,12.01,0.02,11.28,0.04,11.08,0.02,10.95,0.01,10.87,0.01,10.63,0.01,10.16,0.03,7.42,0.05,0.11,-1.91,D,2M,Simbad
83.7287083,-5.7788333,1214,05 34 54.89,-05 46 43.8,11.37,0.02,10.56,0.03,10.07,0.02,9.31,0.01,8.95,0.01,8.56,0.01,8.12,0.01,6.25,0.03,0.01,-1.46,D,2M,Simbad
83.7930417,-5.7759444,1215,05 35 10.33,-05 46 33.4,9.62,0.02,8.71,0.05,8.09,0.02,7.2,0.01,6.89,0.01,6.54,0.01,5.48,0.01,1.93,0.01,0.04,-0.89,D,2M,Simbad
83.708,-5.77375,1216,05 34 49.92,-05 46 25.5,,,,,,,14.2,0.01,13.48,0.01,12.93,0.06,,,,,,,D,2M,Simbad
83.4967917,-5.7730833,1217,05 33 59.23,-05 46 23.1,14.93,0.04,13.64,0.03,12.23,0.02,9.7,0.01,8.76,0.01,8.41,0.01,7.33,0.01,4.94,0.01,0.0,-0.25,D,2M,Simbad
83.6715417,-5.7699444,1218,05 34 41.17,-05 46 11.8,12.24,0.02,11.36,0.03,10.83,0.02,10.22,0.01,9.76,0.01,9.45,0.01,8.53,0.01,4.57,0.01,0.07,-0.95,D,2M,Simbad
84.2194583,-5.7684444,1219,05 36 52.67,-05 46 06.4,14.53,0.03,14.0,0.04,13.63,0.04,13.2,0.01,12.97,0.01,12.69,0.04,11.99,0.05,,,0.0,-1.44,D,2M,Simbad
83.8477917,-5.7683611,1220,05 35 23.47,-05 46 06.1,,,,,,,,,,,,,11.07,0.05,6.9,0.05,,,P,2M,Simbad
83.7045,-5.768,1221,05 34 49.08,-05 46 04.8,11.94,0.02,11.2,0.03,10.91,0.02,10.35,0.01,10.08,0.01,9.72,0.01,8.91,0.01,6.43,0.03,0.07,-1.18,D,2M,Simbad
83.7468333,-5.7663056,1222,05 34 59.24,-05 45 58.7,11.62,0.02,10.28,0.03,9.42,0.02,8.47,0.01,7.96,0.01,7.61,0.01,6.86,0.01,4.29,0.01,0.41,-1.02,D,2M,Simbad
83.8205833,-5.7654722,1223,05 35 16.94,-05 45 55.7,12.32,0.02,11.63,0.03,11.31,0.02,10.73,0.01,10.37,0.01,9.89,0.01,9.06,0.01,6.01,0.02,0.0,-0.9,D,2M,Simbad
83.8562083,-5.7624167,1224,05 35 25.49,-05 45 44.7,13.27,0.03,11.89,0.03,11.03,0.02,9.99,0.01,9.54,0.01,9.15,0.01,8.36,0.01,5.12,0.01,0.45,-0.98,D,2M,Simbad
83.2635417,-5.7611389,1225,05 33 03.25,-05 45 40.1,13.89,0.02,13.08,0.02,12.68,0.03,12.09,0.01,11.77,0.01,11.45,0.01,10.7,0.02,7.3,0.04,0.07,-1.25,D,2M,Simbad
83.8038333,-5.7604444,1226,05 35 12.92,-05 45 37.6,13.33,0.03,12.52,0.03,12.12,0.02,11.5,0.01,11.08,0.01,10.64,0.01,9.94,0.02,7.49,0.07,0.08,-1.05,D,2M,Simbad
83.7625,-5.7597222,1227,05 35 03.00,-05 45 35.0,,,,,,,,,,,,,10.02,0.02,6.84,0.03,,,D,2M,Simbad
83.886125,-5.7578333,1228,05 35 32.67,-05 45 28.2,14.2,0.03,13.3,0.04,12.81,0.03,12.08,0.01,11.72,0.01,11.33,0.02,10.73,0.06,8.82,0.14,0.13,-1.29,D,2M,Simbad
83.674875,-5.7561667,1229,05 34 41.97,-05 45 22.2,13.99,0.03,13.08,0.04,12.4,0.02,11.57,0.01,11.16,0.01,10.94,0.02,10.08,0.03,7.39,0.05,0.0,-1.18,D,2M,Simbad
83.9870417,-5.7552778,1230,05 35 56.89,-05 45 19.0,12.57,0.02,11.45,0.03,10.82,0.02,10.01,0.01,9.66,0.01,9.39,0.01,8.86,0.01,5.7,0.02,0.31,-1.54,D,2M,Simbad
83.4765833,-5.7535278,1231,05 33 54.38,-05 45 12.7,13.93,0.03,13.05,0.04,12.62,0.03,11.84,0.01,11.59,0.01,11.46,0.05,,,7.51,0.05,0.15,,D,2M,Simbad
83.6677083,-5.7524722,1232,05 34 40.25,-05 45 08.9,15.51,0.05,14.47,0.06,13.69,0.04,12.53,0.01,11.86,0.01,11.29,0.02,10.28,0.04,7.04,0.04,0.08,-0.29,D,2M,Simbad
83.859,-5.7523333,1233,05 35 26.16,-05 45 08.4,12.44,0.02,11.61,0.03,11.24,0.02,10.61,0.01,10.24,0.01,9.73,0.01,8.92,0.01,6.68,0.02,0.12,-0.87,D,2M,Simbad
83.7427917,-5.7515,1234,05 34 58.27,-05 45 05.4,13.64,0.03,11.98,0.03,11.09,0.02,9.98,0.01,9.41,0.01,8.9,0.01,8.18,0.01,4.22,0.01,0.79,-0.78,D,2M,Simbad
83.7577083,-5.75125,1235,05 35 01.85,-05 45 04.5,,,,,,,15.35,0.07,,,,,,,6.99,0.04,,,D,2M,Simbad
83.6749167,-5.7501111,1236,05 34 41.98,-05 45 00.4,13.4,0.03,12.73,0.03,12.36,0.02,11.73,0.01,11.37,0.01,11.01,0.02,10.21,0.04,6.4,0.02,0.0,-1.11,D,2M,Simbad
83.7468333,-5.7486944,1237,05 34 59.24,-05 44 55.3,12.75,0.02,11.11,0.03,9.98,0.02,8.57,0.01,7.88,0.01,7.46,0.01,6.77,0.01,4.16,0.01,0.6,-0.82,D,2M,Simbad
83.6955833,-5.7474722,1238,05 34 46.94,-05 44 50.9,17.07,0.19,15.79,0.14,14.79,0.08,13.22,0.01,11.71,0.01,11.73,0.03,10.13,0.03,5.6,0.01,0.23,0.37,P,2M,Simbad
84.1009583,-5.74675,1239,05 36 24.23,-05 44 48.3,11.52,0.03,10.87,0.03,10.66,0.02,10.48,0.01,10.31,0.01,9.86,0.01,8.91,0.01,6.29,0.02,0.01,-1.0,D,2M,Simbad
83.7615417,-5.7452778,1240,05 35 02.77,-05 44 43.0,13.81,0.03,13.17,0.04,12.79,0.03,12.36,0.01,12.1,0.01,11.92,0.04,,,,,0.0,,D,2M,Simbad
83.67975,-5.7443889,1241,05 34 43.14,-05 44 39.8,12.31,0.02,11.62,0.03,11.18,0.02,10.15,0.01,9.62,0.01,9.23,0.01,8.44,0.01,5.37,0.01,0.0,-0.9,D,2M,Simbad
83.6375417,-5.7443611,1242,05 34 33.01,-05 44 39.7,14.22,0.03,13.56,0.04,13.07,0.03,12.38,0.01,12.11,0.01,11.73,0.01,11.32,0.03,,,0.0,-1.59,D,2M,Simbad
83.8599167,-5.7428333,1243,05 35 26.38,-05 44 34.2,13.78,0.03,13.11,0.03,12.78,0.02,12.24,0.01,11.86,0.01,11.63,0.02,11.25,0.03,8.75,0.15,0.0,-1.73,D,2M,Simbad
84.0134583,-5.7424444,1244,05 36 03.23,-05 44 32.8,14.56,0.03,13.87,0.04,13.54,0.03,13.04,0.01,12.72,0.01,12.45,0.1,,,,,0.0,,D,2M,Simbad
83.7460417,-5.7415833,1245,05 34 59.05,-05 44 29.7,11.41,0.03,10.71,0.05,10.32,0.03,9.51,0.01,9.12,0.01,8.71,0.01,8.03,0.01,5.45,0.02,0.0,-1.14,D,2M,Simbad
83.8442917,-5.7415278,1246,05 35 22.63,-05 44 29.5,16.34,0.09,15.23,0.09,14.32,0.05,12.85,0.01,11.88,0.01,10.98,0.02,9.72,0.02,6.26,0.03,0.09,0.74,P,2M,Simbad
83.7702917,-5.7406944,1247,05 35 04.87,-05 44 26.5,14.53,0.04,12.97,0.04,12.27,0.03,11.6,0.01,11.28,0.01,10.76,0.01,10.05,0.02,6.87,0.04,0.8,-1.03,D,2M,Simbad
83.8842917,-5.7405833,1248,05 35 32.23,-05 44 26.1,11.53,0.02,10.74,0.03,10.48,0.03,10.15,0.01,9.99,0.01,9.76,0.01,9.38,0.02,7.32,0.04,0.14,-1.94,D,2M,Simbad
83.7977917,-5.7384444,1249,05 35 11.47,-05 44 18.4,13.86,0.02,13.06,0.04,12.74,0.02,12.34,0.01,12.08,0.01,11.67,0.02,10.79,0.03,7.9,0.06,0.12,-1.04,D,2M,Simbad
84.1919583,-5.7368056,1250,05 36 46.07,-05 44 12.5,16.07,0.07,15.16,0.08,14.41,0.06,13.74,0.01,13.16,0.01,12.71,0.03,11.95,0.03,7.22,0.03,0.0,-0.81,D,2M,Simbad
83.7386667,-5.7349722,1251,05 34 57.28,-05 44 05.9,,,14.98,0.07,12.41,0.02,10.39,0.01,9.24,0.01,8.61,0.01,7.62,0.01,4.85,0.02,2.2,0.25,D,2M,Simbad
83.6721667,-5.7342778,1252,05 34 41.32,-05 44 03.4,,,,,13.77,0.04,12.11,0.01,11.73,0.01,11.26,0.02,10.86,0.06,,,,-1.37,D,2M,Simbad
83.8114583,-5.7341111,1253,05 35 14.75,-05 44 02.8,16.77,0.14,15.97,0.16,14.76,0.08,13.49,0.01,12.99,0.01,12.39,0.04,11.19,0.04,7.77,0.07,0.0,-0.19,D,2M,Simbad
83.7403333,-5.7325833,1254,05 34 57.68,-05 43 57.3,,,14.79,0.07,12.84,0.03,11.26,0.01,10.58,0.01,9.88,0.01,9.09,0.01,6.01,0.02,2.21,-0.34,D,2M,Simbad
84.326625,-5.7311389,1255,05 37 18.39,-05 43 52.1,11.99,0.02,11.33,0.02,11.13,0.02,10.91,0.01,10.8,0.01,10.55,0.01,9.3,0.01,5.72,0.02,0.03,-1.01,D,2M,Simbad
83.7126667,-5.73025,1256,05 34 51.04,-05 43 48.9,14.2,0.03,13.48,0.03,13.05,0.03,12.62,0.01,12.46,0.01,12.39,0.03,,,,,0.0,,D,2M,Simbad
83.6484167,-5.7300833,1257,05 34 35.62,-05 43 48.3,16.7,0.13,14.83,0.07,14.0,0.05,13.37,0.01,13.17,0.01,12.86,0.05,12.15,0.06,,,1.11,-1.43,D,2M,Simbad
84.1115833,-5.7294167,1258,05 36 26.78,-05 43 45.9,,,,,15.37,0.13,14.43,0.01,13.94,0.01,13.5,0.06,12.74,0.09,,,,-0.91,D,2M,Simbad
83.6908333,-5.7288333,1259,05 34 45.80,-05 43 43.8,12.21,0.03,11.72,0.05,11.43,0.04,11.09,0.01,11.03,0.01,10.91,0.01,10.61,0.02,7.6,0.05,0.0,-2.27,D,2M,Simbad
83.7330833,-5.7284722,1260,05 34 55.94,-05 43 42.5,15.28,0.04,14.68,0.06,14.23,0.05,13.79,0.01,13.54,0.01,13.13,0.07,,,,,0.0,,D,2M,Simbad
84.353125,-5.7267778,1261,05 37 24.75,-05 43 36.4,14.73,0.11,13.43,0.12,12.68,0.09,11.6,0.01,11.41,0.01,9.4,0.01,7.46,0.01,4.55,0.02,0.45,2.25,D,2M,Simbad
83.6769167,-5.7237778,1262,05 34 42.46,-05 43 25.6,13.4,0.02,12.58,0.03,12.24,0.02,11.75,0.01,11.43,0.01,11.16,0.01,10.8,0.03,7.05,0.04,0.13,-1.75,D,2M,Simbad
83.8015417,-5.7217222,1263,05 35 12.37,-05 43 18.2,11.19,0.02,10.46,0.03,10.25,0.02,9.56,0.01,9.46,0.01,8.81,0.01,7.87,0.01,5.03,0.01,0.12,-0.8,D,2M,Simbad
83.804625,-5.7216389,1264,05 35 13.11,-05 43 17.9,14.79,0.04,14.16,0.04,13.91,0.03,13.52,0.01,13.22,0.02,12.53,0.08,11.41,0.13,,,0.0,-0.36,D,2M,Simbad
83.8093333,-5.7215556,1265,05 35 14.24,-05 43 17.6,10.37,0.02,9.51,0.03,8.99,0.02,8.18,0.01,7.75,0.01,7.42,0.01,6.91,0.01,4.53,0.04,0.04,-1.4,D,2M,Simbad
83.9037917,-5.7215,1266,05 35 36.91,-05 43 17.4,14.56,0.04,14.0,0.04,13.69,0.04,13.31,0.01,13.13,0.01,12.84,0.13,,,,,0.0,,D,2M,Simbad
83.6565417,-5.7196111,1267,05 34 37.57,-05 43 10.6,12.44,0.02,11.51,0.04,11.21,0.02,10.67,0.01,10.41,0.01,10.11,0.01,9.67,0.01,7.57,0.06,0.3,-1.69,D,2M,Simbad
83.8652083,-5.71525,1268,05 35 27.65,-05 42 54.9,12.06,0.02,11.05,0.03,10.59,0.02,10.02,0.01,9.89,0.01,9.62,0.01,8.88,0.04,4.97,0.01,0.28,-1.52,D,2M,Simbad
83.6395833,-5.7146667,1269,05 34 33.50,-05 42 52.8,9.07,0.02,9.02,0.03,9.01,0.02,9.04,0.01,9.02,0.01,9.01,0.01,8.87,0.01,5.37,0.02,0.0,-2.64,D,2M,Simbad
83.8247083,-5.7092778,1270,05 35 17.93,-05 42 33.4,10.15,0.02,9.47,0.04,8.87,0.03,8.01,0.01,7.59,0.01,7.2,0.01,6.44,0.01,3.96,0.02,0.0,-1.05,D,2M,Simbad
83.2595,-5.7086944,1271,05 33 02.28,-05 42 31.3,14.65,0.04,13.93,0.03,13.55,0.04,12.98,0.01,12.63,0.01,12.32,0.02,11.8,0.04,8.02,0.06,0.0,-1.49,D,2M,Simbad
83.827125,-5.7085,1272,05 35 18.51,-05 42 30.6,14.04,0.04,13.35,0.05,13.0,0.05,12.35,0.01,12.12,0.02,11.74,0.03,10.95,0.05,,,0.0,-1.21,D,2M,Simbad
83.7007083,-5.7079722,1273,05 34 48.17,-05 42 28.7,11.26,0.03,10.43,0.04,10.14,0.04,9.54,0.01,9.3,0.01,8.9,0.01,8.24,0.01,5.35,0.03,0.18,-1.33,D,2M,Simbad
83.7019583,-5.7077778,1274,05 34 48.47,-05 42 28.0,13.2,0.03,11.91,0.03,11.22,0.03,10.76,0.01,9.97,0.01,9.6,0.01,8.52,0.01,5.89,0.04,0.49,-0.35,D,2M,Simbad
84.043,-5.7075,1275,05 36 10.32,-05 42 27.0,11.59,0.03,10.16,0.03,9.14,0.02,7.89,0.01,7.41,0.01,7.13,0.01,6.47,0.01,3.9,0.01,0.41,-1.25,D,2M,Simbad
