angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
0.327675,83.8279167,-5.3823611,1867,05 35 18.70,-05 22 56.5,11.21,0.09,9.51,0.03,8.7,0.02,7.68,0.01,7.41,0.01,6.79,0.02,,,,,0.91,,D,2M,Simbad,3017364063333443328,83.82794194334,-5.38244858229,394.96514900,388.19625900,401.63613900,398.22924800,391.78158600,405.89032000,10033
0.334813,83.823125,-5.3823611,1868,05 35 17.55,-05 22 56.5,10.65,0.03,9.51,0.03,8.93,0.02,8.13,0.01,7.85,0.02,,,,,,,0.36,,D,2M,Simbad,3017364063333454336,83.82317676278,-5.38243851997,215.41174300,201.97488400,230.67689500,244.52352900,229.90519700,258.97158800,10033
0.417307,83.8150417,-5.3823056,1869,05 35 15.61,-05 22 56.3,9.49,0.03,8.45,0.04,7.99,0.03,7.04,0.01,6.37,0.01,5.71,0.01,,,,,0.32,,D,2M,Simbad,3017364127743288320,83.81515197954,-5.38234278234,398.16723600,392.88848900,401.60070800,397.97552500,394.07357800,402.58023100,10033
0.295100,83.7407083,-5.3808889,1872,05 34 57.77,-05 22 51.2,12.51,0.02,11.72,0.03,11.32,0.02,10.56,0.01,10.08,0.01,9.52,0.01,8.41,0.03,,,0.05,-0.36,D,2M,Simbad,3017364647449510528,83.74079039259,-5.38088261333,410.39410400,398.75097700,419.73886100,409.76138300,398.64776600,420.03033400,10033
0.688578,83.6913333,-5.3806667,1873,05 34 45.92,-05 22 50.4,14.35,0.04,13.53,0.06,13.11,0.05,12.58,0.06,12.19,0.01,,,,,,,0.07,,D,2M,Simbad,3017364819238092928,83.69151091703,-5.38073960046,377.53094500,346.77246100,415.57077000,381.23559600,350.22897300,420.26022300,10033
0.282865,84.1965,-5.3806111,1874,05 36 47.16,-05 22 50.2,12.77,0.02,12.15,0.03,11.87,0.02,11.61,0.01,11.31,0.01,10.91,0.01,9.52,0.01,6.06,0.02,0.0,-0.45,D,2M,Simbad,3017355301597749504,84.19657393900,-5.38058362452,382.00085400,374.98486300,389.21417200,382.67428600,376.32467700,387.86389200,10033
0.332446,83.5720417,-5.3799722,1875,05 34 17.29,-05 22 47.9,14.15,0.03,13.49,0.04,13.11,0.03,12.67,0.02,12.38,0.01,,,,,,,0.0,,D,2M,Simbad,3209425139550744832,83.57213365140,-5.37998432640,364.90747100,347.27621500,382.17346200,368.73519900,350.58499100,388.10199000,10033
0.804779,83.7956667,-5.3795556,1876,05 35 10.96,-05 22 46.4,,,10.54,0.05,9.94,0.02,9.12,0.01,8.43,0.01,7.99,0.05,,,,,0.0,,D,2M,Simbad,3017364235129246464,83.79544251103,-5.37954312733,190.65895100,174.91696200,210.32457000,197.62593100,177.15692100,220.81991600,10012
0.197519,83.6770833,-5.3795278,1877,05 34 42.50,-05 22 46.3,14.27,0.03,13.62,0.03,13.23,0.03,12.57,0.01,12.24,0.01,11.96,0.09,,,,,0.0,,D,2M,Simbad,3017364819245181568,83.67703175175,-5.37950839755,391.27063000,363.87963900,419.61969000,390.33969100,364.65444900,417.54226700,10033
0.208290,84.0984583,-5.3795,1878,05 36 23.63,-05 22 46.2,15.01,0.04,13.55,0.04,12.61,0.03,11.05,0.01,10.71,0.01,10.3,0.01,9.46,0.01,6.43,0.02,0.51,-1.0,D,2M,Simbad,3017355847043970048,84.09851165556,-5.37952293039,357.73294100,329.64013700,396.41674800,391.72442600,348.69778400,446.84149200,10033
0.239570,83.7654167,-5.3793056,1879,05 35 03.70,-05 22 45.5,13.62,0.02,12.27,0.03,11.64,0.02,10.69,0.01,10.19,0.01,9.68,0.01,8.7,0.03,,,0.6,-0.56,D,2M,Simbad,3017364269489305344,83.76542348017,-5.37937180388,366.99313400,332.87579300,408.29620400,325.64050300,306.89950600,344.04791300,10022
0.229019,83.8359583,-5.3792778,1880,05 35 20.63,-05 22 45.4,,,12.17,0.03,11.47,0.02,10.13,0.02,9.74,0.02,,,,,,,0.12,,D,2M,Simbad,3017364093383572736,83.83600568129,-5.37932048237,423.30966200,374.81539900,472.39013700,396.55923500,360.85372900,436.78131100,10033
0.331138,83.79375,-5.3792778,1881,05 35 10.50,-05 22 45.4,10.49,0.05,9.81,0.06,9.43,0.06,8.95,0.01,8.74,0.01,,,,,,,0.0,,D,2M,Simbad,3017364235129434624,83.79372625079,-5.37936669185,434.20977800,416.49951200,461.14981100,427.18304400,411.71905500,446.35577400,10033
1.443858,83.79375,-5.3792778,1881,05 35 10.50,-05 22 45.4,10.49,0.05,9.81,0.06,9.43,0.06,8.95,0.01,8.74,0.01,,,,,,,0.0,,D,2M,Simbad,3017364235119809792,83.79411021101,-5.37909822568,375.50268600,356.77481100,401.52209500,,,,10099
0.276494,83.52475,-5.3788056,1883,05 34 05.94,-05 22 43.7,12.57,0.03,11.21,0.04,10.39,0.02,8.8,0.01,8.3,0.01,7.85,0.01,7.03,0.02,4.17,0.01,0.46,-0.82,D,2M,Simbad,3209425276989699456,83.52482093737,-5.37877541845,369.86264000,359.10537700,379.66809100,367.91488600,359.28051800,379.31494100,10033
0.202174,83.67025,-5.3783611,1884,05 34 40.86,-05 22 42.1,10.53,0.02,9.46,0.03,8.6,0.02,7.23,0.01,6.89,0.01,6.43,0.01,5.88,0.01,3.08,0.01,0.07,-1.26,D,2M,Simbad,3209518421946387840,83.67027851962,-5.37840955259,297.75164800,284.11850000,313.01681500,297.25116000,281.26190200,314.06762700,10033
0.481609,83.7699583,-5.3774722,1885,05 35 04.79,-05 22 38.9,12.84,0.02,12.02,0.03,11.67,0.02,10.94,0.01,10.56,0.01,10.1,0.03,9.27,0.06,,,0.14,-0.91,D,2M,Simbad,3017364269489201024,83.77008372289,-5.37742419559,391.64868200,381.76409900,403.16848800,394.33999600,384.40176400,403.90576200,10033
0.174178,83.6866667,-5.3773333,1886,05 34 44.80,-05 22 38.4,15.52,0.05,14.82,0.07,14.32,0.06,13.6,0.05,13.42,0.04,,,,,,,0.0,,D,2M,Simbad,3017364819245438848,83.68668519861,-5.37737804037,388.92218000,333.53048700,467.08941700,515.81591800,432.64492800,643.55047600,10033
0.558498,83.700375,-5.3772778,1887,05 34 48.09,-05 22 38.2,13.75,0.03,13.02,0.04,12.6,0.03,12.05,0.01,11.75,0.01,11.39,0.03,10.52,0.09,,,0.0,-1.09,D,2M,Simbad,3017364780578259584,83.70050852747,-5.37735776790,480.83795200,434.60897800,530.96264600,489.45639000,441.36383100,528.74316400,10033
0.351636,83.7627917,-5.3771944,1888,05 35 03.07,-05 22 37.9,11.99,0.02,11.0,0.03,10.57,0.02,9.89,0.01,9.55,0.01,9.19,0.01,8.54,0.03,,,0.27,-1.29,D,2M,Simbad,3017364269489305472,83.76288793260,-5.37717539152,437.51507600,415.62655600,459.55209400,433.16467300,415.36450200,462.28302000,10033
0.372311,83.8222083,-5.3765556,1890,05 35 17.33,-05 22 35.6,10.26,0.05,9.23,0.05,8.52,0.04,7.61,0.01,7.03,0.01,6.61,0.04,,,,,0.13,,D,2M,Simbad,3017364132048869248,83.82230569534,-5.37659155956,321.96786500,302.90350300,340.83950800,335.17388900,315.08493000,356.56222500,10023
0.252006,83.842125,-5.3761389,1891,05 35 22.11,-05 22 34.1,13.09,0.04,11.61,0.03,10.83,0.04,9.72,0.02,9.44,0.02,,,,,,,0.66,,D,2M,Simbad,3017364097690160000,83.84219486721,-5.37613104865,419.85083000,392.03308100,447.63864100,413.76809700,392.52084400,440.91580200,10033
0.354829,83.7922917,-5.3756389,1892,05 35 10.15,-05 22 32.3,12.17,0.05,11.31,0.05,10.88,0.05,9.89,0.03,9.57,0.04,,,,,,,0.11,,D,2M,Simbad,3017364235132386176,83.79225813865,-5.37573162694,396.12200900,384.80487100,405.50491300,402.41568000,389.53515600,414.95214800,10022
0.387047,83.8513333,-5.3755833,1893,05 35 24.32,-05 22 32.1,13.73,0.06,11.78,0.06,10.47,0.03,8.85,0.01,8.36,0.01,,,,,,,0.85,,D,2M,Simbad,3017365570852340352,83.85142421452,-5.37564131840,1450.94934000,740.69860800,2160.23462000,4549.49316000,3819.24146000,5981.23926000,10033
0.369111,83.7172917,-5.3755278,1896,05 34 52.15,-05 22 31.9,10.85,0.02,9.97,0.03,9.62,0.02,9.22,0.01,8.93,0.01,8.7,0.01,,,,,0.2,,D,2M,Simbad,3017364887967710976,83.71739250532,-5.37550682331,456.73202500,345.88906900,656.11065700,353.82162500,283.82821700,430.04217500,10033
0.391004,83.772625,-5.3751667,1897,05 35 05.43,-05 22 30.6,14.02,0.02,13.07,0.03,12.63,0.02,11.91,0.01,11.51,0.02,,,,,,,0.22,,D,2M,Simbad,3017364265182194816,83.77273198086,-5.37514543674,331.25772100,297.48059100,372.27444500,323.20324700,293.27404800,363.68624900,10012
0.084541,83.8465833,-5.3745278,1898,05 35 23.18,-05 22 28.3,14.47,0.03,12.13,0.03,10.9,0.03,9.24,0.02,8.74,0.01,,,,,,,1.4,,D,2M,Simbad,3017365570852334336,83.84659790737,-5.37454623837,656.09893800,456.77475000,1367.34656000,1197.03247000,802.61627200,1491.59302000,10033
0.311582,83.9165417,-5.3741389,1899,05 35 39.97,-05 22 26.9,15.58,0.05,14.04,0.03,13.13,0.02,11.81,0.01,11.55,0.01,10.89,0.07,,,,,0.64,,D,2M,Simbad,3017362512835656192,83.91662395603,-5.37411089489,320.02673300,262.84048500,468.20150800,2429.95044000,369.78341700,3042.22998000,10133
0.596022,83.7801667,-5.3739722,1900,05 35 07.24,-05 22 26.3,12.26,0.04,11.52,0.04,11.08,0.03,10.52,0.01,10.21,0.01,,,,,,,0.0,,D,2M,Simbad,3017364303848916480,83.78031534703,-5.37404641934,412.84194900,400.27560400,428.76019300,417.86947600,402.30459600,429.67782600,10012
0.482966,83.8375417,-5.3735833,1901,05 35 21.01,-05 22 24.9,,,11.94,0.08,11.1,0.08,10.43,0.02,9.8,0.01,,,,,,,0.0,,D,2M,Simbad,3017364093383574784,83.83764936643,-5.37366397081,347.70596300,298.23815900,414.43435700,355.57214400,305.72689800,408.29834000,10033
0.460439,83.9440833,-5.3734444,1902,05 35 46.58,-05 22 24.4,12.46,0.02,11.84,0.03,11.55,0.02,11.2,0.01,11.02,0.01,,,,,,,0.0,,D,2M,Simbad,3017362070464553472,83.94421174456,-5.37344216205,579.96368400,510.53570600,680.58282500,528.46087600,467.26074200,592.13055400,10033
0.467864,83.76725,-5.3734444,1903,05 35 04.14,-05 22 24.4,13.6,0.02,12.9,0.03,12.65,0.04,12.12,0.01,11.96,0.01,,,,,,,0.03,,D,2M,Simbad,3017364269492326400,83.76738044752,-5.37343962233,390.98486300,375.73513800,405.08505200,393.40304600,377.04116800,412.89852900,10022
0.103859,83.5192917,-5.3729167,1904,05 34 04.63,-05 22 22.5,12.75,0.04,11.48,0.04,10.9,0.03,10.05,0.01,9.63,0.01,9.28,0.01,8.64,0.05,5.08,0.04,0.52,-1.24,D,2M,Simbad,3209425345708953728,83.51931681890,-5.37290231670,324.75393700,310.94754000,345.42950400,321.20703100,302.55096400,340.23428300,10022
0.259861,83.832625,-5.3725833,1905,05 35 19.83,-05 22 21.3,,,11.37,0.07,10.18,0.06,8.8,0.01,8.26,0.01,6.94,0.04,,,,,0.84,,D,2M,Simbad,3017364166410348032,83.83259847282,-5.37265047846,355.65307600,344.06674200,370.23645000,355.66961700,341.58874500,367.92688000,10033
0.370376,83.7244583,-5.3724444,1906,05 34 53.87,-05 22 20.8,13.94,0.03,13.18,0.04,12.81,0.03,12.28,0.02,12.03,0.02,,,,,,,0.03,,D,2M,Simbad,3017364681806206080,83.72455677894,-5.37241322812,396.50836200,374.10223400,425.98950200,400.50338700,375.16647300,429.83374000,10023
0.267851,83.8139167,-5.3709167,1907,05 35 15.34,-05 22 15.3,10.34,0.05,8.98,0.03,8.51,0.02,7.01,0.01,6.49,0.02,6.09,0.04,,,,,0.69,,D,2M,Simbad,3017364127743286400,83.81393877729,-5.37098778206,780.97882100,536.25488300,1385.68958000,588.93530300,490.47027600,706.30706800,10033
0.159709,83.639875,-5.3691111,1908,05 34 33.57,-05 22 08.8,13.25,0.03,12.54,0.04,12.17,0.03,11.84,0.01,11.68,0.01,11.3,0.03,10.35,0.06,,,0.0,-1.11,D,2M,Simbad,3209424860378027136,83.63991904453,-5.36910437753,379.83749400,367.49038700,394.89410400,381.03793300,368.15484600,394.61590600,10033
0.356743,83.76175,-5.3689722,1909,05 35 02.82,-05 22 08.3,12.04,0.03,10.31,0.03,9.23,0.02,8.01,0.01,7.64,0.01,7.3,0.01,6.32,0.02,,,0.75,-0.93,D,2M,Simbad,3017365025403440896,83.76184950991,-5.36897428204,368.02221700,350.01879900,388.22216800,373.36315900,352.06906100,397.19570900,10012
0.093456,83.73725,-5.3684167,1910,05 34 56.94,-05 22 06.3,13.46,0.03,12.33,0.03,11.82,0.02,10.72,0.01,10.36,0.01,10.06,0.01,9.39,0.02,,,0.39,-1.33,D,2M,Simbad,3017364716165925632,83.73722406486,-5.36841402155,394.59140000,376.83343500,415.07370000,401.87817400,385.29156500,422.53878800,10022
0.553613,83.9202917,-5.3673611,1911,05 35 40.87,-05 22 02.5,13.61,0.03,12.54,0.04,11.75,0.02,11.0,0.01,10.63,0.01,9.9,0.03,,,,,0.13,,D,2M,Simbad,3017362517141154688,83.92044412976,-5.36733625705,419.69512900,403.45803800,438.03033400,420.55291700,407.45529200,437.38873300,10033
0.230796,83.8435,-5.367,1912,05 35 22.44,-05 22 01.2,11.84,0.03,10.7,0.05,10.05,0.04,9.33,0.02,9.1,0.02,,,,,,,0.32,,D,2M,Simbad,3017365575158623360,83.84355652318,-5.36696928859,405.82284500,398.81356800,415.28695700,410.27975500,401.41903700,416.77053800,10033
2.914443,83.8074583,-5.3666389,1913,05 35 13.79,-05 21 59.9,,,9.21,0.07,6.83,0.02,5.3,0.01,4.58,0.01,3.54,0.01,2.67,0.02,,,3.12,0.25,P,2M,Simbad,3017364338200035456,83.80757127763,-5.36744061525,477.68658400,430.84637500,531.38653600,490.38385000,433.10156200,538.02404800,10012
0.196050,83.6069167,-5.3660278,1914,05 34 25.66,-05 21 57.7,13.63,0.03,13.05,0.03,12.71,0.03,12.3,0.01,11.97,0.02,11.41,0.08,,,,,0.0,,D,2M,Simbad,3209424795953358592,83.60695788352,-5.36599196079,613.04888900,531.45855700,791.04992700,669.23413100,598.72448700,744.12304700,10033
0.255953,83.7940417,-5.3656389,1915,05 35 10.57,-05 21 56.3,11.07,0.04,10.26,0.04,9.76,0.04,9.02,0.01,8.66,0.01,7.83,0.03,,,,,0.0,,D,2M,Simbad,3017364402621165440,83.79411071126,-5.36562062367,396.31021100,390.66577100,400.84115600,397.73675500,393.19918800,405.91104100,10033
0.269417,83.627,-5.3655,1916,05 34 30.48,-05 21 55.8,14.35,0.03,13.63,0.04,13.24,0.03,12.62,0.01,12.23,0.01,11.77,0.05,11.0,0.1,,,0.0,-0.97,D,2M,Simbad,3209424826017425280,83.62704243865,-5.36556176918,360.95889300,340.56198100,381.20468100,360.34292600,341.58520500,382.21484400,10033
0.075577,83.62975,-5.3655,1917,05 34 31.14,-05 21 55.8,12.38,0.02,11.48,0.03,11.16,0.02,10.54,0.01,10.25,0.01,10.04,0.01,9.38,0.02,,,0.25,-1.53,D,2M,Simbad,3209424830313096576,83.62976724340,-5.36551208311,373.35467500,366.08639500,382.65914900,371.64877300,363.95474200,378.31356800,10033
0.289653,83.8364583,-5.3653056,1918,05 35 20.75,-05 21 55.1,11.42,0.08,10.39,0.08,9.67,0.06,8.92,0.01,8.51,0.01,,,,,,,0.11,,D,2M,Simbad,3017365643870379008,83.83653911123,-5.36530617934,397.96417200,391.46936000,405.30957000,398.05288700,391.48370400,406.84588600,10033
0.227582,83.856,-5.3643611,1919,05 35 25.44,-05 21 51.7,11.93,0.04,10.77,0.04,10.09,0.04,9.01,0.01,8.74,0.01,7.35,0.04,,,,,0.32,,D,2M,Simbad,3017365609521331968,83.85595096692,-5.36432093542,433.62811300,401.87377900,475.06564300,510.15362500,479.77389500,551.74768100,10033
0.366287,83.837125,-5.3640833,1920,05 35 20.91,-05 21 50.7,11.64,0.07,10.6,0.06,9.92,0.04,8.63,0.01,8.13,0.01,,,,,,,0.15,,D,2M,Simbad,3017365639571801088,83.83720962847,-5.36414033480,394.33758500,387.09149200,400.96646100,394.36248800,387.07183800,400.52557400,10033
0.640723,83.8401667,-5.3630833,1923,05 35 21.64,-05 21 47.1,12.21,0.04,10.75,0.05,9.77,0.04,8.45,0.01,7.97,0.01,7.4,0.01,6.4,0.03,,,0.49,-0.48,D,2M,Simbad,3017365643878369536,83.84034400988,-5.36306066677,279.70755000,241.23617600,319.11102300,315.10412600,259.31469700,361.03710900,10033
0.211355,83.823125,-5.3626944,1924,05 35 17.55,-05 21 45.7,11.54,0.03,10.15,0.04,9.33,0.03,8.0,0.01,7.4,0.01,6.98,0.02,,,,,0.5,,D,2M,Simbad,3017364368261465728,83.82313050355,-5.36263594646,301.08468600,284.64123500,321.28244000,300.76849400,279.43750000,319.86151100,10033
0.303422,84.0434583,-5.3624722,1925,05 36 10.43,-05 21 44.9,15.4,0.04,14.61,0.06,14.24,0.05,13.54,0.02,13.2,0.01,12.29,0.08,,,,,0.08,,D,2M,Simbad,3017356057497492736,84.04346898330,-5.36255581011,511.21615600,423.46511800,676.69506800,512.04321300,436.65377800,600.70361300,10033
0.179970,83.7550417,-5.3623611,1926,05 35 01.21,-05 21 44.5,13.34,0.03,12.35,0.04,11.71,0.04,10.65,0.01,10.19,0.01,9.43,0.04,,,,,0.13,,D,2M,Simbad,3017365089815909248,83.75509062089,-5.36234983898,290.30670200,259.22375500,329.37670900,329.93158000,274.62341300,372.73086500,10033
0.273465,83.7260417,-5.35975,1932,05 34 54.25,-05 21 35.1,12.05,0.03,11.41,0.03,11.09,0.02,10.77,0.01,10.49,0.01,10.15,0.04,,,,,0.0,,D,2M,Simbad,3017364922324356736,83.72604846085,-5.35982566374,395.45962500,379.33013900,413.50808700,397.34118700,382.44226100,412.84771700,10033
0.065305,83.3390417,-5.3596389,1934,05 33 21.37,-05 21 34.7,11.25,0.02,10.33,0.02,9.77,0.02,9.02,0.01,8.73,0.01,8.45,0.01,7.85,0.01,5.42,0.02,0.1,-1.5,D,2M,Simbad,3209439295762756480,83.33904726417,-5.35962162646,397.01419100,394.13711500,400.38699300,397.13150000,394.38488800,399.85168500,10033
0.432467,83.8503333,-5.3590278,1937,05 35 24.08,-05 21 32.5,12.44,0.03,11.43,0.03,10.88,0.02,9.82,0.01,9.56,0.01,8.0,0.03,,,,,0.22,,D,2M,Simbad,3017365609518085248,83.85043910901,-5.35908553417,435.18249500,413.19482400,464.27102700,439.92901600,413.35537700,469.63668800,10033
0.258637,83.6749167,-5.3589444,1938,05 34 41.98,-05 21 32.2,14.16,0.03,13.48,0.03,13.12,0.02,12.42,0.01,12.17,0.01,11.41,0.09,,,,,0.0,,D,2M,Simbad,3209518460599764480,83.67484962534,-5.35891790964,378.78213500,354.99798600,406.26608300,388.23773200,364.53152500,414.05242900,10033
0.254179,83.695,-5.3580278,1939,05 34 46.80,-05 21 28.9,13.5,0.04,12.48,0.04,12.03,0.03,11.15,0.01,10.75,0.01,10.26,0.03,9.49,0.06,,,0.32,-0.92,D,2M,Simbad,3209518563681133824,83.69497318930,-5.35809316493,391.05993700,382.76101700,401.06747400,394.32055700,386.91131600,403.29846200,10033
0.013476,83.8970417,-5.3575556,1941,05 35 35.29,-05 21 27.2,,,10.36,0.04,9.83,0.03,8.97,0.01,8.6,0.01,8.2,0.03,,,,,0.0,,D,2M,Simbad,3017362723299586688,83.89703794557,-5.35755579721,388.40335100,385.95581100,390.95867900,387.89532500,385.33578500,391.04568500,10033
2.429546,83.8970417,-5.3575556,1941,05 35 35.29,-05 21 27.2,,,10.36,0.04,9.83,0.03,8.97,0.01,8.6,0.01,8.2,0.03,,,,,0.0,,D,2M,Simbad,3017362723287012736,83.89720740609,-5.35820999732,299.97906500,257.15533400,359.82940700,,,,10000
0.224088,83.8472083,-5.357,1942,05 35 23.33,-05 21 25.2,12.47,0.05,11.19,0.04,10.34,0.04,9.15,0.01,8.69,0.01,7.31,0.04,,,,,0.35,,D,2M,Simbad,3017365678237816960,83.84724219139,-5.35705230719,344.34823600,328.61178600,359.04727200,343.33483900,329.90838600,363.17544600,10033
0.272264,83.7194167,-5.3569722,1943,05 34 52.66,-05 21 25.1,13.74,0.03,12.67,0.03,12.21,0.02,11.52,0.01,11.26,0.01,,,,,,,0.36,,D,2M,Simbad,3017364991044122496,83.71948940140,-5.35699411572,417.25103800,395.16735800,442.86462400,417.90628100,394.00125100,441.45324700,10012
0.575354,83.6945,-5.3567222,1944,05 34 46.68,-05 21 24.2,13.87,0.03,13.17,0.04,12.84,0.03,12.54,0.02,12.31,0.01,,,,,,,0.0,,D,2M,Simbad,3209518559385414400,83.69457861695,-5.35686154092,358.55398600,344.15982100,374.07873500,356.62924200,343.99566700,370.73712200,10022
0.516436,83.896375,-5.3566944,1945,05 35 35.13,-05 21 24.1,,,11.9,0.04,11.26,0.03,9.88,0.01,9.48,0.01,,,,,,,0.0,,D,2M,Simbad,3017362723299586304,83.89646429336,-5.35658181499,399.94360400,386.65850800,416.18246500,405.71582000,391.58429000,420.66592400,10033
0.360925,83.83675,-5.3559444,1947,05 35 20.82,-05 21 21.4,12.44,0.06,11.48,0.06,10.62,0.05,9.65,0.02,9.12,0.01,,,,,,,0.0,,D,2M,Simbad,3017365643880749824,83.83684987264,-5.35595719899,736.50927700,494.14025900,1257.05383000,3004.62183000,2183.48804000,5516.38672000,10033
0.510130,83.7767917,-5.3552222,1951,05 35 06.43,-05 21 18.8,13.55,0.02,12.8,0.03,12.49,0.03,11.88,0.02,11.66,0.02,,,,,,,0.07,,D,2M,Simbad,3017365162842351360,83.77693384204,-5.35521503834,407.40972900,383.98809800,425.04318200,403.26910400,378.93820200,427.32428000,10033
0.242191,83.7830833,-5.3548333,1954,05 35 07.94,-05 21 17.4,13.36,0.02,12.56,0.03,12.13,0.02,11.03,0.01,10.69,0.01,,,,,,,0.03,,D,2M,Simbad,3017365162841787008,83.78311827569,-5.35477573857,375.30194100,365.00799600,385.10913100,373.67215000,365.64367700,383.43548600,10022
0.221789,83.9590417,-5.3547222,1955,05 35 50.17,-05 21 17.0,13.03,0.02,12.22,0.03,11.84,0.02,11.38,0.01,10.96,0.01,10.24,0.05,8.86,0.05,,,0.09,0.09,D,2M,Simbad,3017362963817745024,83.95910354446,-5.35472016609,371.86840800,364.38427700,379.79705800,368.74142500,360.59661900,377.59927400,10033
0.332472,83.8140833,-5.3538889,1956,05 35 15.38,-05 21 14.0,12.54,0.04,10.98,0.03,10.02,0.03,8.06,0.01,7.25,0.01,6.59,0.01,6.11,0.04,,,0.61,-0.6,D,2M,Simbad,3017364372567255296,83.81417582601,-5.35388237061,415.94616700,401.36978100,431.21475200,420.62164300,408.28347800,434.40258800,10023
0.210019,83.7929583,-5.3535833,1957,05 35 10.31,-05 21 12.9,11.76,0.03,10.55,0.04,9.93,0.03,9.03,0.01,8.69,0.01,7.73,0.02,,,,,0.43,,D,2M,Simbad,3017364406930491136,83.79300797011,-5.35361424762,385.24871800,377.21658300,393.16149900,394.22976700,388.45611600,403.33352700,10023
0.283785,83.81775,-5.3525556,1958,05 35 16.26,-05 21 09.2,,,,,,,9.41,0.01,8.79,0.01,8.17,0.04,,,,,,,D,2M,Simbad,3017365850036814208,83.81782677335,-5.35253633376,391.58883700,377.25143400,411.43374600,393.96603400,380.84570300,409.52560400,10022
1.974066,83.81775,-5.3525556,1958,05 35 16.26,-05 21 09.2,,,,,,,9.41,0.01,8.79,0.01,8.17,0.04,,,,,,,D,2M,Simbad,3017365850036814976,83.81745824910,-5.35302069311,402.73544300,364.45907600,437.61340300,,,,10099
0.198569,83.8289583,-5.3521944,1959,05 35 18.95,-05 21 07.9,11.76,0.02,10.55,0.03,10.0,0.02,9.3,0.01,8.97,0.01,8.58,0.04,,,,,0.47,,D,2M,Simbad,3017365850035788800,83.82900035870,-5.35215849919,398.86468500,391.15435800,410.25918600,410.18362400,403.90191700,421.08474700,10033
0.233518,83.6360833,-5.352,1960,05 34 32.66,-05 21 07.2,12.53,0.02,11.65,0.03,11.37,0.02,11.05,0.01,10.66,0.01,10.44,0.01,9.67,0.05,,,0.24,-1.3,D,2M,Simbad,3209424933392311040,83.63611976867,-5.35205375133,381.67593400,373.62326000,387.61709600,381.09664900,374.04104600,387.97699000,10033
0.473829,83.805875,-5.3519444,1961,05 35 13.41,-05 21 07.0,13.64,0.07,12.01,0.05,10.99,0.04,10.1,0.01,9.66,0.02,,,,,,,0.66,,D,2M,Simbad,3017364441286758016,83.80597826545,-5.35202657457,436.29516600,326.16809100,581.83831800,6626.74463000,5435.70459000,8440.79785000,10021
0.517811,83.8334167,-5.3516944,1963,05 35 20.02,-05 21 06.1,10.59,0.03,9.4,0.04,8.71,0.03,7.62,0.01,7.12,0.01,6.43,0.02,,,,,0.34,,D,2M,Simbad,3017365850036800896,83.83355293571,-5.35164654381,450.22427400,412.87179600,490.90420500,437.84115600,412.75680500,463.40667700,10033
0.092053,83.8397917,-5.3515556,1964,05 35 21.55,-05 21 05.6,13.8,0.04,12.01,0.03,10.86,0.03,9.08,0.01,8.51,0.01,7.98,0.02,,,,,0.77,,D,2M,Simbad,3017365673931541376,83.83981738200,-5.35155568795,335.77880900,281.11529500,410.40155000,323.02670300,273.15133700,378.78375200,10122
0.703922,83.7994583,-5.3507778,1966,05 35 11.87,-05 21 02.8,12.32,0.04,10.46,0.04,9.28,0.04,7.63,0.01,7.1,0.01,,,,,,,0.84,,D,2M,Simbad,3017364441286745728,83.79952148427,-5.35096293771,243.65962200,217.52467300,267.06079100,246.42552200,217.13810700,274.63266000,10012
0.384821,83.77025,-5.3492222,1970,05 35 04.86,-05 20 57.2,13.34,0.03,12.03,0.04,11.42,0.02,10.66,0.01,10.32,0.01,,,,,,,0.55,,D,2M,Simbad,3017365231561828480,83.77031263662,-5.34930901727,409.06216400,375.20694000,457.65164200,414.17761200,385.36367800,463.65292400,10021
0.175329,83.8243333,-5.3483056,1971,05 35 17.84,-05 20 53.9,11.02,0.03,9.94,0.03,9.25,0.03,8.33,0.01,7.54,0.01,,,,,,,0.21,,P,2M,Simbad,3017365845730216960,83.82436713501,-5.34834077220,382.70733600,376.27410900,388.52420000,382.33596800,376.86731000,389.33520500,10033
1.964696,83.8243333,-5.3483056,1971,05 35 17.84,-05 20 53.9,11.02,0.03,9.94,0.03,9.25,0.03,8.33,0.01,7.54,0.01,,,,,,,0.21,,P,2M,Simbad,3017365850035938688,83.82468290949,-5.34872592972,383.30111700,361.04180900,402.72674600,,,,10099
0.386264,83.805125,-5.3478889,1972,05 35 13.23,-05 20 52.4,12.37,0.04,11.09,0.03,10.33,0.02,9.42,0.01,8.8,0.01,8.88,0.04,,,,,0.41,,D,2M,Simbad,3017364441287016320,83.80506682715,-5.34797921976,394.83309900,378.71490500,410.50323500,394.40927100,379.55346700,413.08432000,10012
0.214357,83.8289167,-5.3478333,1973,05 35 18.94,-05 20 52.2,12.85,0.02,11.44,0.03,10.62,0.02,9.8,0.01,9.48,0.01,8.87,0.03,,,,,0.53,,D,2M,Simbad,3017365850036801024,83.82897650028,-5.34783264320,407.86529500,390.68338000,426.63641400,409.47827100,390.44281000,428.13192700,10022
