_RAJ2000,_DEJ2000,recno,Seq,Cloud,ID,Av,alpha,Tbol,Lbol,alpha0,Tbol0,Lbol0,AGB?,Core?,F1.25,e_F1.25,F1.65,e_F1.65,F2.17,e_F2.17,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,F24,e_F24,F70,e_F70,F0.36,e_F0.36,F0.44,e_F0.44,F0.55,e_F0.55,F0.64,e_F0.64,F0.665,e_F0.665,F0.79,e_F0.79,F0.914,e_F0.914,F0.96,e_F0.96,F3.4,e_F3.4,F5.0,e_F5.0,F6.7,e_F6.7,F12,e_F12,F14,e_F14,F22,e_F22,F160,e_F160,F350,e_F350,F450,e_F450,F850,e_F850,F1100,e_F1100,F1200,e_F1200,F1300,e_F1300,SED,SimbadName,_RA,_DE
275.511667,-3.328056,64,64,Aquila,J182202.8-031941,10.1,-2.19,1600.0,0.93,-2.52,2000.0,3.1,Y,-,66.0,1.6,230.0,5.1,330.0,13.0,230.0,11.0,140.0,7.1,120.0,5.8,78.0,3.8,21.0,2.0,47,13.0,,,,,,,,,,,,,,,,,,,,,,,43.0,0.63,,,26.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1822028-031941,275.5117,-3.3281
275.549583,-3.085556,65,65,Aquila,J182211.9-030508,11.3,-1.33,1500.0,8.0,-1.93,1900.0,28.0,N,-,440.0,12.0,1500.0,54.0,2700.0,60.0,1400.0,120.0,1900.0,100.0,1800.0,88.0,1500.0,72.0,1000.0,98.0,140,19.0,,,,,,,,,,,,,,,,,,,,,,,1400.0,18.0,,,940.0,18.0,,,,,,,,,,,,,,,SED,SSTgbs J1822119-030508,275.5496,-3.0856
275.553333,-2.9625,66,66,Aquila,J182212.8-025745,8.6,-2.01,1700.0,2.2,-2.4,2000.0,6.2,N,-,190.0,4.3,570.0,19.0,750.0,14.0,520.0,28.0,290.0,15.0,270.0,16.0,190.0,8.7,75.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.8,,,95.0,2.6,,,,,,,,,,,,,,,SED,SSTgbs J1822128-025745,275.5533,-2.9625
275.579167,-2.881389,67,67,Aquila,J182219.0-025253,8.3,-2.25,1700.0,2.0,-2.53,2000.0,5.5,Y,-,190.0,4.5,540.0,17.0,690.0,13.0,440.0,22.0,280.0,14.0,240.0,12.0,150.0,7.3,36.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,91.0,1.3,,,46.0,1.9,,,,,,,,,,,,,,,SED,SSTgbs J1822190-025253,275.5792,-2.8814
275.5875,-2.925833,68,68,Aquila,J182221.0-025533,7.4,-1.9,1700.0,8.6,-2.35,2000.0,22.0,N,-,980.0,18.0,2300.0,60.0,3100.0,68.0,1600.0,84.0,1200.0,60.0,1100.0,64.0,780.0,38.0,320.0,30.0,79,10.0,,,,,,,,,,,,,,,,,,,,,,,520.0,6.8,,,350.0,6.5,,,,,,,,,,,,,,,SED,SSTgbs J1822210-025533,275.5875,-2.9258
275.6025,-3.089444,69,69,Aquila,J182224.6-030522,9.7,-1.93,1600.0,1.2,-2.33,2000.0,3.8,N,-,88.0,1.9,280.0,14.0,420.0,8.0,300.0,15.0,200.0,10.0,180.0,9.1,120.0,5.9,50.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.3,,,66.0,1.9,,,,,,,,,,,,,,,SED,SSTgbs J1822246-030522,275.6025,-3.0894
275.607083,-3.246944,70,70,Aquila,J182225.7-031449,10.7,-2.18,1600.0,0.51,-2.58,2000.0,1.8,Y,-,33.0,0.73,120.0,2.9,180.0,3.6,130.0,6.2,79.0,3.9,68.0,3.2,42.0,2.0,13.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.46,,,19.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1822257-031449,275.6071,-3.2469
275.6675,-3.114167,71,71,Aquila,J182240.2-030651,7.3,-2.26,1800.0,1.2,-2.56,2000.0,3.1,Y,-,140.0,3.0,350.0,20.0,430.0,10.0,260.0,13.0,160.0,7.7,130.0,6.3,83.0,3.9,22.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,52.0,0.76,,,31.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1822402-030651,275.6675,-3.1142
275.6675,-3.221389,72,72,Aquila,J182240.2-031317,10.3,-2.1,1700.0,1.3,-2.55,2000.0,4.5,N,-,92.0,2.0,330.0,9.3,480.0,9.2,310.0,15.0,190.0,9.5,180.0,8.5,110.0,5.3,38.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,80.0,1.0,,,50.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1822402-031317,275.6675,-3.2214
275.67,-3.372222,73,73,Aquila,J182240.8-032220,9.1,-2.18,1700.0,0.92,-2.49,2000.0,2.8,Y,-,76.0,1.6,250.0,5.2,320.0,10.0,210.0,10.0,140.0,7.1,120.0,5.6,78.0,3.7,20.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.82,,,23.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1822408-032220,275.67,-3.3722
275.6825,-3.309722,74,74,Aquila,J182243.8-031835,10.3,-2.11,1600.0,4.2,-2.42,1900.0,14.0,Y,-,280.0,6.2,930.0,38.0,1500.0,30.0,1200.0,58.0,710.0,38.0,660.0,32.0,430.0,23.0,120.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,320.0,4.4,,,160.0,4.1,,,,,,,,,,,,,,,SED,SSTgbs J1822438-031835,275.6825,-3.3097
275.70625,-3.120556,75,75,Aquila,J182249.5-030714,8.5,-2.02,1700.0,0.51,-2.42,2000.0,1.4,N,-,46.0,1.3,130.0,3.6,180.0,3.7,120.0,6.6,71.0,3.4,61.0,2.9,43.0,2.0,18.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,31.0,0.46,,,21.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1822495-030714,275.7062,-3.1206
275.74875,-3.159444,76,76,Aquila,J182259.7-030934,2.3,-2.1,1900.0,0.11,-2.23,2000.0,0.15,N,-,25.0,0.6,33.0,0.81,32.0,0.62,19.0,0.92,14.0,0.67,11.0,0.51,7.2,0.35,2.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,3.9,0.16,,,3.4,0.92,,,,,,,,,,,,,,,SED,SSTgbs J1822597-030934,275.7487,-3.1594
275.76375,-2.825278,77,77,Aquila,J182303.3-024931,8.0,-2.29,1700.0,6.1,-2.62,2000.0,17.0,Y,-,620.0,16.0,1700.0,100.0,2200.0,34.0,1400.0,72.0,760.0,39.0,660.0,37.0,410.0,19.0,110.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,240.0,3.3,,,130.0,2.8,,,,,,,,,,,,,,,SED,SSTgbs J1823033-024931,275.7637,-2.8253
275.772917,-3.006389,78,78,Aquila,J182305.5-030023,11.6,-2.12,1600.0,1.1,-2.54,2000.0,4.5,N,-,63.0,1.4,260.0,11.0,410.0,7.6,300.0,15.0,190.0,9.9,170.0,8.0,110.0,5.5,32.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,68.0,1.0,,,39.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1823055-030023,275.7729,-3.0064
275.790833,-3.176389,79,79,Aquila,J182309.8-031035,9.5,-2.06,1600.0,1.6,-2.25,1900.0,4.8,N,-,120.0,2.4,350.0,14.0,520.0,11.0,470.0,24.0,310.0,20.0,280.0,16.0,170.0,8.4,51.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.8,,,68.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1823098-031035,275.7908,-3.1764
275.8075,-2.920556,80,80,Aquila,J182313.8-025514,12.0,-2.03,1600.0,1.2,-2.43,1900.0,4.7,N,-,61.0,1.3,240.0,5.8,430.0,7.1,350.0,17.0,220.0,11.0,210.0,10.0,130.0,6.3,41.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,82.0,1.2,,,39.0,1.8,,,,,,,,,,,,,,,SED,SSTgbs J1823138-025514,275.8075,-2.9206
275.818333,-2.866944,81,81,Aquila,J182316.4-025201,8.4,-2.16,1700.0,1.1,-2.39,2000.0,3.1,Y,-,99.0,2.4,280.0,12.0,370.0,7.5,290.0,15.0,180.0,9.1,150.0,7.4,99.0,4.9,28.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.74,,,33.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1823164-025201,275.8183,-2.8669
275.84625,-3.230556,82,82,Aquila,J182323.1-031350,9.9,-1.62,1300.0,0.84,-1.63,1700.0,2.3,N,-,41.0,1.0,120.0,2.9,200.0,4.3,320.0,17.0,240.0,12.0,220.0,10.0,170.0,8.3,65.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,89.0,1.3,,,68.0,1.8,,,,,,,,,,,,,,,SED,SSTgbs J1823231-031350,275.8462,-3.2306
275.858333,-3.080833,83,83,Aquila,J182326.0-030451,5.8,-2.34,1800.0,0.032,-2.61,2000.0,0.068,N,-,4.4,0.14,9.8,0.24,11.0,0.21,6.1,0.31,4.0,0.19,2.9,0.15,1.8,0.09,0.83,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2.7,0.16,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1823260-030451,275.8583,-3.0808
275.8875,-3.1175,84,84,Aquila,J182333.0-030703,9.2,-2.14,1700.0,0.66,-2.51,2000.0,2.0,N,-,53.0,1.1,170.0,3.6,230.0,4.4,150.0,7.8,100.0,4.8,82.0,3.9,54.0,2.5,17.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.58,,,21.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1823330-030703,275.8875,-3.1175
275.906667,-2.736667,85,85,Aquila,J182337.6-024412,6.7,-2.21,1800.0,3.0,-2.58,2000.0,7.0,N,-,370.0,9.3,860.0,36.0,1000.0,20.0,600.0,32.0,330.0,16.0,290.0,14.0,180.0,8.8,63.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,150.0,2.2,,,90.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1823376-024412,275.9067,-2.7367
275.909167,-3.145833,86,86,Aquila,J182338.2-030845,9.2,-2.15,1700.0,1.9,-2.44,2000.0,5.7,Y,-,150.0,3.7,460.0,14.0,660.0,21.0,470.0,24.0,290.0,15.0,270.0,13.0,170.0,7.9,47.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.5,,,58.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1823382-030845,275.9092,-3.1458
275.945417,-2.815278,87,87,Aquila,J182346.9-024855,7.3,-2.31,1800.0,2.2,-2.64,2000.0,5.5,Y,-,250.0,6.4,640.0,30.0,770.0,11.0,440.0,23.0,250.0,13.0,220.0,11.0,140.0,6.7,33.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,83.0,1.1,,,42.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1823469-024855,275.9454,-2.8153
275.962083,-3.325278,88,88,Aquila,J182350.9-031931,8.5,-2.25,1700.0,0.73,-2.54,2000.0,2.1,Y,-,67.0,1.7,200.0,4.3,260.0,10.0,170.0,8.4,97.0,4.6,81.0,3.8,51.0,2.4,15.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.54,,,24.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1823509-031931,275.9621,-3.3253
276.023333,-2.76,89,89,Aquila,J182405.6-024536,7.2,-2.13,1600.0,0.56,-2.19,1900.0,1.3,Y,-,57.0,1.3,130.0,2.7,170.0,3.3,150.0,7.9,100.0,5.1,88.0,4.2,60.0,2.9,13.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,41.0,0.64,,,21.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1824056-024536,276.0233,-2.76
276.05125,-3.178333,90,90,Aquila,J182412.3-031042,9.0,-2.17,1700.0,2.2,-2.5,2000.0,6.4,Y,-,180.0,4.5,540.0,27.0,750.0,15.0,530.0,26.0,320.0,19.0,280.0,14.0,170.0,8.1,55.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.8,,,76.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1824123-031042,276.0512,-3.1783
276.0625,-3.0025,91,91,Aquila,J182415.0-030009,12.7,-1.36,1400.0,1.0,-1.85,1800.0,3.8,N,-,37.0,0.89,150.0,3.3,290.0,6.0,320.0,17.0,230.0,11.0,240.0,12.0,190.0,9.4,150.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,200.0,2.8,,,180.0,3.4,,,,,,,,,,,,,,,SED,SSTgbs J1824150-030009,276.0625,-3.0025
276.06875,-2.756111,92,92,Aquila,J182416.5-024522,6.6,-2.13,1700.0,8.6,-2.22,1900.0,19.0,Y,-,960.0,20.0,2200.0,64.0,2600.0,49.0,2100.0,120.0,1500.0,81.0,1200.0,62.0,900.0,43.0,180.0,16.0,66,11.0,,,,,,,,,,,,,,,,,,,,,,,470.0,6.0,,,240.0,5.2,,,,,,,,,,,,,,,SED,SSTgbs J1824165-024522,276.0687,-2.7561
276.085833,-2.977778,93,93,Aquila,J182420.6-025840,8.8,-2.2,1700.0,3.3,-2.46,2000.0,9.6,Y,-,280.0,6.8,820.0,42.0,1100.0,18.0,810.0,41.0,540.0,28.0,450.0,22.0,290.0,14.0,72.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,170.0,2.2,,,83.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1824206-025840,276.0858,-2.9778
276.125833,-2.987778,94,94,Aquila,J182430.2-025916,12.0,-2.12,1600.0,0.94,-2.51,2000.0,3.8,Y,-,49.0,1.0,210.0,4.6,340.0,9.1,250.0,12.0,170.0,8.7,150.0,7.3,98.0,4.8,25.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.75,,,31.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1824302-025916,276.1258,-2.9878
276.134167,-3.218889,95,95,Aquila,J182432.2-031308,11.8,-1.85,1300.0,1.1,-1.88,1800.0,3.6,N,-,41.0,0.87,160.0,3.4,280.0,7.0,420.0,22.0,340.0,17.0,320.0,16.0,200.0,9.8,51.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.5,,,52.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1824322-031308,276.1342,-3.2189
276.1525,-2.836944,96,96,Aquila,J182436.6-025013,10.9,-1.42,1300.0,6.7,-1.76,1800.0,21.0,N,-,310.0,7.8,1000.0,36.0,1800.0,40.0,1900.0,99.0,1600.0,79.0,1500.0,72.0,1500.0,71.0,660.0,61.0,110,19.0,,,,,,,,,,,,,,,,,,,,,,,2000.0,18.0,,,1100.0,22.0,,,,,,,,,,,,,,,SED,SSTgbs J1824366-025013,276.1525,-2.8369
276.256667,-2.985833,97,97,Aquila,J182501.6-025909,9.7,-2.16,1700.0,2.4,-2.55,2000.0,7.8,Y,-,190.0,3.5,590.0,18.0,880.0,20.0,580.0,29.0,340.0,18.0,320.0,15.0,200.0,9.4,60.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,140.0,2.1,,,80.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1825016-025909,276.2567,-2.9858
276.270833,-2.863611,98,98,Aquila,J182505.0-025149,11.8,-1.57,1400.0,6.1,-2.0,1900.0,22.0,N,-,280.0,5.7,1000.0,38.0,1900.0,35.0,1800.0,100.0,1400.0,75.0,1300.0,65.0,1100.0,53.0,520.0,48.0,100,14.0,,,,,,,,,,,,,,,,,,,,,,,800.0,10.0,,,470.0,8.7,,,,,,,,,,,,,,,SED,SSTgbs J1825050-025149,276.2708,-2.8636
276.2825,-3.101944,99,99,Aquila,J182507.8-030607,9.6,-1.86,1500.0,0.7,-2.12,1900.0,2.1,N,-,48.0,0.93,150.0,3.5,220.0,4.7,190.0,9.2,150.0,7.2,130.0,6.4,94.0,4.5,31.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,74.0,1.1,,,39.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1825078-030607,276.2825,-3.1019
276.29125,-3.070556,100,100,Aquila,J182509.9-030414,11.8,-2.1,1600.0,5.7,-2.53,2000.0,23.0,Y,-,310.0,6.8,1300.0,38.0,2100.0,42.0,1500.0,75.0,940.0,49.0,890.0,42.0,590.0,28.0,150.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,370.0,4.7,,,190.0,4.3,,,,,,,,,,,,,,,SED,SSTgbs J1825099-030414,276.2912,-3.0706
276.297083,-2.981389,101,101,Aquila,J182511.3-025853,12.4,1.12,190.0,0.27,0.89,230.0,0.36,N,-,,,,,0.71,0.1,6.7,0.34,18.0,0.84,25.0,1.2,33.0,1.6,420.0,39.0,1300,130.0,,,,,,,,,,,,,,,,,,,,,,,74.0,1.2,,,540.0,10.0,,,,,,,,,,,,,,,SED,SSTgbs J1825113-025853,276.2971,-2.9814
276.305417,-2.998333,102,102,Aquila,J182513.3-025954,12.4,-0.03,560.0,0.49,-0.29,760.0,0.87,N,-,,,6.1,0.2,38.0,0.98,94.0,4.6,140.0,7.1,180.0,8.5,170.0,8.7,570.0,53.0,1400,160.0,,,,,,,,,,,,,,,,,,,,,,,190.0,2.8,,,2.8,710.0,,,,,,,,,,,,,,,SED,SSTgbs J1825133-025954,276.3054,-2.9983
276.339583,-3.143333,103,103,Aquila,J182521.5-030836,7.9,-2.3,1700.0,1.5,-2.43,2100.0,4.3,Y,-,160.0,3.2,460.0,16.0,,,390.0,20.0,240.0,12.0,200.0,9.8,130.0,6.5,30.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,78.0,1.2,,,36.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1825215-030836,276.3396,-3.1433
276.35,-2.789167,104,104,Aquila,J182524.0-024721,6.9,-1.73,1600.0,1.5,-1.96,1900.0,3.3,N,-,150.0,3.2,370.0,14.0,440.0,11.0,380.0,23.0,270.0,16.0,230.0,11.0,190.0,9.0,83.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.2,,,100.0,3.5,,,,,,,,,,,,,,,SED,SSTgbs J1825240-024721,276.35,-2.7892
276.420417,-3.056944,105,105,Aquila,J182540.9-030325,8.5,-2.05,1700.0,0.46,-2.46,2000.0,1.3,N,-,42.0,0.8,120.0,2.8,160.0,3.6,110.0,5.2,60.0,2.9,49.0,2.3,35.0,1.6,16.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.53,,,16.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1825409-030325,276.4204,-3.0569
276.449583,-3.849722,106,106,Aquila,J182547.9-035059,6.5,-2.12,1700.0,2.7,-2.23,1900.0,5.9,Y,-,300.0,6.5,690.0,13.0,820.0,16.0,650.0,34.0,460.0,23.0,380.0,19.0,250.0,12.0,63.0,5.9,110,18.0,,,,,,,,,,,,,,,,,,,,,,,210.0,2.7,,,96.0,2.5,,,,,,,,,,,,,,,SED,SSTgbs J1825479-035059,276.4496,-3.8497
276.49,-3.951111,107,107,Aquila,J182557.6-035704,4.5,-2.02,1700.0,0.081,-2.37,1900.0,0.14,N,-,12.0,0.28,23.0,0.55,23.0,0.53,14.0,0.66,8.4,0.41,5.8,0.28,4.9,0.25,2.6,0.31,75,14.0,,,,,,,,,,,,,,,,,,,,,,,4.2,0.19,,,4.2,0.92,,,,,,,,,,,,,,,SED,SSTgbs J1825576-035704,276.49,-3.9511
276.4975,-3.661111,108,108,Aquila,J182559.4-033940,10.0,-1.87,1600.0,3.3,-2.23,1900.0,10.0,N,-,230.0,4.4,680.0,21.0,1100.0,28.0,810.0,41.0,610.0,32.0,580.0,28.0,430.0,20.0,130.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,320.0,4.5,,,180.0,4.0,,,,,,,,,,,,,,,SED,SSTgbs J1825594-033940,276.4975,-3.6611
276.500833,-3.801944,109,109,Aquila,J182600.2-034807,7.4,-2.11,1700.0,0.98,-2.46,2000.0,2.4,N,-,110.0,2.1,270.0,5.7,330.0,7.0,220.0,11.0,120.0,6.0,110.0,5.1,71.0,3.4,27.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,52.0,0.86,,,32.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1826002-034807,276.5008,-3.8019
276.517917,-3.942778,110,110,Aquila,J182604.3-035634,9.2,-2.09,1700.0,1.2,-2.46,2000.0,3.6,N,-,95.0,1.8,300.0,7.2,410.0,6.8,280.0,15.0,180.0,9.0,160.0,8.1,100.0,4.9,32.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,0.94,,,37.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1826043-035634,276.5179,-3.9428
276.527917,-3.088333,111,111,Aquila,J182606.7-030518,8.6,-2.22,1700.0,4.3,-2.57,2000.0,12.0,Y,-,400.0,8.4,1100.0,27.0,1500.0,24.0,1000.0,52.0,550.0,28.0,520.0,25.0,340.0,16.0,87.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,220.0,3.0,,,110.0,2.7,,,,,,,,,,,,,,,SED,SSTgbs J1826067-030518,276.5279,-3.0883
276.5725,-3.621944,112,112,Aquila,J182617.4-033719,7.9,-2.16,1700.0,2.9,-2.52,2000.0,7.7,N,-,300.0,13.0,770.0,39.0,1000.0,20.0,600.0,32.0,390.0,23.0,330.0,16.0,210.0,10.0,68.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,150.0,1.7,,,85.0,2.7,,,,,,,,,,,,,,,SED,SSTgbs J1826174-033719,276.5725,-3.6219
276.6075,-3.488611,113,113,Aquila,J182625.8-032919,8.4,-2.16,1700.0,2.0,-2.6,2000.0,5.7,N,-,190.0,4.1,520.0,23.0,730.0,15.0,460.0,23.0,220.0,12.0,210.0,10.0,130.0,6.1,54.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.6,,,66.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1826258-032919,276.6075,-3.4886
276.610417,-3.452778,114,114,Aquila,J182626.5-032710,8.5,-2.23,1700.0,0.85,-2.62,2000.0,2.4,Y,-,81.0,1.6,230.0,5.1,310.0,8.8,180.0,9.6,100.0,5.0,93.0,4.4,56.0,2.7,17.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,37.0,0.58,,,18.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1826265-032710,276.6104,-3.4528
276.636667,-3.774167,115,115,Aquila,J182632.8-034627,12.4,0.08,520.0,0.043,-0.17,700.0,0.076,N,-,,,1.0,0.09,2.4,0.13,7.2,0.38,10.0,0.5,13.0,0.62,14.0,0.68,53.0,4.9,56,12.0,,,,,,,,,,,,,,,,,,,,,,,16.0,0.37,,,70.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1826328-034627,276.6367,-3.7742
276.644583,-3.007778,116,116,Aquila,J182634.7-030028,10.3,-2.16,1600.0,0.2,-2.49,2000.0,0.67,Y,-,13.0,0.35,47.0,1.2,68.0,1.6,52.0,2.5,33.0,1.6,27.0,1.3,17.0,0.8,5.4,0.53,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.3,,,5.2,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1826347-030028,276.6446,-3.0078
276.657083,-2.910278,117,117,Aquila,J182637.7-025437,6.7,-2.14,1700.0,0.33,-2.37,2000.0,0.76,N,-,38.0,0.77,93.0,2.2,110.0,2.5,70.0,3.5,48.0,2.3,39.0,1.8,27.0,1.3,7.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.36,,,12.0,1.0,,,,,,,,,,,,,,,SED,SSTgbs J1826377-025437,276.6571,-2.9103
276.6575,-2.764167,118,118,Aquila,J182637.8-024551,6.3,-2.2,1800.0,0.6,-2.47,2000.0,1.3,Y,-,76.0,1.6,180.0,4.3,200.0,4.6,120.0,5.8,77.0,3.7,65.0,3.1,43.0,2.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.49,,,20.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1826378-024551,276.6575,-2.7642
276.661667,-2.883056,119,119,Aquila,J182638.8-025259,7.2,-2.36,1800.0,14.0,-2.74,2000.0,36.0,Y,-,1800.0,37.0,4300.0,130.0,5300.0,78.0,2400.0,160.0,1600.0,87.0,1400.0,69.0,890.0,42.0,170.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,500.0,6.8,,,220.0,4.7,,,,,,,,,,,,,,,SED,SSTgbs J1826388-025259,276.6617,-2.8831
276.67,-3.7575,120,120,Aquila,J182640.8-034527,4.6,-1.56,1700.0,0.036,-1.8,1900.0,0.062,N,-,5.3,0.14,9.3,0.27,10.0,0.3,7.5,0.36,6.1,0.3,5.1,0.25,4.6,0.23,2.8,0.33,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.24,,,4.0,0.95,,,,,,,,,,,,,,,SED,SSTgbs J1826408-034527,276.67,-3.7575
276.69125,-3.741667,121,121,Aquila,J182645.9-034430,9.8,-0.71,1200.0,0.13,-1.27,1700.0,0.33,N,-,6.2,0.15,17.0,0.44,30.0,0.58,30.0,1.5,32.0,1.5,31.0,1.5,34.0,1.6,63.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,37.0,0.61,,,75.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1826459-034430,276.6912,-3.7417
276.707083,-3.933056,122,122,Aquila,J182649.7-035559,6.8,-0.77,1400.0,0.16,-1.53,1800.0,0.34,N,-,15.0,0.3,33.0,0.82,42.0,0.81,31.0,1.5,24.0,1.2,20.0,0.93,24.0,1.1,96.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.8,,,120.0,2.6,,,,,,,,,,,,,,,SED,SSTgbs J1826497-035559,276.7071,-3.9331
276.707917,-3.291667,123,123,Aquila,J182649.9-031730,7.9,-1.83,1700.0,5.3,-2.36,2000.0,14.0,N,-,530.0,9.8,1400.0,23.0,1800.0,30.0,1200.0,57.0,680.0,34.0,600.0,29.0,450.0,21.0,290.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,480.0,6.2,,,340.0,6.9,,,,,,,,,,,,,,,SED,SSTgbs J1826499-031730,276.7079,-3.2917
276.709167,-2.982222,124,124,Aquila,J182650.2-025856,15.0,-1.41,1300.0,0.88,-1.92,1800.0,4.1,N,-,21.0,0.45,120.0,2.9,250.0,5.8,290.0,15.0,220.0,11.0,200.0,9.7,190.0,9.3,110.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,170.0,2.4,,,130.0,2.9,,,,,,,,,,,,,,,SED,SSTgbs J1826502-025856,276.7092,-2.9822
276.71625,-3.859444,125,125,Aquila,J182651.9-035134,12.3,-1.65,1300.0,1.5,-1.82,1800.0,5.1,N,-,55.0,1.0,190.0,4.8,400.0,8.1,530.0,28.0,440.0,23.0,410.0,20.0,310.0,15.0,110.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.0,,,100.0,2.7,,,,,,,,,,,,,,,SED,SSTgbs J1826519-035134,276.7162,-3.8594
276.717083,-3.157222,126,126,Aquila,J182652.1-030926,7.0,-2.38,1800.0,4.7,-2.69,2000.0,12.0,Y,-,570.0,13.0,1400.0,26.0,1700.0,34.0,960.0,50.0,500.0,25.0,450.0,25.0,260.0,13.0,66.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.0,,,82.0,2.6,,,,,,,,,,,,,,,SED,SSTgbs J1826521-030926,276.7171,-3.1572
