_RAJ2000,_DEJ2000,recno,Seq,Cloud,ID,Av,alpha,Tbol,Lbol,alpha0,Tbol0,Lbol0,AGB?,Core?,F1.25,e_F1.25,F1.65,e_F1.65,F2.17,e_F2.17,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,F24,e_F24,F70,e_F70,F0.36,e_F0.36,F0.44,e_F0.44,F0.55,e_F0.55,F0.64,e_F0.64,F0.665,e_F0.665,F0.79,e_F0.79,F0.914,e_F0.914,F0.96,e_F0.96,F3.4,e_F3.4,F5.0,e_F5.0,F6.7,e_F6.7,F12,e_F12,F14,e_F14,F22,e_F22,F160,e_F160,F350,e_F350,F450,e_F450,F850,e_F850,F1100,e_F1100,F1200,e_F1200,F1300,e_F1300,SED,SimbadName,_RA,_DE
277.565,-2.121944,564,564,Aquila,J183015.6-020719,12.4,1.08,110.0,0.12,0.91,120.0,0.15,N,-,,,,,,,1.4,0.08,2.0,0.12,1.6,0.09,1.5,0.09,160.0,15.0,720,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830156-020719,277.565,-2.1219
277.565,-1.843056,565,565,Aquila,J183015.6-015035,12.4,-0.03,720.0,0.02,-0.3,1200.0,0.049,N,-,0.45,0.05,0.88,0.1,1.6,0.16,3.6,0.21,5.6,0.3,6.6,0.32,9.5,0.47,19.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.47,,,29.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1830156-015035,277.565,-1.8431
277.565833,-2.128611,566,566,Aquila,J183015.8-020743,12.4,-0.95,660.0,0.0045,-1.21,680.0,0.008,N,-,,,,,,,2.6,0.13,3.7,0.18,4.3,0.21,2.9,0.16,1.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830158-020743,277.5658,-2.1286
277.5675,-1.881111,567,567,Aquila,J183016.2-015252,12.4,0.61,64.0,0.062,0.4,70.0,0.066,N,-,,,,,,,0.33,0.02,0.76,0.04,0.67,0.05,0.24,0.06,9.5,0.9,690,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1830162-015252,277.5675,-1.8811
277.568333,-2.331389,568,568,Aquila,J183016.4-021953,18.9,-1.94,1400.0,0.42,-2.47,1900.0,3.1,N,-,6.0,0.15,59.0,1.4,140.0,2.6,150.0,7.6,120.0,5.6,100.0,4.9,65.0,3.1,18.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.74,,,25.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1830164-021953,277.5683,-2.3314
277.568333,-2.496111,569,569,Aquila,J183016.4-022946,8.3,-2.06,1600.0,0.015,-2.49,1900.0,0.041,N,-,1.3,0.06,4.0,0.12,4.7,0.14,3.3,0.16,2.2,0.1,1.6,0.09,0.95,0.06,4.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830164-022946,277.5683,-2.4961
277.569167,-2.493333,570,570,Aquila,J183016.6-022936,12.4,0.43,540.0,0.064,0.17,670.0,0.12,N,-,,,1.2,0.07,3.1,0.13,9.4,0.46,17.0,0.79,22.0,1.1,33.0,1.5,110.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.79,,,140.0,4.1,,,,,,,,,,,,,,,SED,SSTgbs J1830166-022936,277.5692,-2.4933
277.570417,-1.328889,571,571,Aquila,J183016.9-011944,11.0,-2.14,1600.0,0.22,-2.48,2000.0,0.81,Y,-,13.0,0.28,52.0,1.2,78.0,1.6,59.0,3.1,40.0,1.9,33.0,1.6,23.0,1.1,5.2,0.51,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.42,,,5.1,0.97,,,,,,,,,,,,,,,SED,SSTgbs J1830169-011944,277.5704,-1.3289
277.570833,-2.166111,572,572,Aquila,J183017.0-020958,12.4,1.23,330.0,0.054,0.97,360.0,0.085,N,-,,,,,,,2.4,0.13,11.0,0.51,21.0,1.0,26.0,1.3,200.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1.7,,,210.0,13.0,,,,,,,,,,,,,,,SED,SSTgbs J1830170-020958,277.5708,-2.1661
277.5725,-2.166111,573,573,Aquila,J183017.4-020958,12.4,1.32,130.0,0.24,1.11,150.0,0.3,N,Y,,,,,,,2.1,0.11,6.5,0.31,13.0,0.61,16.0,0.75,240.0,22.0,950,110.0,,,,,,,,,,,,,,,,,,,,,,,53.0,2.0,,,440.0,15.0,,,,,,,,,,,340,93.0,,,SED,SSTgbs J1830174-020958,277.5725,-2.1661
277.57375,-2.203056,574,574,Aquila,J183017.7-021211,19.3,-1.64,1300.0,8.1,-2.22,1900.0,56.0,N,-,100.0,2.1,860.0,36.0,2600.0,43.0,2400.0,210.0,2400.0,130.0,2700.0,140.0,1800.0,89.0,560.0,53.0,190,29.0,,,,,,,,,,,,,,,,,,,,,,,1400.0,17.0,,,770.0,13.0,,,,,,,,,,,,,,,SED,SSTgbs J1830177-021211,277.5737,-2.2031
277.574167,-1.902222,575,575,Aquila,J183017.8-015408,16.4,-0.71,1100.0,0.03,-1.28,1700.0,0.13,N,-,0.43,0.06,3.1,0.12,6.3,0.23,8.2,0.4,9.1,0.43,9.7,0.47,12.0,0.55,12.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,8.4,1.1,,,13.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1830178-015408,277.5742,-1.9022
277.575,-1.588611,576,576,Aquila,J183018.0-013519,13.3,-1.93,1600.0,0.58,-2.47,2000.0,2.7,N,-,25.0,0.47,120.0,2.9,210.0,4.9,160.0,8.1,110.0,5.3,94.0,4.5,66.0,3.2,26.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.8,,,30.0,2.6,,,,,,,,,,,,,,,SED,SSTgbs J1830180-013519,277.575,-1.5886
277.57625,-2.1975,577,577,Aquila,J183018.3-021151,10.9,-1.05,1400.0,0.035,-1.56,1800.0,0.11,N,-,1.6,0.06,6.1,0.16,9.1,0.24,9.0,0.46,8.3,0.41,7.8,0.41,7.9,0.38,9.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830183-021151,277.5762,-2.1975
277.58,-3.155556,578,578,Aquila,J183019.2-030920,10.1,-2.09,1700.0,0.32,-2.49,2000.0,1.1,N,-,22.0,0.47,80.0,1.8,110.0,2.6,78.0,4.0,51.0,2.5,42.0,2.0,28.0,1.3,9.7,0.93,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.37,,,8.2,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1830192-030920,277.58,-3.1556
277.5875,-2.223056,579,579,Aquila,J183021.0-021323,12.0,-1.14,1300.0,0.015,-1.57,1700.0,0.049,N,-,0.54,0.06,2.1,0.09,3.8,0.12,4.4,0.22,4.2,0.2,3.7,0.19,3.4,0.17,3.7,0.42,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.33,,,5.5,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1830210-021323,277.5875,-2.2231
277.588333,-2.186667,580,580,Aquila,J183021.2-021112,12.4,0.21,410.0,0.012,-0.01,440.0,0.02,N,-,,,,,,,2.4,0.11,4.4,0.21,5.4,0.26,6.8,0.33,27.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,5.8,0.7,,,36.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1830212-021112,277.5883,-2.1867
277.590833,-1.866667,581,581,Aquila,J183021.8-015200,12.4,0.8,250.0,0.24,-0.07,440.0,0.36,N,-,0.45,0.05,2.4,0.1,5.5,0.19,8.0,0.39,11.0,0.51,11.0,0.53,20.0,0.96,570.0,53.0,830,94.0,,,,,,,,,,,,,,,,,,,,,,,62.0,0.97,,,570.0,8.9,,,,,,,,,,,,,,,SED,SSTgbs J1830218-015200,277.5908,-1.8667
277.59125,-2.153333,582,582,Aquila,J183021.9-020912,12.4,-0.18,630.0,0.018,-0.42,750.0,0.033,N,-,,,,,1.9,0.1,4.6,0.26,7.5,0.39,8.0,0.47,8.2,0.47,21.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830219-020912,277.5912,-2.1533
277.592083,-2.9825,583,583,Aquila,J183022.1-025857,8.7,-1.81,1600.0,0.77,-2.23,2000.0,2.2,N,-,64.0,1.4,190.0,4.5,250.0,5.4,180.0,9.4,120.0,6.3,110.0,5.3,77.0,3.7,41.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.95,,,55.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1830221-025857,277.5921,-2.9825
277.5925,-1.9525,584,584,Aquila,J183022.2-015709,33.9,-2.19,1200.0,0.45,-3.09,1900.0,12.0,Y,-,0.45,0.05,26.0,0.61,140.0,3.3,190.0,9.9,150.0,7.3,140.0,7.1,82.0,4.0,10.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.66,,,9.8,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1830222-015709,277.5925,-1.9525
277.5925,-2.173889,585,585,Aquila,J183022.2-021026,10.5,-0.59,830.0,0.0097,-0.83,1000.0,0.019,N,-,,,0.47,0.08,1.5,0.1,3.1,0.16,3.2,0.16,3.1,0.16,2.9,0.15,7.7,0.77,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.93,,,15.0,1.9,,,,,,,,,,,,,,,SED,SSTgbs J1830222-021026,277.5925,-2.1739
277.5925,-1.803611,586,586,Aquila,J183022.2-014813,13.9,-1.93,1500.0,0.014,-2.52,2000.0,0.07,N,-,0.52,0.05,3.0,0.12,5.1,0.21,3.9,0.19,2.6,0.13,2.2,0.11,1.4,0.08,1.1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830222-014813,277.5925,-1.8036
277.592917,-2.590556,587,587,Aquila,J183022.3-023526,11.3,-2.12,1600.0,0.93,-2.54,2000.0,3.5,N,-,54.0,1.3,220.0,5.2,340.0,8.1,240.0,12.0,150.0,7.2,130.0,6.3,82.0,3.9,27.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,53.0,0.82,,,32.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1830223-023526,277.5929,-2.5906
277.592917,-2.555556,588,588,Aquila,J183022.3-023320,11.1,-2.0,1600.0,0.64,-2.45,2000.0,2.4,N,-,38.0,0.8,150.0,3.4,230.0,4.6,170.0,8.5,110.0,5.2,91.0,4.3,62.0,2.9,24.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,45.0,0.78,,,32.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1830223-023320,277.5929,-2.5556
277.594167,-3.706667,589,589,Aquila,J183022.6-034224,11.1,-2.13,1600.0,0.23,-2.46,2000.0,0.83,Y,-,13.0,0.33,53.0,1.1,77.0,1.9,60.0,2.9,41.0,2.0,34.0,1.6,23.0,1.1,5.8,0.56,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.44,,,8.2,0.96,,,,,,,,,,,,,,,SED,SSTgbs J1830226-034224,277.5942,-3.7067
277.59625,-2.118889,590,590,Aquila,J183023.1-020708,29.1,-2.2,1200.0,0.32,-2.88,1900.0,5.5,Y,-,0.71,0.06,21.0,0.44,98.0,1.9,140.0,7.2,99.0,4.7,96.0,4.6,58.0,2.7,6.5,0.64,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1.7,,,18.0,5.1,,,,,,,,,,,,,,,SED,SSTgbs J1830231-020708,277.5962,-2.1189
277.599167,-2.211389,591,591,Aquila,J183023.8-021241,18.7,-0.75,910.0,0.08,-1.01,1400.0,0.32,N,-,0.45,0.06,2.8,0.11,10.0,0.33,28.0,1.5,34.0,1.7,37.0,1.8,40.0,1.9,24.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.8,,,24.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1830238-021241,277.5992,-2.2114
277.600417,-2.256389,592,592,Aquila,J183024.1-021523,19.5,-0.65,840.0,0.013,-1.24,1200.0,0.048,N,-,,,0.69,0.08,1.9,0.1,3.7,0.18,3.8,0.18,4.3,0.22,4.8,0.23,3.3,0.61,,,,,,,,,,,,,,,,,,,,,,,,,8.5,0.43,,,11.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1830241-021523,277.6004,-2.2564
277.600417,-3.258333,593,593,Aquila,J183024.1-031530,12.0,-2.06,1600.0,0.49,-2.44,1900.0,1.9,N,-,24.0,0.58,100.0,2.5,170.0,3.6,140.0,7.2,89.0,4.7,81.0,3.8,53.0,2.5,16.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.62,,,31.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1830241-031530,277.6004,-3.2583
277.600417,-2.174722,594,594,Aquila,J183024.1-021029,12.4,-0.01,590.0,0.021,-0.28,740.0,0.04,N,-,,,0.31,0.07,1.5,0.09,4.5,0.22,5.3,0.25,6.2,0.3,7.8,0.38,28.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.43,,,50.0,2.4,,,,,,,,,,,,,,,SED,SSTgbs J1830241-021029,277.6004,-2.1747
277.600417,-2.276389,595,595,Aquila,J183024.1-021635,18.1,-0.64,920.0,0.074,-1.39,1600.0,0.33,N,-,0.69,0.06,5.2,0.15,14.0,0.36,17.0,0.83,20.0,0.93,21.0,1.0,21.0,0.99,38.0,3.5,110,22.0,,,,,,,,,,,,,,,,,,,,,,,15.0,0.4,,,34.0,1.8,,,,,,,,,,,,,,,SED,SSTgbs J1830241-021635,277.6004,-2.2764
277.601667,-2.170278,596,596,Aquila,J183024.4-021013,13.8,-0.66,790.0,0.0027,-1.0,960.0,0.006,N,-,,,,,0.65,0.09,0.93,0.05,0.95,0.05,0.98,0.07,1.1,0.06,2.2,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830244-021013,277.6017,-2.1703
277.602083,-1.902778,597,597,Aquila,J183024.5-015410,12.4,0.21,400.0,0.73,0.12,590.0,1.1,N,Y,0.3,0.06,5.4,0.17,25.0,0.6,83.0,4.2,150.0,7.0,210.0,9.8,240.0,11.0,580.0,54.0,2000,200.0,,,,,,,,,,,,,,,,,,,,,,,190.0,2.8,,,640.0,13.0,,,,,,,,,,,160,59.0,,,SED,SSTgbs J1830245-015410,277.6021,-1.9028
277.602917,-1.655556,598,598,Aquila,J183024.7-013920,12.2,-1.95,1600.0,0.3,-2.49,2000.0,1.3,N,-,15.0,0.35,68.0,1.6,110.0,2.1,80.0,4.0,51.0,2.4,44.0,2.1,30.0,1.4,14.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.53,,,15.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1830247-013920,277.6029,-1.6556
277.605,-2.181111,599,599,Aquila,J183025.2-021052,18.4,-0.43,460.0,0.029,-1.06,770.0,0.067,N,-,,,0.34,0.06,2.0,0.12,4.4,0.24,4.7,0.31,4.6,0.24,4.9,0.26,71.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830252-021052,277.605,-2.1811
277.60625,-2.502778,600,600,Aquila,J183025.5-023010,8.2,-0.94,1400.0,0.035,-1.37,1700.0,0.082,N,-,2.4,0.11,6.2,0.21,8.8,0.26,8.9,0.43,7.9,0.39,6.8,0.33,7.0,0.34,13.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,6.6,0.37,,,18.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1830255-023010,277.6062,-2.5028
277.607083,-2.1875,601,601,Aquila,J183025.7-021115,12.4,0.65,570.0,0.14,0.77,610.0,0.25,N,-,,,,,1.6,0.1,27.0,1.3,57.0,2.7,91.0,4.3,100.0,4.9,270.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.4,,,190.0,5.2,,,,,,,,,,,,,,,SED,SSTgbs J1830257-021115,277.6071,-2.1875
277.6075,-2.178333,602,602,Aquila,J183025.8-021042,12.4,1.38,95.0,3.5,1.22,110.0,4.0,N,Y,,,,,1.0,0.13,29.0,2.3,84.0,5.5,120.0,6.0,110.0,5.2,3100.0,330.0,22000,3200.0,,,,,,,,,,,,,,,,,,,,,,,83.0,1.6,,,1900.0,29.0,,,,,,,,,,,280,71.0,,,SED,SSTgbs J1830258-021042,277.6075,-2.1783
277.607917,-2.195,603,603,Aquila,J183025.9-021142,12.4,0.36,560.0,0.43,0.64,630.0,0.77,N,-,,,0.88,0.07,12.0,0.3,80.0,3.9,150.0,7.2,220.0,11.0,240.0,12.0,520.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,260.0,3.9,,,760.0,13.0,,,,,,,,,,,,,,,SED,SSTgbs J1830259-021142,277.6079,-2.195
277.611667,-1.890833,604,604,Aquila,J183026.8-015327,12.4,0.18,620.0,0.036,-0.08,780.0,0.069,N,-,,,0.89,0.08,2.5,0.16,7.5,0.37,10.0,0.5,14.0,0.66,19.0,0.9,59.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.61,,,73.0,2.7,,,,,,,,,,,,,,,SED,SSTgbs J1830268-015327,277.6117,-1.8908
277.611667,-2.022222,605,605,Aquila,J183026.8-020120,16.1,-1.15,890.0,0.004,-1.86,1100.0,0.011,N,-,,,,,1.4,0.12,1.7,0.08,1.3,0.06,1.1,0.09,0.82,0.18,3.2,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830268-020120,277.6117,-2.0222
277.6125,-2.168333,606,606,Aquila,J183027.0-021006,19.6,-0.41,860.0,0.03,-1.04,1200.0,0.12,N,-,,,1.7,0.09,4.7,0.18,9.5,0.53,10.0,0.5,9.7,0.51,12.0,0.58,29.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.64,,,29.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1830270-021006,277.6125,-2.1683
277.612917,-2.182222,607,607,Aquila,J183027.1-021056,12.4,0.82,620.0,0.31,0.97,680.0,0.56,N,-,,,,,10.0,0.35,79.0,5.0,130.0,6.5,180.0,9.4,210.0,17.0,240.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830271-021056,277.6129,-2.1822
277.612917,-2.186944,608,608,Aquila,J183027.1-021113,18.0,-0.47,850.0,0.0077,-1.1,1200.0,0.026,N,-,,,0.4,0.07,1.4,0.11,2.0,0.1,2.3,0.12,2.4,0.15,2.8,0.17,6.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830271-021113,277.6129,-2.1869
277.613333,-2.183333,609,609,Aquila,J183027.2-021100,12.4,0.17,560.0,0.54,0.33,640.0,0.92,N,-,,,,,17.0,0.69,130.0,6.5,210.0,10.0,240.0,12.0,200.0,19.0,760.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830272-021100,277.6133,-2.1833
277.614583,-1.910833,610,610,Aquila,J183027.5-015439,12.4,0.85,110.0,0.074,0.64,130.0,0.087,N,-,,,,,,,1.3,0.06,2.4,0.11,2.6,0.13,3.0,0.16,78.0,7.2,600,65.0,,,,,,,,,,,,,,,,,,,,,,,5.9,0.32,,,78.0,3.8,,,,,,,,,,,,,,,SED,SSTgbs J1830275-015439,277.6146,-1.9108
277.61625,-2.176944,611,611,Aquila,J183027.9-021037,12.4,-0.21,820.0,0.015,-0.45,980.0,0.033,N,-,,,0.47,0.06,1.8,0.1,5.2,0.28,5.9,0.32,6.9,0.36,8.2,0.41,19.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.62,,,9.5,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1830279-021037,277.6162,-2.1769
277.616667,-2.233333,612,612,Aquila,J183028.0-021400,10.8,-0.79,1200.0,0.055,-1.41,1700.0,0.16,N,-,2.3,0.1,8.4,0.31,13.0,0.34,14.0,0.68,12.0,0.57,9.9,0.48,11.0,0.53,31.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.71,,,44.0,2.3,,,,,,,,,,,,,,,SED,SSTgbs J1830280-021400,277.6167,-2.2333
277.6175,-2.185833,613,613,Aquila,J183028.2-021109,15.0,-1.04,830.0,0.0057,-1.37,950.0,0.013,N,-,,,,,0.83,0.09,2.8,0.14,2.8,0.14,2.8,0.16,1.7,0.11,2.6,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830282-021109,277.6175,-2.1858
277.61875,-2.190278,614,614,Aquila,J183028.5-021125,23.4,-1.47,1200.0,0.038,-2.31,1900.0,0.38,N,-,0.23,0.06,3.3,0.12,12.0,0.35,14.0,0.83,12.0,0.69,10.0,0.57,8.0,0.42,5.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830285-021125,277.6187,-2.1903
277.620833,-2.122222,615,615,Aquila,J183029.0-020720,12.4,-0.13,720.0,0.028,-0.38,900.0,0.055,N,-,,,0.94,0.09,2.6,0.15,6.5,0.31,9.4,0.45,12.0,0.57,16.0,0.79,23.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830290-020720,277.6208,-2.1222
277.621667,-1.945,616,616,Aquila,J183029.2-015642,12.4,0.21,480.0,1.5,-0.07,710.0,2.6,N,Y,1.9,0.09,20.0,0.49,77.0,1.6,190.0,9.3,310.0,16.0,440.0,21.0,650.0,31.0,1200.0,120.0,2600,280.0,,,,,,,,,,,,,,,,,,,,,,,650.0,9.0,,,1500.0,30.0,,,,,,,,,,,230,95.0,,,SED,SSTgbs J1830292-015642,277.6217,-1.945
277.622917,-2.1875,617,617,Aquila,J183029.5-021115,17.4,-0.37,790.0,0.0095,-0.81,1200.0,0.029,N,-,,,0.49,0.07,1.4,0.11,2.7,0.13,2.9,0.14,3.0,0.16,3.3,0.17,10.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830295-021115,277.6229,-2.1875
277.623333,-2.770833,618,618,Aquila,J183029.6-024615,11.3,-2.03,1600.0,0.39,-2.41,1900.0,1.4,N,-,22.0,0.47,82.0,1.9,140.0,2.6,100.0,5.4,72.0,3.5,64.0,3.1,43.0,2.0,12.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.6,,,18.0,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1830296-024615,277.6233,-2.7708
277.627917,-1.492778,619,619,Aquila,J183030.7-012934,13.0,-2.01,1600.0,0.63,-2.54,2000.0,2.9,N,-,28.0,0.59,140.0,3.3,230.0,4.5,160.0,8.2,120.0,5.7,100.0,4.8,69.0,3.3,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,45.0,0.75,,,25.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1830307-012934,277.6279,-1.4928
277.628333,-2.239167,620,620,Aquila,J183030.8-021421,13.5,-0.89,1100.0,0.052,-1.38,1600.0,0.18,N,-,1.2,0.07,5.4,0.13,11.0,0.29,15.0,0.74,15.0,0.7,13.0,0.62,13.0,0.63,21.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.53,,,39.0,2.3,,,,,,,,,,,,,,,SED,SSTgbs J1830308-021421,277.6283,-2.2392
277.629583,-2.175556,621,621,Aquila,J183031.1-021032,12.4,-0.25,950.0,0.036,-0.86,1400.0,0.1,N,-,0.61,0.06,3.5,0.12,5.8,0.18,7.2,0.35,7.8,0.37,9.4,0.46,14.0,0.66,30.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.4,,,47.0,4.9,,,,,,,,,,,,,,,SED,SSTgbs J1830311-021032,277.6296,-2.1756
277.630833,-1.935833,622,622,Aquila,J183031.4-015609,12.4,-0.46,400.0,0.0027,-0.78,450.0,0.0042,N,-,,,,,,,0.88,0.05,1.1,0.07,1.2,0.09,0.76,0.11,5.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830314-015609,277.6308,-1.9358
277.63125,-2.268333,623,623,Aquila,J183031.5-021606,12.4,-0.23,760.0,0.007,-0.51,1000.0,0.015,N,-,,,0.43,0.07,0.8,0.08,1.8,0.09,2.1,0.11,2.3,0.12,3.6,0.18,6.5,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830315-021606,277.6312,-2.2683
277.63125,-2.193333,624,624,Aquila,J183031.5-021136,12.4,-0.27,760.0,0.0067,-0.63,1100.0,0.014,N,-,,,0.53,0.07,1.1,0.09,1.8,0.09,1.2,0.07,1.3,0.1,0.84,0.07,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830315-021136,277.6312,-2.1933
277.632083,-1.936944,625,625,Aquila,J183031.7-015613,12.4,0.11,640.0,0.12,0.28,720.0,0.22,N,-,,,0.37,0.07,4.6,0.16,29.0,1.4,49.0,2.4,64.0,3.0,66.0,3.2,140.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1.6,,,170.0,5.9,,,,,,,,,,,,,,,SED,SSTgbs J1830317-015613,277.6321,-1.9369
277.632917,-2.018056,626,626,Aquila,J183031.9-020105,18.5,-0.74,1100.0,0.0052,-1.72,1600.0,0.026,N,-,,,0.93,0.06,1.7,0.09,1.4,0.07,1.1,0.05,0.9,0.08,0.68,0.16,3.9,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830319-020105,277.6329,-2.0181
277.635,-3.833611,627,627,Aquila,J183032.4-035001,12.4,0.37,930.0,0.0072,-0.14,1900.0,0.025,N,-,0.55,0.06,0.86,0.07,1.3,0.11,0.64,0.04,0.45,0.02,0.32,0.04,0.15,0.04,15.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830324-035001,277.635,-3.8336
277.636667,-2.014167,628,628,Aquila,J183032.8-020051,21.0,-1.49,210.0,0.085,-2.53,780.0,0.15,N,-,,,1.4,0.07,3.9,0.13,4.1,0.2,3.2,0.15,2.6,0.15,1.4,0.19,3.2,0.77,840,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830328-020051,277.6367,-2.0142
277.637083,-1.881111,629,629,Aquila,J183032.9-015252,12.4,-1.3,380.0,0.0023,-1.61,440.0,0.0036,N,-,,,,,,,1.1,0.06,0.9,0.05,0.69,0.05,0.44,0.04,5.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1830329-015252,277.6371,-1.8811
