angDist,_RAJ2000,_DEJ2000,recno,SST,M,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,Rank,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,Mmclass,Note2,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.547035,67.043333,24.598056,59,042810.4+243553,w,,,13.55,0.06,,12.53,0.06,,11.63,0.06,,10.54,0.08,,7.49,0.06,>,1.05,,,,,,,no,yes-faint,no,,0,,C,not yso,embedded,flat,,,,,,,pending followup,,67.0433,24.5981,67.04331828003,24.59820736350,0.0391211,0.0152811,54.60,149377828684036736,67.04331543137,1.2465,24.59820973965,0.7501,2.8053,1.3511,2.0762,0.791,-0.583,2.100,0.535,1.646,227,-0.8452,218.85,0.000,1.352e-15,95,1.2649,0.1795,13,0.959,0,1.12219e+02,8.85508e-01,20.562200,5.27783e+01,7.38916e+00,21.032404,1.10278e+02,19.641668,1.453,1.390736,,,0,,,137510670433138465,1237660557597999441,,,0.009000,0.152033,0.099254,20.562426,0.009001,1.12196e+02,0.196,33.0961,25.8576,0.7156
0.842283,67.239167,24.601944,60,042857.4+243607,w,,,10.4,0.05,,10.38,0.05,,10.25,0.06,,10.2,0.06,,8.88,0.14,>,1.1,,>,1.85,,,yes,no,no,no,,1,,A,yso,star,III,,,,,,,pending followup,c,67.2392,24.6019,67.23937426011,24.60208266897,0.0020692,0.0015734,91.74,149371304630240640,67.23938224063,0.0892,24.60207467828,0.0585,0.3545,0.0994,3.5651,2.429,1.633,0.129,-1.798,0.099,253,-0.1838,298.29,0.193,7.853e-01,31,,,15,0.990,0,2.24387e+03,2.58560e+00,17.309875,2.04655e+02,8.45946e+00,19.560990,3.37727e+03,15.926482,1.596,3.634507,,,0,,,137520672392913028,1237660557598064738,,574040403,0.003026,0.044966,0.005411,17.309875,0.003026,2.24387e+03,0.024,2.0688,1.5739,-0.0168
1.380532,67.262083,24.527778,61,042902.9+243140,w,,,7.78,0.05,,7.68,0.05,,7.5,0.05,,7.46,0.05,,7.4,0.06,>,1.05,,>,-1.56,,,yes,no,no,no,,1,,C-,yso,star,III,,,,,,,pending followup,c,67.2621,24.5278,67.26250027402,24.52783228666,0.0035716,0.0026893,86.47,149367830000033536,67.26250542898,0.1719,24.52783730581,0.1072,1.8770,0.1854,10.1222,1.546,1.055,0.222,1.129,0.169,235,7.5144,786.36,1.086,2.258e+01,95,1.1238,0.0365,16,1.369,0,2.05104e+03,3.80376e+00,17.407433,6.02967e+01,8.16879e+00,20.887808,3.87041e+03,15.778504,1.916,5.109304,,,0,,,137430672624083970,1237660758924918926,,573040555,0.003413,0.147118,0.007368,17.381842,0.003385,2.09996e+03,0.141,3.5687,2.6932,0.0353
0.415589,67.3175,28.940833,63,042916.2+285627,w,HD 283629,,9.2,0.05,,9.19,0.05,,9.16,0.06,,9.11,0.05,,8.55,0.11,>,1.09,,,,,,no,yes,no,no,,1,HD 283629,B+,yso,star,III,G6,2.5,0.5,-0.1,,1.5E-4,needs add'l followup,b,67.3175,28.9408,67.31762389327,28.94087264194,0.0014826,0.0010831,87.19,153001307909276928,67.31758578311,0.0780,28.94089694741,0.0479,6.4959,0.0888,73.1691,9.285,-7.504,0.092,5.469,0.068,244,36.4579,7724.38,0.595,3.642e+02,31,,,15,3.067,0,5.12592e+05,3.94291e+02,11.412937,2.64448e+05,5.43437e+02,11.782690,4.67261e+05,10.573997,1.427,1.208694,,,0,,,,,,595046381,0.002879,0.003573,0.004135,11.412937,0.002879,5.12592e+05,0.190,1.4818,1.0842,0.0312
0.511132,67.336667,27.701944,64,042920.8+274207,p,IRAS 04262+2735,,6.67,0.05,,6.59,0.05,,6.22,0.05,,5.04,0.05,,3.02,0.04,>,1.01,,>,-0.85,,,yes,yes,yes,no,g,1,IRAS 04262+2735,A,yso,class II,II,M6,0.0,4.0,0.4,,0.04,"possible,new member","b,c,d,e,k,o",67.3367,27.7019,67.33680213772,27.70202043936,0.0009490,0.0007080,74.30,152584519986221696,67.33680707687,0.0427,27.70201452315,0.0311,0.2987,0.0485,6.1649,1.655,0.984,0.058,-1.331,0.045,272,3.5955,4714.91,0.379,1.408e+02,31,,,16,1.158,0,1.53309e+05,6.36346e+02,12.723447,8.24355e+03,1.33348e+02,15.548257,2.39960e+05,11.297550,1.619,4.250707,,,0,,,141240673367902992,,,589045914,0.005282,0.017783,0.013465,12.723447,0.005282,1.53309e+05,-0.036,0.9334,0.7283,0.1530
1.062101,67.4,24.598611,66,042936.0+243555,M,J04293606+2435556,,8.04,0.05,,7.72,0.05,,7.47,0.05,,6.98,0.05,,4.19,0.04,,1.21,0.22,>,-1.75,,yes,yes,yes,yes,yes,i,1,2MASS J04293606+2435556,A+,yso,class II,II,M3,,6.6,-0.1,,0.048,new member,"f,g,h,l",67.4,24.5986,67.40026987264,24.59877479842,0.0007705,0.0005629,86.24,149369139966814976,67.40031209025,0.0330,24.59868306096,0.0211,7.6281,0.0366,208.4239,22.375,8.637,0.048,-20.641,0.035,273,2.2059,529.29,0.181,8.245e+00,31,,,15,1.095,0,2.30504e+04,2.77087e+02,14.780668,2.65508e+03,8.46206e+01,16.778347,3.28994e+04,13.454926,1.542,3.323422,,,0,,,137510674003179036,1237660557598130213,,573040571,0.013339,0.034716,0.039654,14.780668,0.013339,2.30504e+04,0.014,0.7697,0.5639,0.0418
1.182952,67.457917,28.714722,67,042949.9+284253,w,,,13.25,0.06,,12.57,0.06,,11.82,0.06,,10.79,0.06,,7.46,0.06,>,1.12,,>,-0.7,,,no,no,no,yes,,1,,C-,not yso,class II,flat,,,,,,,pending followup,,67.4579,28.7147,67.45828925548,28.71475927658,0.0116893,0.0062429,61.32,152982959808341504,67.45829158788,0.4024,28.71476347724,0.2629,0.1144,0.4709,0.2430,1.051,0.460,0.669,0.945,0.491,254,-2.2541,230.50,0.000,0.000e+00,95,1.1517,0.0831,15,0.899,0,2.24017e+02,5.74549e+00,19.811665,7.15673e+01,7.87666e+00,20.701756,2.52679e+02,18.741472,1.447,1.960283,,,0,,,142450674582588257,,,,0.027982,0.119528,0.082803,19.803533,0.027776,2.25701e+02,0.118,10.6841,7.8397,0.4909
0.757332,67.519583,28.551667,68,043004.7+283306,w,,,9.47,0.05,,9.51,0.05,,9.48,0.05,,9.37,0.05,,8.63,0.12,>,0.95,,>,-2.55,,,no,yes,no,no,,1,,B+,yso,star,III,K2,1.6,1.3,-0.4,,3.6E-4,needs add'l followup,b,67.5196,28.5517,67.51966330201,28.55186519231,0.0003085,0.0002359,67.95,152698907851726208,67.51966450702,0.0146,28.55184582432,0.0098,0.7606,0.0161,47.3351,4.364,0.238,0.018,-4.358,0.015,259,-1.3632,356.08,0.054,2.824e+00,31,,,16,0.939,0,1.32370e+05,2.81337e+01,12.882894,3.78561e+04,2.83812e+01,13.893201,1.38793e+05,11.891974,1.335,2.001227,-22.36,0.58,10,5000.0,3.0,142260675196462799,,,593044974,0.002765,0.002906,0.003801,12.882894,0.002765,1.32370e+05,-0.001,0.2994,0.2474,0.1859
0.739879,67.600417,28.321111,69,043024.1+281916,w,,,6.92,0.05,,6.92,0.05,,6.75,0.05,,6.55,0.05,,5.84,0.04,>,1.06,,>,-0.49,,,yes,yes,no,no,h,1,,B,yso,star,III,M5,0.0,5.1,0.5,<,9.6E-5,needs add'l followup,"b,e,k",67.6004,28.3211,67.60060553622,28.32123221709,0.0009543,0.0007125,78.39,152679868260888320,67.60060649118,0.0418,28.32122547819,0.0282,0.1931,0.0469,4.1164,1.528,0.189,0.059,-1.516,0.045,259,-0.0867,2925.87,0.346,1.097e+02,31,,,16,0.995,0,1.52831e+05,1.32778e+03,12.726837,9.08854e+03,4.66918e+02,15.442307,2.44100e+05,11.278975,1.657,4.163332,,,0,,,141980676006006022,,,592043931,0.009827,0.055849,0.021427,12.726837,0.009827,1.52831e+05,0.014,0.9457,0.7238,0.1161
1.468505,67.6425,25.4075,70,043034.2+252427,w,,,13.64,0.06,,13.56,0.06,,13.42,0.09,,13.38,0.13,,9.46,0.27,>,0.75,,>,-0.93,,,yes-faint,no,no,no,,1,,B+,not yso,star,II,G5-G6 w/ Av,2.7,2.3,-1.9,,0.0085,needs add'l followup,"b,n",67.6425,25.4075,67.64283826674,25.40777025342,0.0016837,0.0011498,88.48,150931958305673216,67.64284360356,0.0724,25.40776199926,0.0416,1.0090,0.0794,12.7153,2.151,1.085,0.105,-1.857,0.072,259,0.6201,280.01,0.043,6.393e-02,31,,,14,1.026,0,3.35615e+03,2.74092e+00,16.872763,1.09774e+03,1.11460e+01,17.737291,3.30051e+03,15.951442,1.311,1.785850,,,0,,,138480676427939866,1237660558672003354,,578043000,0.002894,0.011372,0.005360,16.872763,0.002894,3.35615e+03,0.004,1.6834,1.1503,0.0207
1.144494,67.678333,27.724722,71,043042.8+274329,w,,,7.07,0.05,,7.06,0.05,,6.79,0.05,,6.74,0.05,,6.17,0.05,>,0.95,,>,-1.02,,,yes,yes,no,no,i,1,,B+,yso,star,III,M6,0.0,3.6,0.1,<,3.2E-4,needs add'l followup,"b,e,k",67.6783,27.7247,67.67852470189,27.72499083872,0.0011295,0.0008944,99.37,152576587183322880,67.67852779859,0.0557,27.72498892549,0.0345,0.1432,0.0613,2.3372,0.752,0.617,0.070,-0.430,0.056,243,3.4177,3555.79,0.421,1.261e+02,31,,,15,1.159,0,1.10581e+05,3.34415e+03,13.078169,4.63372e+03,1.15837e+03,16.173717,1.91217e+05,11.544081,1.771,4.629637,,,0,,,141270676785130565,,,589046395,0.032950,0.271434,0.079543,13.078169,0.032950,1.10581e+05,0.063,1.1239,0.9014,-0.0754
1.015548,67.68625,26.552222,72,043044.7+263308,w,,,7.33,0.05,,7.35,0.05,,7.29,0.05,,7.21,0.05,,6.91,0.05,,2.29,0.22,>,-1.1,,yes,no,no,no,no,,1,,B+,yso,star,III,K3,1.1,2.2,0.5,,8.9E-4,needs add'l followup,"b,l",67.6862,26.5522,67.68650038324,26.55239350495,0.0005092,0.0003337,85.05,151347264463259008,67.68662848671,0.0226,26.55235043208,0.0136,6.2329,0.0259,240.7076,27.544,25.783,0.031,-9.691,0.021,272,3.1767,1371.00,0.158,3.313e+01,31,,,14,1.139,0,5.95884e+05,3.48394e+02,11.249462,1.41566e+05,1.48496e+02,12.461147,6.73450e+05,10.177132,1.368,2.284016,29.62,0.21,8,5000.0,3.0,,1237660761609404466,,583044475,0.002827,0.003014,0.003832,11.249462,0.002827,5.95884e+05,-0.007,0.5081,0.3353,0.0746
0.968312,67.880833,23.006944,73,043131.4+230025,w,,,10.31,0.05,,10.34,0.05,,10.31,0.06,,9.92,0.06,>,9.41,,>,0.99,,>,-0.57,,,,,yes,no,,1,,B-,,star,III,K2,1.5,1.7,-0.7,,0.0027,needs add'l followup,b,67.8808,23.0069,67.88094318821,23.00719312059,0.0006274,0.0004179,75.25,145968346205221760,67.88095694682,0.0257,23.00725675941,0.0179,4.8982,0.0300,163.4781,14.600,2.849,0.039,14.319,0.027,262,16.1308,770.47,0.165,1.466e+01,31,,,15,1.789,0,5.79537e+04,3.75278e+01,13.779665,1.71384e+04,5.01279e+01,14.753615,6.02165e+04,12.798608,1.335,1.955008,-11.73,1.79,5,4000.0,3.0,135600678808879255,,,566038030,0.002844,0.004227,0.004122,13.779665,0.002844,5.79537e+04,0.006,0.6160,0.4346,0.2014
0.724890,67.887917,29.482222,74,043133.1+292856,w,,,9.56,0.05,,9.48,0.05,,9.49,0.05,,9.47,0.05,,8.82,0.14,>,0.99,,>,1.65,,,no,yes,no,no,,1,,B-,yso,star,III,B9 w/ Av,10.7,2.6,0.5,,3.3E-5,needs add'l followup,"b,n",67.8879,29.4822,67.88807506511,29.48236901111,0.0003009,0.0002339,80.89,153046830265937280,67.88806607393,0.0138,29.48233620197,0.0093,2.4874,0.0152,163.8749,7.589,-1.761,0.019,-7.382,0.015,263,-0.3311,449.14,0.071,6.438e+00,31,,,16,0.984,0,3.40068e+05,5.99024e+01,11.858451,1.34189e+05,7.41514e+01,12.519248,2.99188e+05,11.058037,1.274,1.461211,,,0,,,,,,598048536,0.002762,0.002854,0.003814,11.858451,0.002762,3.40068e+05,0.009,0.2994,0.2358,0.0793
0.889728,67.921667,29.656111,75,043141.2+293922,w,,,12.76,0.06,,12.31,0.06,,12.65,0.07,,11.7,0.06,>,10.63,,>,1.05,,>,0.57,,,,,no,yes,,1,,C-,,star,III,K2,1.2,1.4,-1.7,,0.011,needs add'l followup,"b,j,n",67.9217,29.6561,67.92194186010,29.65617447579,0.0010437,0.0009014,80.86,159056627681240448,67.92184600718,0.0523,29.65616489011,0.0363,1.2923,0.0583,22.1745,18.866,-18.742,0.065,-2.157,0.056,221,2.6450,285.76,0.194,2.658e+00,31,,,14,1.128,0,6.97453e+03,3.82162e+00,16.078579,2.03046e+03,1.25848e+01,17.069555,7.26621e+03,15.094626,1.333,1.974929,,,0,,,143580679218347993,,,599049263,0.002819,0.007285,0.004738,16.078579,0.002819,6.97453e+03,0.001,1.0404,0.9052,0.0461
0.623441,67.9375,28.985556,76,043145.0+285908,w,,,10.96,0.05,,10.96,0.05,,10.93,0.06,,10.81,0.06,,8.76,0.12,>,1.14,,>,-0.7,,,yes,no,no,no,,1,,B,not yso,star,III,F0,1.1,1.3,-0.6,,0.001,needs add'l followup,"b,n",67.9375,28.9856,67.93769382359,28.98559128312,0.0003313,0.0002271,86.44,152829371778091392,67.93769940679,0.0165,28.98561628366,0.0101,2.1152,0.0186,113.9936,5.731,1.099,0.020,5.625,0.014,215,1.3466,251.82,0.031,7.347e-01,31,,,14,1.065,0,1.07974e+05,2.27593e+01,13.104068,4.60854e+04,3.83935e+01,13.679633,8.94344e+04,12.369134,1.255,1.310499,23.52,1.32,5,6500.0,3.5,142780679376603295,,,595047130,0.002765,0.002933,0.003813,13.104068,0.002765,1.07974e+05,0.007,0.3309,0.2275,0.0479
0.673695,68.056667,25.296111,77,043213.6+251746,w,GSC 01833-00754,,9.65,0.05,,9.63,0.05,,9.59,0.05,,9.57,0.05,,8.95,0.15,>,1.02,,>,-0.49,,,no,yes-faint,no,no,,1,GSC 01833-00754,C+,yso,star,III,A9,6.4,1.3,0.0,,8.2E-5,needs add'l followup,"b,n",68.0567,25.2961,68.05687327488,25.29609551175,0.0003583,0.0002619,89.97,150918244474029568,68.05688351342,0.0163,25.29604585265,0.0102,1.8037,0.0180,99.9697,11.366,2.083,0.022,-11.173,0.016,266,-2.5252,662.72,0.101,1.426e+01,31,,,15,0.890,0,4.78968e+05,3.32476e+02,11.486601,2.24852e+05,4.40689e+02,11.958801,3.65191e+05,10.841597,1.232,1.117205,42.12,3.58,3,6250.0,4.5,138350680567105694,1237660759998923074,,577043579,0.002857,0.003509,0.003956,11.486601,0.002857,4.78968e+05,0.004,0.3583,0.2619,0.0004
0.362651,68.060833,22.628333,78,043214.6+223742,w,,,13.86,0.06,,12.7,0.06,,11.64,0.06,,10.52,0.06,,7.32,0.05,>,1.02,,>,0.24,,,,no,yes-faint,no,,1,,C,not yso,embedded,flat,,,,,,,pending followup,,68.0608,22.6283,68.06077660880,22.62841924731,0.0078255,0.0051421,90.93,145849839467989632,68.06078242846,0.3133,22.62841902012,0.1869,0.3038,0.3662,0.8295,1.210,1.209,0.485,-0.051,0.322,225,-1.5240,197.34,0.000,0.000e+00,31,,,14,0.927,0,3.77581e+02,1.27027e+00,19.244840,1.23200e+02,7.35144e+00,20.112015,3.61935e+02,18.351318,1.285,1.760696,,,0,,,135150680607384654,,,564036775,0.004575,0.064847,0.030910,19.244840,0.004575,3.77581e+02,-0.018,7.8249,5.1430,-0.0140
0.852424,68.100417,22.852222,79,043224.1+225108,M,,,10.04,0.05,,9.69,0.05,,9.28,0.05,,8.49,0.05,,6.11,0.04,>,1.43,,>,0.63,,,yes,yes,yes,yes,,1,,A+,yso,class II,II,M5e,-14.4,1.5,-1.0,,0.064,new member,"b,c,f,k",68.1004,22.8522,68.10065613250,22.85230864389,0.0009300,0.0007077,77.93,145950895754320384,68.10070606855,0.0448,22.85223234248,0.0300,6.2483,0.0493,126.7361,20.048,10.354,0.057,-17.168,0.045,238,5.2826,561.62,0.258,1.062e+01,31,,,16,1.253,0,1.54716e+04,2.00690e+01,15.213528,1.57052e+03,2.05410e+01,17.348436,2.26331e+04,13.861036,1.564,3.487400,,,0,,,135420681006603293,1237664089144033504,,565037781,0.003094,0.014472,0.005003,15.213528,0.003094,1.54716e+04,0.013,0.9214,0.7189,0.1123
0.565899,68.104583,26.792222,80,043225.1+264732,w,,,11.08,0.05,,11.06,0.05,,11.01,0.06,,10.48,0.06,,10.18,0.27,>,1.0,,>,-1.43,,,yes,no,yes-faint,no,,1,,B-,not yso,star,III,K1 w/ Av,1.3,3.1,-0.9,,0.0017,needs add'l followup,b,68.1046,26.7922,68.10474525290,26.79228309794,0.0006310,0.0004328,69.12,151721132776489216,68.10474971018,0.0284,26.79227867564,0.0184,0.2433,0.0319,7.6239,1.338,0.895,0.038,-0.995,0.029,282,0.4918,291.43,0.000,0.000e+00,31,,,16,1.020,0,1.62065e+04,7.24997e+00,15.163144,3.63174e+03,1.56338e+01,16.438255,1.88154e+04,14.061610,1.385,2.376645,,,0,,,140150681047411325,,,584045394,0.002798,0.005443,0.003946,15.163144,0.002798,1.62065e+04,-0.003,0.6094,0.4628,0.2490
1.030072,68.117083,27.189444,81,043228.1+271122,w,,,6.81,0.05,,6.79,0.05,,6.57,0.05,,6.42,0.05,,5.91,0.04,>,0.72,,>,-0.59,,,yes,yes,no,no,h,1,,B,yso,star,III,M6,0.0,7.0,0.5,<,4.0E-5,needs add'l followup,"b,e,k",68.1171,27.1894,68.11726253750,27.18968141816,0.0013184,0.0009959,73.82,151747967732134912,68.11726382666,0.0673,27.18967474802,0.0436,0.0046,0.0765,0.0603,1.523,0.258,0.080,-1.501,0.064,251,3.9540,3206.78,0.518,1.126e+02,31,,,16,1.182,0,4.54517e+04,2.07501e+02,14.043491,1.04364e+03,4.94053e+01,17.792162,7.81473e+04,12.515611,1.742,5.276551,,,0,,,140620681172988154,,,586044736,0.005671,0.051474,0.013324,14.043491,0.005671,4.54517e+04,-0.057,1.2962,1.0246,0.1504
1.104935,68.205417,22.885556,83,043249.3+225308,M,,,8.49,0.05,,8.18,0.05,,7.77,0.05,,7.05,0.06,,,,,,,>,-0.86,,,,,yes,yes,,1,,A+,,class II,II,early K,-25.9,7.1,0.0,,0.03,new member,"a,b,f,j,o",68.2054,22.8856,68.20574550334,22.88560708824,0.0026487,0.0018693,69.38,145951789107603072,68.20579457252,0.1268,22.88553144460,0.0748,6.0872,0.1354,44.9411,19.828,10.171,0.158,-17.020,0.123,259,21.8574,2454.33,0.895,8.268e+01,31,,,15,2.111,0,9.09129e+03,4.15070e+01,15.790803,6.14095e+02,1.85810e+01,18.367954,1.61174e+04,14.229658,1.840,4.138296,,,0,,,135460682057553237,1237664089144098862,,565037824,0.005671,0.032970,0.011925,15.790803,0.005671,9.09129e+03,0.201,2.5650,1.9827,0.2282
1.031975,68.235,22.395,84,043256.4+222342,w,HD 284481,,9.06,0.05,,9.05,0.05,,9.01,0.05,,9.03,0.05,,8.45,0.11,>,1.03,,>,-1.74,,,no,yes,no,no,,1,HD 284481,B-,yso,star,III,A8,6.5,1.0,0.3,,6.4E-5,needs add'l followup,"b,n",68.235,22.395,68.23527221406,22.39513721981,0.0003818,0.0002778,96.88,145091730497092352,68.23519147930,0.0181,22.39510389579,0.0112,4.0809,0.0195,208.9038,18.393,-16.795,0.024,-7.498,0.018,246,2.7120,598.29,0.103,1.142e+01,31,,,16,1.125,0,9.97540e+05,2.97048e+02,10.690041,5.05184e+05,5.78160e+02,11.079919,7.08833e+05,10.121535,1.217,0.958384,,,0,,,,1237664088607162396,,562036387,0.002774,0.003054,0.003845,10.690041,0.002774,9.97540e+05,0.004,0.3805,0.2796,-0.0767
0.922188,68.2675,29.363611,85,043304.2+292149,w,HD 282276,,7.99,0.05,,7.92,0.05,,7.83,0.06,,7.17,0.06,,3.02,0.04,>,-0.35,,,-4.73,0.34,,yes,yes,yes,no,,1,HD 282276,A,yso,star,II,B8V,5.7,,,,,needs add'l followup,"c,m",68.2675,29.3636,68.26762595184,29.36384245219,0.0008976,0.0007199,81.60,158846277362322816,68.26762879947,0.0452,29.36382417707,0.0298,2.2738,0.0526,43.2452,4.150,0.558,0.056,-4.112,0.045,263,45.3114,6132.45,0.361,1.764e+02,31,,,16,3.554,0,1.95934e+06,1.33106e+03,9.957091,8.43280e+05,1.22401e+03,10.523613,1.61510e+06,9.227397,1.255,1.296216,,,0,,,,,,597048301,0.002852,0.003204,0.004073,9.957091,0.002852,1.95934e+06,0.008,0.8942,0.7242,0.0642
0.931810,68.3025,29.213889,86,043312.6+291250,w,HD 282277,,8.73,0.05,,8.68,0.05,,8.7,0.05,,8.64,0.05,,7.98,0.08,>,0.95,,>,0.29,,,no,yes,no,no,,1,HD 282277,B,yso,star,III,A7V,6.9,,,,,needs add'l followup,,68.3025,29.2139,68.30273632337,29.21404536952,0.0003320,0.0002524,82.23,152836415524492672,68.30282233116,0.0142,29.21395142508,0.0092,4.9105,0.0158,310.4032,27.057,16.890,0.021,-21.137,0.016,281,3.5236,655.23,0.077,9.124e+00,31,,,16,1.152,0,9.73007e+05,1.36812e+02,10.717077,4.20253e+05,2.16493e+02,11.279764,7.97131e+05,9.994071,1.251,1.285693,24.39,5.28,7,6750.0,4.5,,,,597048340,0.002760,0.002846,0.003808,10.717077,0.002760,9.73007e+05,0.005,0.3307,0.2540,0.0741
0.367845,68.359167,22.758056,88,043326.2+224529,P,2MASS J04332621+2245293,,9.56,0.05,,9.46,0.05,,9.38,0.05,,9.33,0.05,,8.46,0.08,,1.94,0.22,>,-1.45,,yes-faint,yes,yes,no,no,,1,2MASS J04332621+2245293,A,yso,star,II,M4,-6.8,5.9,-0.6,,0.015,"probable,new member","b,c,f,g,k",68.3592,22.7581,68.35924647693,22.75812719861,0.0022636,0.0016964,77.34,145196252820109440,68.35928937175,0.1017,22.75805374816,0.0639,6.2913,0.1123,56.0094,18.770,8.900,0.139,-16.526,0.108,289,1.3979,1108.68,0.733,2.869e+01,95,1.1049,0.0227,16,1.058,0,4.64004e+03,7.85881e+00,16.521063,2.17628e+02,1.11208e+01,19.494255,8.14506e+03,14.970659,1.802,4.523596,,,0,,,135310683592260260,,,564036941,0.003313,0.055551,0.006198,16.495472,0.003289,4.75070e+03,0.109,2.2397,1.7279,0.1241
1.159959,68.4125,22.455556,89,043339.0+222720,M,,,9.97,0.05,,9.75,0.05,,9.55,0.05,,9.19,0.05,,4.85,0.04,,1.11,0.22,>,-0.43,,yes,yes,yes,yes,yes,,1,,A+,yso,class II,II,M1e,-23.7,7.9,-0.9,,0.12,new member,"b,c,f,k",68.4125,22.4556,68.41282245002,22.45567853796,0.0013758,0.0007773,87.76,145081590077487360,68.41282245002,1.3750,22.45567853796,0.7785,,,,,,,,,236,118.3961,23545.34,9.989,9.604e+02,3,,,15,,0,1.38992e+03,2.60766e+01,17.829895,8.92867e+02,1.52505e+01,17.961576,5.27418e+03,15.442508,4.437,2.519069,,,0,,,134940684127557436,1237664088607228183,,563036944,0.020555,0.018754,0.012670,17.829895,0.020555,1.38992e+03,3.028,1.3750,0.7785,0.0470
0.610886,68.424167,22.643333,90,043341.8+223836,w,,,11.1,0.05,,11.01,0.05,,11.01,0.06,,10.51,0.06,>,9.86,,>,1.08,,>,-0.71,,,,,yes-faint,no,,1,,B-,,star,III,K2 w/ Av,0.7,4.9,-0.9,<,0.0021,needs add'l followup,b,68.4242,22.6433,68.42432096487,22.64342575390,0.0008428,0.0006561,79.37,145191614255430400,68.42428513159,0.0413,22.64347937372,0.0271,5.6829,0.0471,120.6969,14.175,-7.441,0.052,12.064,0.041,265,0.3985,279.32,0.000,0.000e+00,31,,,16,1.016,0,8.38729e+03,6.75522e+00,15.878313,1.46712e+03,1.02540e+01,17.422377,1.06090e+04,14.683708,1.440,2.738668,,,0,,,135170684242702670,,,564036959,0.002891,0.008085,0.004553,15.878313,0.002891,8.38729e+03,-0.002,0.8371,0.6633,0.0914
0.900959,68.435833,26.25,91,043344.6+261500,M,,,8.79,0.05,,8.24,0.05,,7.8,0.05,,7.15,0.05,,4.56,0.04,,1.85,0.22,>,-1.48,,yes,yes,yes,yes,yes,h,1,,A+,yso,class II,II,M6e,-82.2,5.4,-0.6,,0.13,new member,"b,c,e,f,k,l",68.4358,26.25,68.43607715292,26.25012117630,0.0032069,0.0020133,94.23,151129011404806912,68.43611706542,0.1299,26.25004230145,0.0771,6.1800,0.1425,43.3588,19.489,8.054,0.199,-17.747,0.126,215,7.7572,883.42,0.829,2.976e+01,95,1.1885,0.0273,14,1.401,0,4.36765e+03,4.34526e+01,16.586748,1.80092e+02,1.35073e+01,19.699810,7.99888e+03,14.990323,1.873,4.709487,,,0,,,139500684360870670,1237660559746007148,,582044154,0.011148,0.081481,0.034570,16.561157,0.010904,4.47182e+03,0.153,3.2016,2.0217,-0.0708
0.491505,68.45625,29.257778,92,043349.5+291528,M,IRAS 04306+2909,,12.66,0.06,,11.45,0.05,,10.12,0.06,,8.62,0.05,,4.12,0.04,,0.6,0.22,>,-0.7,,yes,yes-faint,yes,yes-faint,yes,g,1,IRAS 04306+2909,,yso,embedded,I,Xgal,-1.9,9.5,0.2,,0.021,Xgal,b d,68.4562,29.2578,68.45627758438,29.25791239143,0.0089000,0.0049423,68.08,158842115538171776,68.45627758438,8.4604,29.25791239143,5.6620,,,,,,,,,115,21.7288,846.92,33.896,3.605e+01,3,,,9,,0,5.52489e+01,1.14717e+00,21.331556,1.07884e+02,1.33738e+01,20.256153,6.88559e+02,17.653042,14.416,2.603111,,,0,,,143110684562640075,,,597048533,0.022712,0.134622,0.038700,21.331556,0.022712,5.52489e+01,12.994,8.4604,5.6620,0.3960
