angDist,_RAJ2000,_DEJ2000,recno,SST,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,M2,_RA,_DE,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
1.409912,65.162917,27.291944,60,042039.1+271731,2MASS J04203918+2717317,,9.42,0.05,,9.39,0.05,,9.35,0.05,,9.29,0.05,,8.83,0.1,>,1.5,,,,,,no,no,no,no,,1,2MASS J04203918+2717317,yso,star,III,,,,,,,,65.1629,27.2919,152362491654557696,65.16334266959,27.29204541176,131.96681200,131.52392600,132.33183300,131.94714400,131.56855800,132.35617100,10033
1.509502,65.39375,27.027222,64,042134.5+270138,J04213459+2701388,,9.86,0.05,,9.65,0.05,,9.35,0.05,,8.98,0.05,,7.18,0.05,>,1.64,,,,,,yes,yes,yes,yes,,1,2MASS J04213459+2701388,yso,class II,II,M5.5,,2.7,-1.0,,0.029,,65.3937,27.0272,152305248330621184,65.39419909684,27.02734760573,162.42124900,160.60989400,164.59793100,162.97859200,160.51402300,165.31433100,10010
0.344762,65.442917,26.991389,65,042146.3+265929,CFHT-10,,11.54,0.05,,11.32,0.05,,11.05,0.06,,10.45,0.06,,7.26,0.05,>,1.45,,,,,,yes,no,yes-faint,yes,,1,[MDM2001] CFHT-BD-Tau 10,yso,class II,II,M6.25,,4.0,-1.7,,0.056,,65.4429,26.9914,152293149405058816,65.44301961015,26.99141748375,161.92179900,156.45115700,167.27819800,158.88371300,154.28379800,164.84071400,10012
0.677748,65.481667,27.918333,67,042155.6+275506,DE Tau,,7.07,0.05,,6.73,0.05,,6.4,0.05,,5.78,0.05,,2.58,0.04,,-0.19,0.22,,,,yes,yes,yes,yes,yes,,1,DE Tau,yso,class II,II,M2,,2.2,0.1,,0.13,,65.4817,27.9183,152511475478780416,65.48186504103,27.91826356803,127.77309400,127.30388600,128.18934600,127.63172100,127.22811100,128.01544200,10033
0.287907,65.489167,28.443056,68,042157.4+282635,RY Tau,<,6.62,,<,6.1,,,3.6,0.05,<,3.52,,<,0.45,,<,-2.3,,,-4.24,0.34,,,,,,,1,RY Tau,,,II,K1,-16.8,4.8,1.3,,0.1,a,65.4892,28.4431,164551162164119424,65.48924942901,28.44308980286,138.92298900,134.21577500,143.69993600,138.60752900,135.14559900,142.03387500,10033
0.786690,65.495,28.301667,69,042158.8+281806,HD283572,,6.86,0.05,,6.86,0.05,,6.81,0.05,,6.78,0.05,,6.76,0.05,>,1.24,,,,,,no,no,no,no,,1,HD283572,star,star,III,G5,,0.4,0.8,<,3.0E-5,,65.495,28.3017,164536250037820160,65.49524661321,28.30169161765,126.43527200,126.08492300,126.79693600,126.45845000,126.20222500,126.75680500,10033
1.284005,65.50875,26.958333,71,042202.1+265730,FS Tau Aab,,6.75,0.05,,6.3,0.05,,5.81,0.05,,4.99,0.05,,1.33,0.04,>,0.05,,,,,,yes,yes,yes,yes,,1,NAME FS Tau A,yso,class II,flat,M0e,-46.8,6.9,0.0,,0.36,"a,b",65.5087,26.9583,152292187332155008,65.50913709670,26.95842335542,133.20253000,131.04792800,135.52796900,132.90470900,130.94940200,135.10217300,10033
1.033475,65.512917,28.427222,72,042203.1+282538,LkCa 21,,8.26,0.05,,8.22,0.05,,8.14,0.05,,8.06,0.05,,8.06,0.09,>,1.23,,,,,,no,no,no,no,,1,LkCa 21,star,star,III,M3,,1.3,-0.2,<,2.9E-5,,65.5129,28.4272,164550882989640192,65.51316110287,28.42741260418,117.47824100,116.53203600,118.71440900,117.19602200,115.94916500,118.49985500,10033
0.886478,65.568333,25.819722,73,042216.4+254911,CFHT-14,,11.48,0.05,,11.34,0.05,,11.28,0.06,,11.23,0.06,>,9.51,,>,1.16,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 14,,star,III,M7.75,,0.4,-1.8,<,0.003,,65.5683,25.8197,150501362066641664,65.56855888188,25.81986089656,147.53385900,144.28941300,150.36998000,,,,10000
1.083575,65.569583,26.915833,74,042216.7+265457,CFHT-21,,7.77,0.05,,7.26,0.05,,6.85,0.05,,6.3,0.05,,3.29,0.04,,1.18,0.22,,,,yes,yes,yes,yes,yes,,1,[MDM2001] CFHT-BD-Tau 21,yso,class II,II,M1.25,,7.7,-0.3,,0.23,,65.5696,26.9158,152288824375681536,65.56991886100,26.91580283873,156.99192800,155.12652600,158.90092500,157.06065400,155.12846400,159.07464600,10033
1.051723,65.6,26.773611,75,042224.0+264625,2MASS J04222404+2646258,,9.52,0.05,,9.4,0.05,,9.34,0.05,,9.33,0.05,,9.07,0.12,>,1.56,,,,,,no,no,no,no,,1,2MASS J04222404+2646258,yso,star,III,,,,,,,,65.6,26.7736,152099055539792000,65.60025031647,26.77379916263,157.21107500,156.11604300,158.39025900,157.29498300,156.06994600,158.51791400,10022
1.161730,65.782083,28.099167,76,042307.7+280557,IRAS04200+2759,,8.43,0.05,,7.81,0.05,,7.28,0.05,,6.44,0.05,,3.23,0.04,,0.76,0.22,,,,yes,yes,yes,yes,yes,,1,IRAS04200+2759,yso,class II,flat,M2,,8.1,-0.9,,0.53,c,65.7821,28.0992,152518828462749440,65.78244861748,28.09917775424,130.46183800,128.61479200,132.25062600,131.33560200,129.42062400,133.24044800,10033
1.330583,65.912917,24.937222,77,042339.1+245614,FT Tau,,7.93,0.05,,7.46,0.05,,7.19,0.05,,6.29,0.05,,3.15,0.04,,0.28,0.22,,,,yes,yes,yes,yes,yes,,1,FT Tau,yso,class II,II,M3e,-254.3,3.8,-0.2,,0.13,"a,b",65.9129,24.9372,149623711269425408,65.91332350119,24.93719478781,129.37233000,129.03927600,129.75791900,129.23973100,128.84089700,129.61360200,10033
1.005377,66.11,26.830556,78,042426.4+264950,CFHT-9,,11.16,0.05,,10.88,0.05,,10.51,0.06,,9.83,0.05,,6.78,0.05,>,0.77,,,,,,yes,yes-faint,yes,yes,,1,[MDM2001] CFHT-BD-Tau 9,yso,class II,II,M6.25,,0.5,-1.7,,0.11,,66.11,26.8306,152108882425024128,66.11031276011,26.83054593331,156.86645500,154.54785200,159.40953100,156.43031300,153.74690200,159.48527500,10022
1.272486,66.185417,26.170556,79,042444.5+261014,IRAS04216+2603,,8.08,0.05,,7.57,0.05,,7.14,0.05,,6.32,0.05,,3.53,0.04,,0.16,0.22,,-2.47,0.22,yes,yes,yes,yes,yes,,1,IRAS04216+2603,yso,class II,II,M1,,3.4,-0.4,,0.29,,66.1854,26.1706,152000786688289664,66.18580740141,26.17050937329,157.68075600,156.18301400,158.96577500,157.70260600,156.40432700,159.11021400,10033
1.064003,66.1875,27.028889,80,042445.0+270144,J1-4423,,10.21,0.05,,10.15,0.05,,10.06,0.06,,10.11,0.06,>,9.49,,>,1.05,,,,,,,,no,no,,1,[HJS91] 4423,,star,III,M5,,0.1,-1.1,<,9.5E-4,,66.1875,27.0289,152118881108855680,66.18781424560,27.02898385158,127.91681700,127.54642500,128.30180400,127.99945800,127.43234300,128.53015100,10033
0.790166,66.204167,26.719444,81,042449.0+264310,RXJ0424.8,,7.73,0.05,,7.7,0.05,,7.69,0.05,,7.65,0.05,,7.4,0.06,>,1.02,,,,,,no,no,no,no,,1,[WKS96] RX J0424.8+2643A,yso,star,III,K1,,1.2,0.4,<,6.1E-5,,66.2042,26.7194,152104381299305600,66.20440941935,26.71947990764,150.20457500,149.34124800,151.03695700,150.13995400,149.16526800,150.84075900,10033
1.237634,66.2375,27.198889,82,042457.0+271156,IP Tau,,7.77,0.05,,7.45,0.05,,7.24,0.05,,6.6,0.05,,3.48,0.04,,0.74,0.22,,,,yes,yes,yes,yes,yes,,1,IP Tau,yso,class II,II,M0,,1.9,-0.2,,0.1,,66.2375,27.1989,152226491513195648,66.23788485854,27.19892091402,129.25759900,128.96905500,129.57420300,129.21194500,128.94471700,129.46400500,10033
1.454399,66.622083,26.403611,84,042629.3+262413,KPNO-3,,11.41,0.05,,10.99,0.05,,10.49,0.06,,9.72,0.05,,6.86,0.05,>,1.09,,,,,,yes,yes-faint,yes,yes,,1,[BLH2002] KPNO-Tau 3,yso,class II,II,M6,,1.6,-1.7,,0.13,,66.6221,26.4036,151283870746458496,66.62251321142,26.40373238439,156.04856900,152.15939300,159.84094200,156.33847000,152.97656200,159.97045900,10022
0.962031,66.627083,24.731944,85,042630.5+244355,J04263055+2443558,,12.57,0.05,,12.21,0.06,,11.76,0.06,,11.08,0.06,,8.87,0.15,>,1.09,,,,,,yes,no,no,yes,,1,2MASS J04263055+2443558,yso,class II,II,M8.75,,0.6,-2.4,,0.16,,66.6271,24.7319,149409920679460096,66.62733700747,24.73207885524,125.86291500,118.72882800,134.89216600,145.37452700,137.72728000,155.42831400,10033
0.570834,66.722917,26.115,86,042653.5+260654,FV Tau AB,<,6.62,,<,6.1,,,5.23,0.05,,4.56,0.05,,1.54,0.04,,-0.45,0.22,,,,yes,yes,yes,,,,1,FV Tau,,,II,K5,,8.7,0.6,,0.13,,66.7229,26.115,151262911306653056,66.72309226690,26.11498060445,134.59567300,130.25029000,139.87658700,136.63052400,133.06953400,140.82980300,10033
0.392979,66.726667,26.114167,87,042654.4+260651,FV Tau/c AB,,8.01,0.05,,7.58,0.05,,7.05,0.05,,6.29,0.05,,3.88,0.04,>,0.72,,>,-1.64,,,yes,yes,yes,yes,,1,CoKu FV Tau c,yso,class II,II,M3.5,,5.9,-0.2,,0.096,,66.7267,26.1142,151262941369626752,66.72669163406,26.11406010365,128.92730700,127.19917300,130.56546000,128.13856500,126.30180400,129.94116200,10012
0.302845,66.73875,26.107778,89,042657.3+260628,KPNO-13,,8.75,0.05,,8.33,0.05,,7.99,0.06,,7.35,0.05,,5.32,0.04,>,0.93,,>,-2.25,,,yes,yes,yes,yes,,1,[BLH2002] KPNO-Tau 13,yso,class II,II,M5,,4.3,-0.6,,0.078,,66.7387,26.1078,151262876946558976,66.73884365013,26.10778020129,129.26089500,128.34718300,130.53530900,129.43100000,128.47247300,130.47460900,10022
0.065171,66.761667,25.706111,91,042702.8+254222,DF Tau AB,<,6.62,,<,6.1,,,5.08,0.05,,4.5,0.05,,2.19,0.04,,0.7,0.22,,,,yes,yes,yes,,,,1,DF Tau,,,II,M3,,2.4,0.5,,0.11,,66.7617,25.7061,151179966897747840,66.76164922952,25.70611944670,182.38067600,167.10668900,199.38786300,180.37417600,166.96284500,195.13467400,10033
1.354454,66.769167,26.104444,92,042704.6+260616,DG Tau A,<,6.62,,<,6.1,,,4.67,0.05,,3.55,0.05,<,0.45,,<,-2.3,,<,-4.46,,,,,,,"b,c",1,DG Tau,,,II,K5e,-90.7,3.2,0.5,,0.2,"a,b",66.7692,26.1044,151262700852297728,66.76957782396,26.10437014527,124.76103200,122.60551500,126.72434200,125.16976900,123.43352500,126.97532700,10033
1.399248,66.86625,26.201389,93,042727.9+261205,KPNO-4,,12.57,0.05,,12.37,0.06,,12.21,0.06,,12.08,0.06,,10.66,0.28,>,1.05,,,,,,yes,no,no,no,,1,[BLH2002] KPNO-Tau 4,not yso,star,II,M9.5,,2.8,-2.3,,0.037,,66.8662,26.2014,151265002954775936,66.86667459797,26.20131196564,141.37925700,123.44653300,163.00764500,146.44404600,128.51745600,165.57395900,20033
1.392739,66.93875,23.956667,94,042745.3+235724,CFHT-15,,13.24,0.06,,13.15,0.06,,13.25,0.07,,13.05,0.1,>,10.55,,>,1.06,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 15,,star,III,M8.25,,0.3,-2.5,<,0.0043,,66.9387,23.9567,146319193494413696,66.93917084145,23.95670898508,164.44471700,150.36158800,176.00961300,171.38856500,161.12258900,184.97668500,10012
0.553769,67.1775,27.234167,97,042842.6+271403,J04284263+2714039 AB,,9.76,0.05,,9.53,0.05,,9.21,0.05,,8.83,0.05,,6.21,0.05,>,0.88,,,,,,yes,yes,yes,yes,,1,2MASS J04284263+2714039,yso,class II,II,M5.25,,3.7,-1.0,,0.05,,67.1775,27.2342,152180831716415488,67.17766427496,27.23421524249,140.11224400,135.41339100,147.65321400,,,,10099
0.900517,67.1775,27.234167,97,042842.6+271403,J04284263+2714039 AB,,9.76,0.05,,9.53,0.05,,9.21,0.05,,8.83,0.05,,6.21,0.05,>,0.88,,,,,,yes,yes,yes,yes,,1,2MASS J04284263+2714039,yso,class II,II,M5.25,,3.7,-1.0,,0.05,,67.1775,27.2342,152180827420224128,67.17762799569,27.23438975526,127.91771700,126.84634400,129.12831100,127.41419200,126.33102400,128.56172200,10033
1.260673,67.2525,27.9175,98,042900.6+275503,J04290068+2755033,,12.3,0.05,,11.99,0.05,,11.6,0.06,,10.92,0.06,,8.06,0.07,>,0.88,,,,,,yes,no,no,yes,,1,2MASS J04290068+2755033,yso,class II,II,M8.25,,0.3,-2.1,,0.11,,67.2525,27.9175,152643240779301632,67.25289492163,27.91747073124,135.89894100,130.11346400,142.80583200,137.56231700,133.05943300,142.42587300,10022
1.220003,67.270417,26.818611,99,042904.9+264907,IRAS04260+2642,,10.08,0.05,,9.4,0.05,,8.83,0.05,,8.07,0.05,,3.6,0.04,,0.06,0.22,,,,yes,yes,yes,yes,yes,,1,IRAS04260+2642,yso,class II,I,K6,,9.1,-1.3,,0.57,,67.2704,26.8186,151393577095005312,67.27079515253,26.81858010346,142.83380100,123.68833200,172.30258200,388.30279500,151.60537700,467.39682000,10133
0.197430,67.33625,26.561111,100,042920.7+263340,J1-507,,8.56,0.05,,8.55,0.05,,8.47,0.05,,8.46,0.05,,8.29,0.1,>,1.04,,,,,,no,no,no,no,,1,[HJS91] 507,yso,star,III,M4,,0.9,-0.4,<,4.3E-5,,67.3362,26.5611,151373820245230080,67.33630114080,26.56114125150,129.02510100,128.24806200,130.05021700,128.55073500,127.77417000,129.33126800,10033
0.597953,67.34875,24.55,102,042923.7+243300,GV Tau AB,<,6.62,,<,6.1,,<,3.49,,<,3.52,,<,0.45,,<,-2.3,,<,-1.49,,,,,,,"c,d",1,GV Tau,,,I,mid-K +emiss,-296.0,11.9,0.3,<,0.92,"a,b",67.3487,24.55,149367383323435648,67.34892361280,24.54994851737,143.11871300,136.65856900,151.17761200,142.21850600,136.55624400,149.85144000,10033
0.835254,67.422917,26.549444,105,042941.5+263258,DH Tau AB,,7.63,0.05,,7.33,0.05,,7.2,0.05,,6.86,0.05,,3.37,0.04,,0.82,0.22,,,,yes,yes,yes,yes,yes,,1,DH Tau,yso,star,II,M1,,2.5,-0.1,,0.086,,67.4229,26.5494,151374202498079872,67.42316837157,26.54938684179,133.27027900,132.82905600,133.64288300,133.30786100,132.87194800,133.70860300,10033
1.119156,67.426667,26.546944,106,042942.4+263249,DI Tau AB,,8.21,0.05,,8.22,0.05,,8.14,0.05,,8.11,0.05,,,,>,0.72,,,,,,,,no,no,,1,DI Tau,,star,III,M0,,0.5,-0.1,<,0.0011,,67.4267,26.5469,151374198202645376,67.42700785664,26.54688343368,137.34596300,136.51298500,138.22894300,137.28863500,136.56132500,137.96647600,10033
1.117331,67.44,26.512778,107,042945.6+263046,KPNO-5,,11.05,0.05,,11.02,0.05,,10.94,0.06,,10.83,0.06,>,9.71,,>,0.9,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 5,,star,III,M7.5,,0.6,-1.6,<,0.0025,,67.44,26.5128,151327159721125888,67.44033984396,26.51284004938,124.13510900,121.55719000,126.82753800,,,,10000
1.007717,67.464583,26.112222,108,042951.5+260644,IQ Tau,,6.81,0.05,,6.37,0.05,,6.07,0.05,,5.53,0.05,,2.82,0.04,,0.32,0.22,,,,yes,yes,yes,yes,yes,,1,IQ Tau,yso,class II,II,M0.5,,2.9,0.1,,0.19,,67.4646,26.1122,151297958238753664,67.46485011063,26.11236632311,130.73848000,130.24252300,131.27734400,130.59939600,130.00949100,131.41694600,10033
0.422106,67.497917,24.551944,109,042959.5+243307,CFHT-20,,9.02,0.05,,8.55,0.05,,8.32,0.05,,7.84,0.05,,4.91,0.04,,2.06,0.22,,,,yes,yes,yes,yes,yes,,1,[MDM2001] CFHT-BD-Tau 20,yso,class II,II,M5.5,,4.6,-0.7,,0.1,,67.4979,24.5519,146366442430208640,67.49799065088,24.55204022910,130.81109600,128.26011700,133.39854400,130.74537700,128.96006800,132.72654700,10022
0.777490,67.53,26.138889,110,043007.2+260820,KPNO-6,,13.12,0.06,,12.77,0.06,,12.42,0.06,,11.58,0.06,,9.2,0.19,>,1.01,,,,,,yes-faint,no,no,yes,,1,[BLH2002] KPNO-Tau 6,not yso,class II,II,M8.5,,1.2,-2.4,,0.1,,67.53,26.1389,151296579553731456,67.53021527720,26.13898540136,123.45008100,117.59921300,130.14144900,124.65493000,119.46484400,130.02398700,10033
1.012942,67.598333,23.986667,111,043023.6+235912,CFHT-16,,13.23,0.06,,13.15,0.06,,13.04,0.08,,12.99,0.09,>,10.54,,>,1.0,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 16,,star,III,M8.5,,0.5,-2.5,<,0.0038,,67.5983,23.9867,146285112929523456,67.59857196488,23.98684449266,135.10165400,128.25965900,144.06523100,134.44235200,125.64622500,148.11358600,10033
0.102415,67.623333,24.445833,112,043029.6+242645,FX Tau AB,,7.22,0.05,,6.96,0.05,,6.69,0.05,,5.97,0.05,,3.03,0.04,,1.09,0.22,,,,yes,yes,yes,yes,yes,,1,FX Tau,yso,class II,II,M1,,2.9,0.1,,0.081,,67.6233,24.4458,146361013590374144,67.62332003501,24.44580711530,156.72862200,151.27413900,161.22528100,155.60557600,150.94104000,161.41449000,10033
0.760167,67.684167,26.023333,113,043044.2+260124,DK Tau AB,<,6.62,,<,6.1,,,5.52,0.05,,4.78,0.05,,1.85,0.04,,0.08,0.22,,0.57,0.22,yes,yes,yes,,,,1,DK Tau,,,II,K7,,2.9,0.4,,0.13,,67.6842,26.0233,151106780654065792,67.68436823569,26.02344202642,131.82695000,130.86499000,132.63418600,131.63906900,130.69252000,132.52423100,10033
2.834196,67.684167,26.023333,113,043044.2+260124,DK Tau AB,<,6.62,,<,6.1,,,5.52,0.05,,4.78,0.05,,1.85,0.04,,0.08,0.22,,0.57,0.22,yes,yes,yes,,,,1,DK Tau,,,II,K7,,2.9,0.4,,0.13,,67.6842,26.0233,151106780653458944,67.68501045832,26.02312010722,147.78765900,145.94931000,149.82583600,147.64010600,145.40808100,149.49955700,10033
1.363810,67.709167,23.002222,114,043050.2+230008,IRAS04278+2253,<,6.62,,<,6.1,,<,3.49,,<,3.52,,<,0.45,,,-1.87,0.22,,-3.88,0.34,,,,,,,1,IRAS04278+2253,,,II,F1,,13.6,1.8,,0.075,,67.7092,23.0022,145921994918655488,67.70954723379,23.00236696880,123.64324200,121.35913800,125.74139400,124.38905300,121.88915300,126.77590900,10012
2.564948,67.709167,23.002222,114,043050.2+230008,IRAS04278+2253,<,6.62,,<,6.1,,<,3.49,,<,3.52,,<,0.45,,,-1.87,0.22,,-3.88,0.34,,,,,,,1,IRAS04278+2253,,,II,F1,,13.6,1.8,,0.075,,67.7092,23.0022,145921999215653632,67.70993171602,23.00233219267,145.91128500,139.45515400,150.96527100,,,,10099
1.295942,67.71375,24.706111,115,043051.3+244222,ZZ Tau AB,,8.08,0.05,,7.9,0.05,,7.61,0.05,,6.94,0.05,,4.53,0.04,>,0.72,,>,-4.46,,,yes,yes,yes,yes,b,1,ZZ Tau,yso,class II,II,M5,-9.7,1.6,-0.2,,0.029,b,67.7137,24.7061,147869784062378624,67.71414625475,24.70611022332,133.77935800,130.92724600,136.36245700,135.42781100,132.98306300,137.93089300,10033
0.502999,67.715417,24.696389,116,043051.7+244147,ZZ Tau IRS,,8.11,0.05,,7.38,0.05,,6.73,0.05,,5.78,0.05,,2.01,0.04,,-0.99,0.22,,-3.61,0.22,yes,yes,yes,yes,yes,b,1,ZZ Tau IRS,yso,class II,flat,M4.5,,6.9,-0.9,,0.76,,67.7154,24.6964,147869573608324992,67.71555584250,24.69644908412,106.84474900,100.61840100,112.84160600,110.30264300,104.95164500,117.70111800,10033
1.497293,67.737917,25.944167,117,043057.1+255639,KPNO-7,,12.62,0.05,,12.28,0.05,,11.99,0.06,,11.25,0.06,,8.62,0.12,>,1.23,,,,,,yes,no,no,yes,,1,[BLH2002] KPNO-Tau 7,not yso,class II,II,M8.25,,0.3,-2.3,,0.13,,67.7379,25.9442,151102790629500288,67.73837575962,25.94421998426,127.40903500,123.29016100,134.02131700,127.56684100,123.43048900,131.55679300,10012
0.821853,67.81,27.171389,118,043114.4+271017,JH56,,8.72,0.05,,8.75,0.05,,8.66,0.05,,8.6,0.05,,6.76,0.02,>,0.75,,,,,,yes,yes,no,no,,1,JH56,yso,star,III,M0.5,,0.0,-0.3,,0.0025,,67.81,27.1714,151793082068521856,67.81020838977,27.17152221786,126.72573900,126.47724900,126.93302200,126.76024600,126.43176300,126.97813400,10033
1.276734,67.829167,23.584444,119,043119.0+233504,J04311907+2335047,,11.66,0.05,,11.53,0.05,,11.56,0.06,,11.46,0.06,>,10.59,,>,0.86,,,,,,,,no,no,,1,2MASS J04311907+2335047,,star,III,M7.75,,1.2,-1.8,<,0.0032,,67.8292,23.5844,146050057959093632,67.82951824473,23.58459283612,166.92634600,158.42730700,174.56430100,172.78053300,167.73031600,177.62379500,10022
1.506958,67.860833,27.055,121,043126.6+270318,CFHT-13,,12.9,0.06,,12.75,0.06,,12.72,0.07,,12.7,0.07,,10.72,0.29,>,0.68,,,,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 13,yso,star,III,M7.25,,1.8,-2.3,,0.0062,,67.8608,27.055,151787064819255936,67.86127730824,27.05513659049,159.61349500,145.34550500,174.73724400,167.18779000,154.40734900,178.72401400,10032
1.212257,67.960417,24.405,122,043150.5+242418,HK Tau AB,,7.71,0.05,,7.35,0.05,,7.1,0.05,,6.58,0.05,,2.31,0.04,,-0.81,0.22,,-3.02,0.22,yes,yes,yes,yes,yes,,1,HK Tau,yso,class II,II,M0.5,,4.7,-0.2,,0.22,,67.9604,24.405,147847072275324416,67.96073972298,24.40483561346,130.19972200,129.68243400,130.84800700,130.10601800,129.46995500,130.55737300,10033
1.061882,67.993333,25.724722,123,043158.4+254329,J1-665,,9.35,0.05,,9.29,0.05,,9.24,0.05,,9.22,0.05,,9.04,0.17,>,1.08,,,,,,no,no,no,no,,1,[HJS91] 665,yso,star,III,M5,,1.2,-0.6,<,3.1E-5,,67.9933,25.7247,151037064744973696,67.99358419932,25.72491118968,153.83612100,153.14016700,154.53395100,153.71165500,153.21192900,154.36100800,10033
1.450700,68.013333,25.468611,124,043203.2+252807,J04320329+2528078,,10.3,0.05,,10.2,0.05,,10.13,0.06,,10.09,0.06,>,9.67,,>,1.03,,,,,,,,no,no,,1,2MASS J04320329+2528078,,star,III,M6.25,,0.0,-1.2,<,0.0025,,68.0133,25.4686,151028990206478080,68.01376032887,25.46872737906,125.60200500,124.35416400,126.84791600,125.95267500,124.53691900,127.22628000,10022
0.399738,68.064167,24.483056,125,043215.4+242859,Haro6-13,<,6.62,,<,6.1,,,5.49,0.05,,4.85,0.05,,0.88,0.04,,-1.43,0.22,,-4.02,0.34,yes,yes,yes,,,,1,Haro6-13,,,flat,M0,,11.0,0.2,,0.32,,68.0642,24.4831,147806733942555008,68.06426515716,24.48312195039,127.70882400,126.15618900,129.43331900,127.64691900,126.08549500,129.28912400,10033
1.217916,68.074167,24.370556,126,043217.8+242214,CFHT-7 AB,,9.98,0.05,,9.87,0.05,,9.76,0.05,,9.72,0.05,,9.3,0.28,>,0.86,,,,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 7,yso,star,III,M6.5,,0.9,-1.1,<,2.1E-4,,68.0742,24.3706,147799209159857280,68.07449836549,24.37070879642,125.58666200,124.39613300,126.88231700,125.37628900,123.70426200,126.44193300,10022
1.634666,68.096667,24.050278,128,043223.2+240301,J04322329+2403013,,10.89,0.05,,10.83,0.05,,10.79,0.06,,10.67,0.06,>,9.82,,>,0.91,,,,,,,,no,no,,1,2MASS J04322329+2403013,,star,III,M7.75,,0.0,-1.5,<,0.0026,,68.0967,24.0503,146277553787186048,68.09716318394,24.05030758356,125.72635700,124.00757600,127.19333600,,,,10000
1.182536,68.127083,24.3325,129,043230.5+241957,FY Tau,,7.18,0.05,,6.76,0.05,,6.5,0.05,,5.99,0.05,,3.67,0.04,,,,,,,,yes,yes,yes,yes,,1,FY Tau,yso,class II,II,K7,,5.9,0.2,,0.061,,68.1271,24.3325,147796013704189440,68.12744347646,24.33250420981,128.52720600,128.17392000,128.82139600,128.62474100,128.26933300,128.93061800,10033
1.208148,68.132083,24.333889,130,043231.7+242002,FZ Tau,<,6.62,,<,6.1,,,5.27,0.05,,4.58,0.05,,2.06,0.04,,0.31,0.22,,,,yes,yes,yes,,,,1,FZ Tau,,,II,M0,,7.2,0.4,,0.17,,68.1321,24.3339,147796013704188928,68.13238027573,24.33408713396,128.34855700,127.92728400,128.79287700,128.32391400,127.87181100,128.82507300,10033
1.112034,68.179167,25.875278,132,043243.0+255231,UZ Tau Aab,<,6.62,,<,6.1,,,5.63,0.05,,4.79,0.05,,1.54,0.04,,-0.69,0.22,,-2.15,0.22,yes,yes,yes,,,b,2,NAME UZ Tau A,,,II,M1,-80.3,0.0,0.0,,0.41,a,68.1792,25.8753,151045650384137600,68.17949393359,25.87518371536,130.91243000,129.35929900,132.53532400,130.28405800,128.35577400,131.92637600,10033
2.515558,68.179167,25.875278,132,043243.0+255231,UZ Tau Aab,<,6.62,,<,6.1,,,5.63,0.05,,4.79,0.05,,1.54,0.04,,-0.69,0.22,,-2.15,0.22,yes,yes,yes,,,b,2,NAME UZ Tau A,,,II,M1,-80.3,0.0,0.0,,0.41,a,68.1792,25.8753,151045654678970752,68.17839103383,25.87524920498,125.65836300,119.17182900,132.29179400,121.39991000,115.85456800,127.41439800,10033
0.692622,68.204583,22.883889,133,043249.1+225302,JH112,,7.41,0.05,,7.12,0.05,,6.83,0.05,,5.89,0.05,,2.53,0.04,,0.72,0.22,,,,yes,yes,yes,yes,yes,,1,JH112,yso,class II,II,K6,,5.5,0.1,,0.11,,68.2046,22.8839,145951789107603200,68.20469024896,22.88405408438,161.20364400,160.48613000,161.77058400,160.97398400,160.40918000,161.66545100,10033
1.054091,68.209167,24.369722,134,043250.2+242211,CFHT-5,,10.46,0.05,,10.27,0.05,,10.09,0.06,,10.07,0.06,,9.56,0.29,>,1.16,,>,-1.44,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 5,yso,star,III,M7.5,,9.5,-1.1,<,1.5E-4,,68.2092,24.3697,147801270743616896,68.20947772637,24.36979697594,113.87619000,90.28123470,138.85437000,2716.76001000,2342.75146000,3096.47192000,20033
1.119347,68.257917,24.35,135,043301.9+242100,MHO-8,,9.32,0.05,,9.21,0.05,,9.14,0.05,,9.09,0.05,,8.92,0.15,>,0.88,,,,,,no,no,no,no,,1,[BHS98] MHO 8,yso,star,III,M5.5,,0.9,-0.8,<,1.2E-4,,68.2579,24.35,147801339463632000,68.25824924916,24.34992890960,127.60360000,126.28515600,128.79754600,128.04624900,126.81452900,129.54075600,10022
