angDist,_RAJ2000,_DEJ2000,recno,Seq,Cloud,ID,Av,alpha,Tbol,Lbol,alpha0,Tbol0,Lbol0,AGB?,Core?,F1.25,e_F1.25,F1.65,e_F1.65,F2.17,e_F2.17,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,F24,e_F24,F70,e_F70,F0.36,e_F0.36,F0.44,e_F0.44,F0.55,e_F0.55,F0.64,e_F0.64,F0.665,e_F0.665,F0.79,e_F0.79,F0.914,e_F0.914,F0.96,e_F0.96,F3.4,e_F3.4,F5.0,e_F5.0,F6.7,e_F6.7,F12,e_F12,F14,e_F14,F22,e_F22,F160,e_F160,F350,e_F350,F450,e_F450,F850,e_F850,F1100,e_F1100,F1200,e_F1200,F1300,e_F1300,SED,SimbadName,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.044614,67.689583,34.968889,1437,1437,Auriga/CMC,J043045.5+345808,9.4,-1.03,1300.0,0.11,-1.39,1700.0,0.3,N,-,2.1,0.074,6.0,0.14,9.2,0.18,11.0,0.53,11.0,0.5,9.3,0.44,8.8,0.42,11.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,6.9,0.22,,,12.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J0430455+345808,67.6896,34.9689,67.68993709447,34.96889033242,0.0089027,0.0063480,59.64,173307256154395392,67.68994901922,0.4011,34.96886707910,0.2814,2.2788,0.4407,5.1711,5.675,2.199,0.524,-5.232,0.445,234,2.5483,335.84,1.669,4.237e+00,95,1.1156,0.0852,14,1.120,0,2.83292e+02,7.62814e+00,19.556782,3.88644e+01,7.87453e+00,21.364662,5.80509e+02,17.838373,2.186,3.526289,,,0,,,149960676899393270,,,,0.029365,0.220005,0.047297,19.531191,0.028687,2.90048e+02,0.629,8.3250,7.0888,0.2879
0.471992,67.696667,35.128611,1439,1439,Auriga/CMC,J043047.2+350743,9.7,-0.39,920.0,0.26,-0.88,1400.0,0.57,N,-,2.8,0.07,8.7,0.15,13.0,0.24,15.0,0.74,25.0,1.2,18.0,0.84,30.0,1.4,52.0,4.8,83,11.0,,,,,,,,,,,,,,,,,,,,,,,32.0,0.51,,,72.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J0430472+350743,67.6967,35.1286,67.69682025595,35.12864945583,0.0086987,0.0062627,66.62,173315193253981952,67.69683305020,0.3495,35.12863233988,0.2495,2.3351,0.3881,6.0165,4.514,2.354,0.526,-3.851,0.419,257,0.4636,303.52,1.164,1.690e+00,95,1.1539,0.0838,16,1.019,0,3.14834e+02,3.43555e+00,19.442163,4.51375e+01,8.04042e+00,21.202200,5.94888e+02,17.811808,2.033,3.390392,,,0,,,150150676968174979,,,626067635,0.012164,0.193424,0.041897,19.416572,0.011895,3.22343e+02,0.495,8.3622,6.7054,0.2368
0.528755,67.7025,34.981389,1442,1442,Auriga/CMC,J043048.6+345853,7.5,0.34,210.0,4.0,-0.66,450.0,4.7,N,-,15.0,0.32,32.0,0.54,35.0,0.64,28.0,1.4,33.0,1.6,43.0,2.1,70.0,3.3,680.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200,1700,,,,,,,,,,,,,SED,SSTgbs J0430486+345853,67.7025,34.9814,67.70257161761,34.98152364565,0.0018892,0.0014397,58.98,173304408591153664,67.70258245595,0.0832,34.98149680801,0.0643,1.9356,0.1030,18.8015,6.360,1.998,0.112,-6.038,0.098,234,3.4013,396.81,0.435,6.056e+00,31,,,15,1.162,0,3.69211e+03,4.89883e+00,16.769178,3.56228e+02,1.52905e+01,18.959223,5.82579e+03,15.334508,1.674,3.624715,,,0,,,149970677025608412,,,625067374,0.003109,0.046687,0.005333,16.769178,0.003109,3.69211e+03,0.104,1.7809,1.5717,0.2361
0.417909,67.705,34.936111,1443,1443,Auriga/CMC,J043049.2+345610,7.5,0.69,340.0,0.57,0.4,450.0,0.73,N,-,0.49,0.048,2.1,0.099,5.4,0.14,11.0,0.53,22.0,1.1,34.0,1.6,51.0,2.4,280.0,26.0,430,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J0430492+345610,67.705,34.9361,67.70512714017,34.93616211140,0.0112588,0.0023904,112.65,173303991979548288,67.70512714017,10.4308,34.93616211140,4.8654,,,,,,,,,61,2.9129,91.90,7.257,2.893e+00,3,,,5,,0,7.07404e+01,2.28567e+00,21.063198,3.73958e+01,6.00618e-01,21.406487,1.28047e+02,19.479475,2.339,1.927012,,,0,,,149920677051394055,,,,0.035189,0.017660,0.107081,21.063198,0.035189,7.07404e+01,1.014,10.4308,4.8654,-0.8478
1.330461,67.706667,34.9575,1445,1445,Auriga/CMC,J043049.6+345727,7.1,-0.72,1100.0,4.6,-0.84,1400.0,8.4,N,-,84.0,1.6,170.0,2.5,250.0,4.2,420.0,22.0,460.0,30.0,440.0,22.0,440.0,21.0,680.0,63.0,1000,110.0,,,,,,,,,,,,,,,,,,,,,,,320.0,4.5,,,660.0,12.0,,,,,,,,,,,,,,,SED,SSTgbs J0430496+345727,67.7067,34.9575,67.70704899632,34.95769638706,0.0005854,0.0004844,83.69,173304236792463488,67.70706016810,0.0273,34.95767487444,0.0193,1.8495,0.0306,60.5390,5.261,2.060,0.037,-4.840,0.030,276,7.7628,480.56,0.154,7.326e+00,31,,,16,1.350,0,2.64631e+04,5.71913e+02,14.630764,5.24023e+03,3.47541e+02,16.040167,3.36721e+04,13.429722,1.470,2.610445,,,0,,,149940677070309901,,,625067380,0.023626,0.072062,0.062600,14.630764,0.023626,2.64631e+04,0.047,0.5842,0.4858,0.0416
0.998011,67.710417,35.556389,1446,1446,Auriga/CMC,J043050.5+353323,6.5,-1.05,1500.0,0.048,-1.47,1800.0,0.1,N,-,1.6,0.051,3.5,0.096,4.3,0.11,3.6,0.18,3.4,0.17,3.0,0.15,3.1,0.16,4.2,0.43,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.16,,,3.0,1.0,,,,,,,,,,,,,,,SED,SSTgbs J0430505+353323,67.7104,35.5564,67.71071070320,35.55652957522,0.0218285,0.0145187,93.21,174884093266640256,67.71073111501,0.9540,35.55651040647,0.4906,2.7373,1.0614,2.5789,5.706,3.736,1.363,-4.313,0.909,213,2.6474,300.28,2.772,3.264e+00,95,1.0419,0.1617,13,1.131,0,1.52834e+02,1.06128e+00,20.226816,4.16052e+01,6.07052e+00,21.290672,2.85021e+02,18.610704,2.137,2.679968,,,0,,,150660677107368401,,,,0.008027,0.158442,0.047515,20.206096,0.007893,1.55779e+02,0.704,21.8094,14.5475,-0.0469
1.211994,67.712083,35.598333,1447,1447,Auriga/CMC,J043050.9+353554,2.8,-1.01,1600.0,0.036,-1.27,1700.0,0.049,N,-,2.0,0.056,2.9,0.071,2.8,0.09,2.3,0.11,2.1,0.1,1.9,0.1,2.3,0.12,2.7,0.31,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.18,,,2.9,0.96,,,,,,,,,,,,,,,SED,SSTgbs J0430509+353554,67.7121,35.5983,67.71238016526,35.59856743172,0.0068632,0.0052858,88.28,174884780461408896,67.71239985831,0.3211,35.59854423804,0.1944,2.4982,0.3544,7.0482,6.341,3.603,0.424,-5.219,0.328,219,-0.2557,275.71,0.854,1.730e+00,95,1.0262,0.0701,15,0.986,0,4.18203e+02,1.30533e+00,19.133900,4.40488e+01,8.53788e+00,21.228706,6.91948e+02,17.647710,1.760,3.580996,,,0,,,150710677123968885,,,628068007,0.004368,0.210464,0.019517,19.108309,0.004307,4.28177e+02,0.195,6.8619,5.2875,0.0159
0.131853,67.724583,35.503056,1449,1449,Auriga/CMC,J043053.9+353011,10.9,-0.62,1400.0,0.49,-1.85,1900.0,1.6,N,-,9.7,0.2,29.0,0.55,55.0,0.92,24.0,1.2,25.0,1.2,25.0,1.2,30.0,1.4,100.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.87,,,110.0,3.2,,,,,,,,,,,,,,,SED,SSTgbs J0430539+353011,67.7246,35.5031,67.72462484421,35.50304254436,0.0032907,0.0026100,86.24,174872032998363136,67.72463865547,0.1539,35.50301793808,0.1049,1.8770,0.1735,10.8191,6.087,2.530,0.204,-5.536,0.162,265,-0.1523,309.97,0.309,6.732e-01,31,,,16,0.992,0,9.17759e+02,1.16371e+01,18.280544,9.52791e+01,1.69429e+01,20.391048,1.54221e+03,16.777538,1.784,3.613510,,,0,,,150600677246294248,,,628068012,0.014040,0.193090,0.042480,18.280544,0.014040,9.17759e+02,0.215,3.2880,2.6133,0.0305
0.267930,67.729167,35.515556,1450,1450,Auriga/CMC,J043055.0+353056,3.1,-0.85,1600.0,0.089,-1.52,1700.0,0.13,N,-,4.9,0.11,7.2,0.15,7.4,0.15,4.7,0.23,3.6,0.18,2.9,0.15,2.4,0.12,18.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J0430550+353056,67.7292,35.5156,67.72923401567,35.51560663217,0.0034791,0.0025939,72.99,174872273516535040,67.72924378908,0.1556,35.51558634334,0.0984,2.2599,0.1743,12.9684,4.903,1.790,0.211,-4.565,0.166,241,2.0498,401.53,0.727,6.220e+00,95,1.1568,0.0297,14,1.095,0,1.34091e+03,1.98924e+00,17.868864,1.04590e+02,8.33160e+00,20.289822,2.19407e+03,16.394770,1.714,3.895052,,,0,,,150610677292429328,,,628068015,0.003192,0.086535,0.006068,17.843273,0.003173,1.37290e+03,0.108,3.4124,2.6811,0.1644
0.538510,309.048333,67.9525,1454,1454,Cepheus,J203611.6+675709,2.3,-0.31,610.0,0.53,-0.28,710.0,0.59,N,-,,,,,,,41.0,2.0,48.0,2.3,56.0,2.7,75.0,3.6,170.0,16.0,350,33.0,,,,,,,0.11,0.011,,,0.64,0.064,,,,,,,,,,,84.0,1.2,,,200.0,4.1,1600,100,,,,,,,,,,,,,SED,SSTgbs J2036116+675709,309.0483,67.9525,309.04858430704,67.95261609084,0.0028959,0.0024780,80.28,2246967838039390848,309.04867461327,0.1375,67.95260817703,0.1293,2.9654,0.1407,21.0719,7.832,7.627,0.183,-1.781,0.155,313,0.2544,566.84,0.957,8.737e+00,95,1.0423,0.0386,26,1.009,0,9.94938e+02,1.26757e+01,18.192877,6.18805e+01,6.71603e+00,20.859660,1.82187e+03,16.596605,1.893,4.263054,,,0,,,189543090486803878,,,790156206,0.014104,0.117870,0.048071,18.167286,0.013788,1.01867e+03,0.237,2.8848,2.4909,0.0520
0.783279,309.0825,67.941944,1455,1455,Cepheus,J203619.8+675631,6.5,-0.5,760.0,2.2,-0.64,2500.0,4.9,N,Y,,,,,,,230.0,12.0,240.0,16.0,220.0,10.0,260.0,13.0,630.0,59.0,1100,100.0,,,,,0.28,0.07,1.2,0.13,,,4.7,0.52,,,,,,,,,,,340.0,4.6,,,820.0,11.0,1600,100,500,100,,,,,,,,,,,SED,SSTgbs J2036198+675631,309.0825,67.9419,309.08276451925,67.94213757646,0.0008702,0.0007349,91.51,2246967876695385728,309.08285803146,0.0419,67.94213063036,0.0400,2.9620,0.0446,66.4487,8.055,7.902,0.055,-1.563,0.045,318,1.4859,519.01,0.273,6.202e+00,31,,,24,1.059,0,7.12842e+03,2.82800e+01,16.054884,7.23856e+02,1.60818e+01,18.189411,1.14341e+04,14.602387,1.706,3.587024,,,0,,,189533090828491299,,,790156224,0.005113,0.024282,0.013362,16.054884,0.005113,7.12842e+03,0.140,0.8701,0.7350,-0.0089
0.280928,309.929167,67.141667,1456,1456,Cepheus,J203943.0+670830,5.4,-0.09,1100.0,0.017,-0.3,2800.0,0.042,N,-,0.34,0.057,0.47,0.086,0.85,0.092,2.4,0.12,2.9,0.14,3.5,0.18,4.4,0.21,9.2,0.87,,,,,,,,,0.03,0.003,,,0.19,0.019,,,,,,,,,,,5.6,0.11,,,11.0,0.57,,,,,,,,,,,,,,,SED,SSTgbs J2039430+670830,309.9292,67.1417,309.92900674890,67.14171405820,0.0027715,0.0017490,153.70,2246776797893192448,309.92900674890,1.9916,67.14171405820,2.6027,,,,,,,,,67,1.6079,80.89,4.163,1.701e+00,3,,,7,,0,8.29846e+01,3.05760e+00,20.889874,5.04115e+01,1.50736e+01,21.082218,1.82871e+02,19.092535,2.811,1.989683,,,0,,,188573099291570842,,,,0.040099,0.324660,0.089130,20.889874,0.040099,8.29846e+01,1.478,1.9916,2.6027,-0.3542
0.688950,313.904583,77.638611,1458,1458,Cepheus,J205537.1+773819,0.5,-1.2,2100.0,0.023,-1.35,2200.0,0.025,N,-,5.7,0.13,7.1,0.16,7.0,0.21,6.0,0.29,5.1,0.25,4.3,0.22,4.2,0.2,4.1,0.39,,,,,,,,,0.087,0.0087,,,0.72,0.072,,,,,,,,,,,3.4,0.11,,,5.5,0.66,,,,,,,,,,,,,,,SED,SSTgbs J2055371+773819,313.9046,77.6386,313.90416566311,77.63878024067,0.0027856,0.0023140,107.97,2278778186898842240,313.90425165751,0.1336,77.63879939871,0.1284,2.5419,0.1361,18.6821,5.978,4.142,0.173,4.311,0.145,316,2.7140,432.02,0.703,3.772e+00,95,1.2453,0.0401,24,1.110,0,7.89471e+02,1.62698e+01,18.444025,6.30960e+01,9.03498e+00,20.838540,1.38283e+03,16.895977,1.832,3.942562,,,0,,,201163139043037338,,,839065172,0.022544,0.155496,0.063950,18.418434,0.022027,8.08300e+02,0.219,2.7442,2.3629,-0.1088
0.733458,314.282917,77.616389,1460,1460,Cepheus,J205707.9+773659,5.4,0.76,83.0,0.3,0.27,180.0,0.32,N,-,0.79,0.078,2.1,0.15,2.8,0.16,3.0,0.15,3.4,0.17,3.6,0.18,8.5,0.41,150.0,14.0,,,,,,,,,0.022,0.0022,,,,,,,,,,,,,,,,,,,,,3900,100,,,,,,,,,,,,,SED,SSTgbs J2057079+773659,314.2829,77.6164,314.28298484748,77.61659221820,0.0037311,0.0025916,41.17,2278766921200994816,314.28298484748,3.1367,77.61659221820,3.2861,,,,,,,,,89,6.2503,192.69,13.122,8.976e+01,3,,,11,,0,7.67511e+01,1.54820e+00,20.974655,4.99196e+01,1.75997e+01,21.092865,1.96921e+02,19.012165,3.216,2.080700,,,0,,,201143142829640680,,,,0.022074,0.382799,0.105705,20.974655,0.022074,7.67511e+01,1.870,3.1367,3.2861,0.3464
0.698695,314.304167,77.595278,1461,1461,Cepheus,J205713.0+773543,5.4,0.1,360.0,2.0,-0.04,530.0,2.4,N,Y,9.8,0.32,59.0,1.8,140.0,3.4,260.0,13.0,410.0,23.0,510.0,24.0,740.0,36.0,1900.0,180.0,9000,980.0,,,,,,,0.085,0.0085,,,0.65,0.065,,,,,,,,,,,880.0,11.0,,,2300.0,28.0,15000,1000,9500,2000,1100,1400.0,2000.0,300.0,,,890,10.0,,,SED,SSTgbs J2057130+773543,314.3042,77.5953,314.30385426069,77.59546008387,0.0137981,0.0107503,82.58,2278766749400949888,314.30393617276,0.5847,77.59548150433,0.5808,2.3040,0.6484,3.5532,6.237,3.959,0.869,4.820,0.668,295,5.6198,529.15,4.196,8.560e+00,95,0.8233,0.1609,26,1.241,0,1.77489e+02,1.93330e+00,20.064442,7.17534e+01,1.67649e+01,20.698935,5.86921e+02,17.826447,3.711,2.872488,,,0,,,201113143040745360,,,,0.012143,0.253693,0.036193,20.040679,0.011894,1.81416e+02,2.249,13.7528,10.8083,0.0645
0.508579,314.320833,77.616111,1463,1463,Cepheus,J205717.0+773658,9.0,-0.6,1300.0,0.091,-0.98,2700.0,0.34,N,-,6.3,0.19,17.0,0.47,26.0,0.56,39.0,1.9,43.0,2.1,39.0,1.9,41.0,1.9,77.0,7.1,,,,,,,,,0.028,0.0028,,,0.32,0.032,,,,,,,,,,,46.0,0.6,,,110.0,2.3,,,,,,,,,,,,,,,SED,SSTgbs J2057170+773658,314.3208,77.6161,314.32074880137,77.61625111317,0.0048588,0.0041807,83.03,2278766916905016704,314.32084822577,0.2142,77.61627084642,0.2203,2.4811,0.2295,10.8099,6.537,4.798,0.305,4.440,0.258,312,1.8124,444.77,1.010,2.577e+00,95,1.0830,0.0618,27,1.073,0,4.25302e+02,3.37872e+00,19.115623,4.86373e+01,7.25305e+00,21.121119,7.98243e+02,17.492558,1.991,3.628561,,,0,,,201143143208420314,,,,0.009055,0.161935,0.034256,19.090032,0.008864,4.35445e+02,0.420,4.8495,4.1915,0.0363
0.474932,314.666667,77.4625,1464,1464,Cepheus,J205840.0+772745,13.0,-0.36,930.0,0.038,-0.57,5000.0,1.2,N,-,0.79,0.048,2.7,0.11,6.4,0.17,20.0,1.0,24.0,1.1,24.0,1.1,24.0,1.2,41.0,3.8,,,,,,,,,0.05,0.005,,,0.19,0.019,,,,,,,,,,,29.0,0.4,,,54.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J2058400+772745,314.6667,77.4625,314.66635651475,77.46261340932,0.0066294,0.0054471,114.01,2278762037822229632,314.66643675620,0.2527,77.46263572638,0.2594,3.0365,0.2777,10.9362,6.370,3.919,0.402,5.021,0.350,327,0.4213,382.52,1.084,1.865e+00,95,1.1466,0.0897,24,1.016,0,2.86201e+02,5.20495e+00,19.545689,6.18551e+01,7.25732e+00,20.860104,4.40846e+02,18.137178,1.756,2.722925,,,0,,,200953146667645922,,,,0.019937,0.127418,0.064180,19.524265,0.019555,2.91904e+02,0.317,6.4487,5.6598,-0.1454
0.809730,314.814167,77.556111,1465,1465,Cepheus,J205915.4+773322,3.0,-1.2,2300.0,0.12,-1.66,2900.0,0.25,N,-,28.0,0.56,43.0,1.2,40.0,0.74,25.0,1.2,20.0,0.9,17.0,0.8,20.0,0.9,23.0,2.1,,,,,,,,,1.7,0.17,,,7.2,0.72,,,,,,,,,,,21.0,0.31,,,28.0,0.92,,,,,,,,,,,,,,,SED,SSTgbs J2059154+773322,314.8142,77.5561,314.81411285440,77.55633562218,0.0019422,0.0014238,79.73,2278763004191234944,314.81421718358,0.0827,77.55635704855,0.0882,2.8463,0.0995,28.6153,6.988,5.058,0.121,4.821,0.089,281,38.0112,2935.37,0.827,9.764e+01,31,,,24,2.995,0,1.24297e+04,1.65224e+01,15.451213,1.56937e+03,1.55590e+01,17.349226,1.76785e+04,14.129282,1.549,3.219944,,,0,,,201063148142018424,,,838066742,0.003110,0.011120,0.004867,15.451213,0.003110,1.24297e+04,0.035,1.9279,1.4432,0.1100
0.904709,314.822917,77.4825,1466,1466,Cepheus,J205917.5+772857,7.7,-1.2,1700.0,0.053,-1.67,3000.0,0.22,N,-,6.7,0.14,16.0,0.46,22.0,0.45,19.0,0.9,17.0,0.8,14.0,0.7,13.0,0.6,14.0,1.3,,,,,,,,,0.064,0.0064,,,0.48,0.048,,,,,,,,,,,12.0,0.2,,,15.0,0.73,,,,,,,,,,,,,,,SED,SSTgbs J2059175+772857,314.8229,77.4825,314.82258345608,77.48274068610,0.0034018,0.0027510,80.55,2278715239858470912,314.82267708108,0.1395,77.48276075893,0.1526,2.6734,0.1654,16.1641,6.422,4.566,0.213,4.516,0.171,340,-0.2635,520.63,0.949,5.613e+00,95,1.0417,0.0430,25,0.989,0,7.77947e+02,1.66909e+00,18.459991,4.75544e+01,4.55444e+00,21.145567,1.42327e+03,16.864680,1.891,4.280888,,,0,,,200983148226430121,,,838066744,0.003608,0.104022,0.008506,18.434400,0.003573,7.96501e+02,0.231,3.3859,2.7705,0.0691
0.766369,314.845,68.245278,1467,1467,Cepheus,J205922.8+681443,5.9,-0.49,1300.0,2.1,-0.77,3300.0,6.3,N,-,93.0,2.1,190.0,5.5,260.0,5.0,350.0,18.0,370.0,19.0,370.0,18.0,500.0,24.0,920.0,86.0,600,62.0,,,0.07,0.09,1.0,0.87,3.7,3.0,,,12.0,12.0,,,,,,,,,,,420.0,5.5,,,810.0,10.0,,,,,,,,,,,,,,,SED,SSTgbs J2059228+681443,314.845,68.2453,314.84523177420,68.24547277865,0.0004109,0.0003556,51.65,2270256357606156160,314.84531792752,0.0194,68.24546727290,0.0184,2.9905,0.0193,154.7337,7.291,7.184,0.024,-1.239,0.023,348,9.8079,660.37,0.156,9.928e+00,31,,,26,1.396,0,3.57125e+04,3.92257e+02,14.305317,5.82534e+03,2.48268e+02,15.925240,4.75847e+04,13.054228,1.496,2.871012,,,0,,,189893148453955479,,,792161487,0.012240,0.046357,0.029938,14.305317,0.012240,3.57125e+04,0.034,0.3905,0.3778,0.1396
0.360276,315.084583,68.140833,1468,1468,Cepheus,J210020.3+680827,1.5,-0.55,1200.0,0.39,-0.85,1500.0,0.46,N,-,16.0,0.36,35.0,0.87,41.0,0.8,41.0,2.0,44.0,2.1,44.0,2.1,47.0,2.2,120.0,11.0,710,140.0,,,,,0.43,0.043,2.5,0.25,,,2.1,0.21,,,,,,,,,,,63.0,1.1,,,220.0,5.1,,,,,,,,,,,,,,,SED,SSTgbs J2100203+680827,315.0846,68.1408,315.08435991477,68.14077717622,0.0010649,0.0009913,41.71,2270240208529136128,315.08445012115,0.0459,68.14077192666,0.0469,2.9716,0.0481,61.7486,7.649,7.557,0.064,-1.181,0.064,328,-0.1230,359.10,0.090,3.052e-01,31,,,27,0.994,0,2.90104e+03,7.27010e+01,17.030983,4.55105e+02,3.60605e+01,18.693264,4.38698e+03,15.642481,1.669,3.050783,,,0,,,189763150843859700,,,791162087,0.027348,0.086074,0.067971,17.030983,0.027348,2.90104e+03,0.181,1.0245,1.0329,0.0710
0.585679,315.13375,68.213056,1472,1472,Cepheus,J210032.1+681247,2.0,-1.3,1700.0,0.8,-1.49,2100.0,1.1,N,-,45.0,0.99,120.0,3.1,150.0,3.0,130.0,6.0,110.0,5.0,97.0,4.6,89.0,4.3,69.0,6.4,290,72.0,,,0.0023,2.0E-4,0.19,0.019,2.3,0.23,,,7.9,0.79,,,,,,,,,,,69.0,1.0,,,82.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J2100321+681247,315.1337,68.2131,315.13384213171,68.21321505424,0.0010645,0.0009072,36.69,2270243781939576448,315.13384213171,0.9663,68.21321505424,1.0112,,,,,,,,,293,219.6855,103148.23,11.240,4.281e+03,3,,,24,,0,3.43727e+03,4.23145e+01,16.846832,2.52204e+02,8.87206e+00,19.334162,7.98284e+03,14.992502,2.396,4.341660,,,0,,,189853151338406713,,,792161602,0.013647,0.038296,0.006146,16.846832,0.013647,3.43727e+03,0.728,0.9663,1.0112,0.1521
0.577428,315.1525,68.062222,1473,1473,Cepheus,J210036.6+680344,1.3,-2.3,3200.0,0.33,-2.53,3700.0,0.53,Y,-,35.0,0.71,48.0,1.2,38.0,0.81,20.0,1.0,13.0,0.6,8.6,0.41,5.4,0.25,1.8,0.29,,,,,0.41,0.041,2.8,0.28,15.0,1.5,,,20.0,2.0,,,,,,,,,,,2.7,0.13,,,4.7,0.48,,,,,,,,,,,,,,,SED,SSTgbs J2100366+680344,315.1525,68.0622,315.15261037606,68.06237700530,0.0005586,0.0005085,32.91,2270238902859089536,315.15269911347,0.0249,68.06237514438,0.0268,2.9683,0.0263,112.9947,7.471,7.459,0.033,-0.419,0.033,322,15.0084,838.41,0.242,2.009e+01,31,,,26,1.651,0,2.78406e+04,5.33801e+01,14.575670,5.92126e+03,5.01915e+01,15.907507,3.43025e+04,13.409581,1.445,2.497926,,,0,,,189673151526415646,,,791162129,0.003453,0.009617,0.006039,14.575670,0.003453,2.78406e+04,0.038,0.5238,0.5443,0.0856
0.882657,315.158333,77.116389,1474,1474,Cepheus,J210038.0+770659,3.2,-1.2,2300.0,0.014,-1.89,2800.0,0.028,N,-,3.3,0.1,5.2,0.18,5.0,0.14,3.1,0.15,2.2,0.11,1.6,0.09,0.96,0.052,3.7,0.38,,,,,,,,,0.069,0.0069,,,0.65,0.065,,,,,,,,,,,0.73,0.07,,,3.7,0.59,,,,,,,,,,,,,,,SED,SSTgbs J2100380+770659,315.1583,77.1164,315.15801680976,77.11662382795,0.0030338,0.0028850,56.67,2278688340479707904,315.15812118317,0.1379,77.11665216307,0.1505,3.4399,0.1550,22.1920,8.250,5.236,0.186,6.375,0.182,343,6.1826,613.06,1.081,8.550e+00,31,,,25,1.246,0,8.23048e+02,1.52488e+00,18.398804,6.90807e+01,6.87562e+00,20.740150,1.45902e+03,16.837738,1.857,3.902412,,,0,,,200543151581390731,,,836068677,0.003411,0.108100,0.008751,18.398804,0.003411,8.23048e+02,0.249,2.9896,2.9307,0.0461
0.292009,315.23125,68.190833,1475,1475,Cepheus,J210055.5+681127,1.5,-1.1,2300.0,0.096,-1.44,2600.0,0.13,N,-,12.0,0.26,14.0,0.37,13.0,0.25,8.9,0.43,7.8,0.37,7.0,0.34,8.4,0.4,9.7,0.95,,,,,,,0.22,0.022,0.31,0.031,,,2.7,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J2100555+681127,315.2312,68.1908,315.23139794343,68.19089265277,0.0013109,0.0010812,10.60,2270240723925216640,315.23148424351,0.0520,68.19088501088,0.0640,2.9188,0.0577,50.5552,7.416,7.214,0.068,-1.719,0.080,276,6.6770,583.52,0.391,7.304e+00,31,,,24,1.299,0,4.65812e+03,7.04688e+00,16.516840,4.96734e+02,1.17593e+01,18.598232,7.08428e+03,15.122157,1.627,3.476075,,,0,,,189823152313969841,,,791162170,0.003208,0.025854,0.006418,16.516840,0.003208,4.65812e+03,0.077,1.0897,1.3038,0.0699
0.274079,315.242083,68.160556,1476,1476,Cepheus,J210058.1+680938,2.7,-1.0,2100.0,0.16,-1.42,2500.0,0.27,N,-,18.0,0.42,25.0,0.71,25.0,0.45,17.0,0.8,15.0,0.7,14.0,0.7,17.0,0.8,21.0,2.0,,,,,,,,,,,,,5.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J2100581+680938,315.2421,68.1606,315.24221922304,68.16061281708,0.0022723,0.0014263,37.68,2270240414687574784,315.24221922304,1.7898,68.16061281708,1.9985,,,,,,,,,256,277.1839,198439.78,18.018,1.244e+04,3,,,22,,0,4.54567e+03,6.90452e+01,16.543373,4.81200e+02,1.80418e+01,18.632729,9.40805e+03,14.814146,2.176,3.818583,,,0,,,189793152421343523,,,791162176,0.016720,0.040803,0.005218,16.543373,0.016720,4.54567e+03,0.579,1.7898,1.9985,0.4232
