angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.263078,85.42725,-1.9381944,2928,05 41 42.54,-01 56 17.5,13.85,0.02,12.3,0.02,11.5,0.02,10.71,0.01,10.25,0.01,,,,,,,0.74,,D,2M,Simbad,85.42727122374,-1.93826433100,0.0086356,0.0065810,136.16,3216630784708401024,85.42727177758,0.3966,-1.93827563578,0.4103,3.1743,0.5498,5.7737,2.547,0.125,0.471,-2.544,0.463,354,2.8239,506.39,1.971,4.174e+00,95,1.0374,0.0916,19,1.108,0,2.28347e+02,9.40076e-01,19.790880,3.96190e+01,5.81638e+00,21.343782,4.66789e+02,18.075094,2.218,3.268688,,,0,,,105670854272644536,,,,0.005251,0.159419,0.021341,19.765289,0.005162,2.33793e+02,0.697,7.6360,7.7186,-0.2650
0.359438,85.5675833,-1.9374167,2929,05 42 16.22,-01 56 14.7,12.91,0.02,12.24,0.02,11.98,0.02,11.68,0.01,11.54,0.01,11.48,0.05,,,5.63,0.04,0.0,,D,2M,Simbad,85.56753459253,-1.93750387269,0.0007357,0.0005801,127.72,3216628624338545536,85.56753822528,0.0369,-1.93750214471,0.0351,2.5302,0.0474,53.3791,0.905,0.817,0.042,0.389,0.038,370,3.3721,481.08,0.152,2.943e+00,31,,,19,1.126,0,9.04540e+03,5.62248e+01,15.796297,2.30792e+03,9.88063e+01,16.930490,1.09515e+04,14.649209,1.466,2.281282,,,0,,,105670855675155445,,27703301,441015219,0.007290,0.046566,0.014842,15.796297,0.007290,9.04540e+03,0.091,0.6816,0.6428,-0.2261
0.185126,85.2837083,-1.9366667,2930,05 41 08.09,-01 56 12.0,15.09,0.04,14.53,0.04,14.0,0.06,13.68,0.06,13.32,0.04,,,,,,,0.0,,D,2M,Simbad,85.28365726130,-1.93667321525,0.0046750,0.0039954,106.56,3216631471902619008,85.28365784896,0.2470,-1.93666987466,0.2224,2.3428,0.3076,7.6164,0.763,0.132,0.283,0.752,0.244,311,3.1013,424.95,1.119,3.837e+00,95,1.2659,0.0573,19,1.127,0,4.87063e+02,2.33858e+00,18.968405,9.15726e+01,1.49609e+01,20.434128,8.02604e+02,17.486643,1.836,2.947485,,,0,,,105670852836436439,,,,0.005896,0.177407,0.029203,18.943546,0.005792,4.98344e+02,0.363,4.6236,4.0548,-0.0859
0.446930,85.4114167,-1.9340278,2932,05 41 38.74,-01 56 02.5,13.73,0.02,11.76,0.02,10.56,0.02,9.42,0.01,8.74,0.01,8.32,0.03,,,,,0.96,,D,2M,Simbad,85.41153830981,-1.93405310666,0.0108413,0.0086440,148.98,3216630853428028032,85.41153449351,0.5086,-1.93405865719,0.5355,3.4947,0.8218,4.2526,1.515,-0.858,0.574,-1.249,0.619,333,2.5221,449.10,2.295,3.760e+00,95,0.8368,0.1228,18,1.099,0,1.61553e+02,1.49290e+00,20.166580,4.94572e+01,1.40529e+01,21.102968,3.08940e+02,18.523210,2.218,2.579758,,,0,,,,,,,0.010405,0.308518,0.070700,20.147546,0.010237,1.64410e+02,0.800,9.2784,10.3036,-0.1978
0.519614,85.409125,-1.9266944,2937,05 41 38.19,-01 55 36.1,12.82,0.02,11.51,0.02,11.01,0.02,10.19,0.01,9.97,0.01,,,,,,,0.63,,D,2M,Simbad,85.40924275579,-1.92677796112,0.0018473,0.0017657,86.58,3216630853428027776,85.40924262167,0.0936,-1.92678368719,0.0927,2.4088,0.1188,20.2699,1.289,-0.030,0.113,-1.288,0.106,383,-1.8235,569.14,0.454,4.410e+00,95,1.1223,0.0210,20,0.933,0,1.74458e+03,1.30934e+01,17.583140,1.55021e+02,1.54383e+01,19.862564,3.03915e+03,16.041018,1.831,3.821547,,,0,,,105680854092408329,,,,0.008602,0.108162,0.027770,17.557549,0.008422,1.78619e+03,0.234,1.8471,1.7660,0.0054
0.482624,85.381,-1.9257222,2938,05 41 31.44,-01 55 32.6,13.76,0.05,11.94,0.04,10.77,0.03,9.3,0.01,8.77,0.01,8.32,0.01,7.76,0.03,,,0.8,-1.07,D,2M,Simbad,85.38110458481,-1.92580614658,0.0085104,0.0073106,138.20,3216631029520239232,85.38111466349,0.4487,-1.92580616076,0.4662,3.8025,0.6184,6.1493,2.266,2.266,0.481,-0.003,0.477,299,9.5217,770.06,2.908,1.806e+01,95,0.7391,0.0981,18,1.417,0,3.59776e+02,9.17924e+00,19.297287,1.71319e+02,3.04289e+01,19.754030,7.69248e+02,17.532730,2.614,2.221300,,,0,,,105680853810319567,,,,0.027838,0.192864,0.097607,19.284578,0.027517,3.64012e+02,1.248,7.8663,7.9995,-0.1499
0.428992,85.435125,-1.9230278,2940,05 41 44.43,-01 55 22.9,13.66,0.04,11.34,0.04,9.81,0.04,8.5,0.02,7.9,0.01,,,,,,,1.17,,D,2M,Simbad,85.43501878988,-1.92308195077,0.0139002,0.0096284,137.98,3216632296537048192,85.43502067116,0.6343,-1.92309523399,0.6384,3.1296,0.8327,3.7582,3.019,0.423,0.719,-2.989,0.730,330,3.7288,482.39,2.799,4.140e+00,95,1.1067,0.1323,20,1.149,0,1.49819e+02,8.42010e-01,20.248447,2.89882e+01,4.40583e+00,21.682990,3.32661e+02,18.442892,2.414,3.240097,,,0,,,105690854350182725,,,,0.006695,0.165042,0.038089,20.222856,0.006566,1.53393e+02,0.898,11.7367,12.1726,-0.3499
0.396618,85.383,-1.9218611,2943,05 41 31.92,-01 55 18.7,12.43,0.03,10.76,0.03,10.0,0.03,8.86,0.01,8.39,0.01,7.92,0.01,7.13,0.02,,,0.9,-0.85,D,2M,Simbad,85.38310493174,-1.92189485695,0.0024302,0.0020554,135.17,3216631093946192256,85.38310349886,0.1181,-1.92189651208,0.1171,2.5719,0.1667,15.4281,0.492,-0.322,0.138,-0.372,0.135,335,-1.0380,618.61,0.733,9.505e+00,95,1.0793,0.0262,19,0.959,0,1.64064e+03,7.75324e+00,17.649836,9.45822e+01,1.41441e+01,20.399020,2.73821e+03,16.154228,1.727,4.244791,,,0,,,,,,,0.005824,0.162388,0.022045,17.624245,0.005719,1.67977e+03,0.073,2.2495,2.2517,-0.1660
0.331901,85.841375,-1.9195278,2945,05 43 21.93,-01 55 10.3,15.56,0.06,15.11,0.08,14.9,0.13,14.63,0.02,13.8,0.02,,,,,,,0.0,,D,2M,Simbad,85.84134839110,-1.91961607580,0.0026826,0.0022638,94.90,3216585434147458048,85.84134448956,0.1358,-1.91961634862,0.1230,0.7779,0.1821,4.2725,0.879,-0.877,0.165,-0.061,0.136,329,-0.5788,322.82,0.000,2.233e-15,31,,,19,0.976,0,7.96992e+02,1.39450e+00,18.433731,1.89250e+02,8.80240e+00,19.645954,9.29787e+02,17.326937,1.404,2.319017,,,0,,,105690858413496899,,27705001,,0.003347,0.050577,0.014785,18.433731,0.003347,7.96992e+02,0.024,2.6798,2.2671,-0.0290
0.530573,85.4257083,-1.9195,2946,05 41 42.17,-01 55 10.2,12.87,0.03,11.32,0.03,10.58,0.02,9.54,0.01,9.06,0.01,,,,,,,0.77,,D,2M,Simbad,85.42585217826,-1.91946769548,0.0059573,0.0045676,132.21,3216632335190294400,85.42585435206,0.2831,-1.91947538631,0.2831,1.7991,0.3766,4.7771,1.798,0.489,0.331,-1.730,0.315,356,22.7786,1842.70,2.621,4.551e+01,31,,,20,1.972,0,9.28826e+02,6.93378e+00,18.267530,4.92635e+01,7.07194e+00,21.107230,1.83784e+03,16.587130,2.032,4.520100,,,0,,,105690854258497096,,,,0.008561,0.155886,0.023880,18.267530,0.008561,9.28826e+02,0.339,5.3747,5.2407,-0.2584
0.237272,85.4824167,-1.9192222,2947,05 41 55.78,-01 55 09.2,12.78,0.04,11.78,0.04,11.24,0.04,10.78,0.01,10.55,0.01,,,,,,,0.21,,D,2M,Simbad,85.48247398190,-1.91925485667,0.0010698,0.0008482,129.69,3216629410319043584,85.48247241159,0.0532,-1.91925149203,0.0500,2.5367,0.0697,36.3916,0.835,-0.353,0.061,0.757,0.057,364,-3.4947,584.28,0.299,6.254e+00,95,1.2037,0.0117,20,0.871,0,5.08355e+03,2.92308e+01,16.421950,1.17670e+03,5.00760e+01,17.661873,7.56306e+03,15.051151,1.719,2.610722,,,0,,,105690854824557346,,,441015204,0.006824,0.046289,0.017848,16.402389,0.006722,5.17596e+03,0.296,0.9855,0.9449,-0.2243
0.313740,85.4624583,-1.9185556,2948,05 41 50.99,-01 55 06.8,12.45,0.04,10.49,0.04,9.19,0.04,7.36,0.01,6.7,0.01,5.5,0.02,3.63,0.04,,,0.88,1.52,D,2M,Simbad,85.46240324375,-1.91862318211,0.0039272,0.0032106,148.89,3216629444678777472,85.46240048794,0.1825,-1.91862650658,0.1993,2.6063,0.2828,9.2153,0.971,-0.620,0.210,-0.748,0.225,334,-2.3076,470.04,0.940,4.592e+00,95,0.9811,0.0426,19,0.910,0,6.48077e+02,3.18993e+00,18.658300,1.32057e+02,1.25362e+01,20.036640,1.68232e+03,16.683125,2.800,3.353516,,,0,,,105690854623888099,,,,0.006013,0.103107,0.030029,18.632709,0.005902,6.63533e+02,1.267,3.4166,3.7493,-0.1766
0.386127,85.3621667,-1.9144167,2952,05 41 26.92,-01 54 51.9,12.23,0.02,11.33,0.02,10.93,0.02,10.51,0.01,10.24,0.01,,,,,,,0.18,,D,2M,Simbad,85.36227400776,-1.91441526020,0.0032198,0.0026966,127.32,3216631854153960320,85.36227442019,0.1587,-1.91441803357,0.1596,2.2287,0.2141,10.4097,0.631,0.093,0.186,-0.624,0.173,348,72.4183,8779.70,1.452,2.161e+02,31,,,20,4.793,0,8.32005e+03,2.91289e+01,15.887052,1.03989e+03,3.58089e+01,17.796078,1.26396e+04,14.493562,1.644,3.302516,,,0,,,105700853622813168,,,441015145,0.004695,0.037492,0.009571,15.887052,0.004695,8.32005e+03,0.119,3.0380,2.8999,-0.1694
0.395999,85.403375,-1.9133889,2953,05 41 36.81,-01 54 48.2,14.46,0.07,12.75,0.06,11.8,0.04,10.82,0.01,10.36,0.01,9.74,0.03,,,,,0.82,,D,2M,Simbad,85.40348267602,-1.91336612383,0.0060625,0.0013766,129.88,3216632537055207040,85.40348267602,4.7353,-1.91336612383,4.0281,,,,,,,,,97,2.8022,134.62,5.004,2.567e+00,3,,,11,,0,9.05046e+01,1.93345e+00,20.795690,1.36978e+02,3.90393e+01,19.996916,2.33472e+02,18.827309,4.093,1.169607,,,0,,,105700854034764435,,,,0.023358,0.309452,0.158667,20.795690,0.023358,9.05046e+01,2.860,4.7353,4.0281,-0.8992
0.267030,85.3867917,-1.9123889,2956,05 41 32.83,-01 54 44.6,13.74,0.04,12.77,0.03,12.18,0.02,11.41,0.02,11.04,0.01,,,,,,,0.13,,D,2M,Simbad,85.38685838941,-1.91235635122,0.0028329,0.0025407,128.72,3216631128305931008,85.38686153366,0.1358,-1.91236056320,0.1371,2.8469,0.1756,16.2112,1.182,0.707,0.167,-0.948,0.160,334,1.1454,608.75,0.792,7.694e+00,95,1.0891,0.0315,21,1.044,0,1.25400e+03,5.88508e+00,17.941626,1.67055e+02,3.00218e+01,19.781391,2.29533e+03,16.345783,1.964,3.435608,,,0,,,,,,,0.005793,0.195139,0.043278,17.916035,0.005689,1.28390e+03,0.419,2.7223,2.6589,-0.1059
0.210962,85.4575,-1.9083889,2962,05 41 49.80,-01 54 30.2,10.35,0.03,8.53,0.03,7.55,0.02,6.98,0.01,6.61,0.01,6.17,0.01,5.08,0.01,,,0.94,-0.66,D,2M,Simbad,85.45751789559,-1.90844470425,0.0182313,0.0002013,138.05,3216632403909099776,85.45751789559,12.1875,-1.90844470425,13.5605,,,,,,,,,53,2.3055,73.43,0.492,8.388e-01,3,,,5,,0,9.82535e+02,6.48010e+00,18.206497,,,,,,,,,,0,,,,,,,0.007673,,,18.206497,0.007673,9.82535e+02,,12.1875,13.5605,-0.9998
0.554440,85.4575,-1.9083889,2962,05 41 49.80,-01 54 30.2,10.35,0.03,8.53,0.03,7.55,0.02,6.98,0.01,6.61,0.01,6.17,0.01,5.08,0.01,,,0.94,-0.66,D,2M,Simbad,85.45765387362,-1.90838062049,0.0098819,0.0074192,125.81,3216632403909768576,85.45765076142,0.4765,-1.90838595988,0.4443,2.1945,0.6051,3.6267,1.390,-0.700,0.561,-1.201,0.502,379,96.0738,39962.26,4.937,1.269e+03,31,,,20,6.108,0,4.16993e+03,1.53696e+01,16.637045,1.35644e+02,1.31167e+01,20.007542,9.48130e+03,14.805726,2.306,5.201816,,,0,,,105710854576280409,,,441015194,0.004859,0.105027,0.006239,16.637045,0.004859,4.16993e+03,0.518,9.1140,8.3446,-0.2658
0.285308,85.373,-1.9070833,2963,05 41 29.52,-01 54 25.5,11.88,0.03,10.54,0.02,9.98,0.02,9.48,0.01,9.3,0.01,8.8,0.01,7.99,0.04,,,0.64,-1.07,D,2M,Simbad,85.37306351768,-1.90713074332,0.0016585,0.0013512,127.80,3216631888513698176,85.37306329812,0.0790,-1.90712859522,0.0788,2.6316,0.1046,25.1567,0.486,-0.049,0.095,0.483,0.088,353,-1.0683,1273.78,0.657,3.112e+01,95,1.1130,0.0171,20,0.959,0,5.65230e+03,1.93174e+01,16.306805,7.59465e+02,4.39797e+01,18.137274,9.24130e+03,14.833563,1.769,3.303711,,,0,,,105710853730731910,,,441015151,0.004622,0.062936,0.011866,16.281214,0.004553,5.78711e+03,0.244,1.5503,1.4742,-0.1960
1.612249,85.373,-1.9070833,2963,05 41 29.52,-01 54 25.5,11.88,0.03,10.54,0.02,9.98,0.02,9.48,0.01,9.3,0.01,8.8,0.01,7.99,0.04,,,0.64,-1.07,D,2M,Simbad,85.37340966818,-1.90726475162,0.0745494,0.0030680,37.29,3216631888513041152,85.37340966818,45.2266,-1.90726475162,59.3430,,,,,,,,,41,3.8066,77.80,9.700,2.838e+00,3,,,5,,0,7.32725e+01,3.09580e+00,21.025015,,,,,,,,,,0,,,105710853733721802,,,,0.045956,,,21.025015,0.045956,7.32725e+01,,45.2266,59.3430,0.9964
0.364212,85.40675,-1.9068056,2965,05 41 37.62,-01 54 24.5,12.94,0.1,11.22,0.08,10.41,0.05,9.76,0.01,9.4,0.01,8.58,0.03,,,,,0.94,,D,2M,Simbad,85.40680125379,-1.90689284277,0.0087747,0.0069474,124.48,3216632541348725248,85.40678960475,0.4215,-1.90688035352,0.4097,3.3153,0.5335,6.2144,3.842,-2.620,0.505,2.810,0.455,371,36.7367,3194.21,3.943,8.719e+01,95,1.1800,0.0889,20,2.631,0,7.74224e+02,5.23156e+00,18.465200,1.87751e+02,2.56918e+01,19.654585,1.68178e+03,16.683472,2.415,2.971113,,,0,,,105710854067902201,,,,0.007837,0.148598,0.047920,18.440008,0.007680,7.92398e+02,0.938,8.2334,7.5810,-0.2148
0.385412,85.4009167,-1.9066944,2966,05 41 36.22,-01 54 24.1,12.38,0.03,10.28,0.02,8.89,0.02,7.43,0.01,6.87,0.01,6.43,0.01,5.74,0.01,,,0.98,-0.91,D,2M,Simbad,85.40099876321,-1.90676320920,0.0020572,0.0014522,121.92,3216632610068202752,85.40100221684,0.0977,-1.90676986648,0.0894,2.5987,0.1112,23.3594,1.687,0.777,0.116,-1.498,0.098,354,-0.1963,847.26,0.634,1.738e+01,95,1.0866,0.0197,21,0.992,0,3.08976e+03,9.46300e+01,16.962553,8.26746e+02,4.43486e+01,18.045110,6.33785e+03,15.243040,2.319,2.802071,,,0,,,,,,441015165,0.033367,0.058308,0.071658,16.939868,0.032682,3.15500e+03,0.867,1.9076,1.6439,-0.3039
0.181563,85.6612083,-1.9062222,2968,05 42 38.69,-01 54 22.4,12.58,0.02,11.93,0.02,11.55,0.02,10.92,0.01,10.59,0.01,10.06,0.01,8.84,0.01,5.97,0.02,0.0,-0.43,D,2M,Simbad,85.66118458270,-1.90626671648,0.0011866,0.0009007,114.15,3216588079847268352,85.66118236025,0.0587,-1.90626252959,0.0508,2.2723,0.0714,31.8264,1.066,-0.500,0.071,0.942,0.058,397,3.8083,766.07,0.375,8.332e+00,31,,,20,1.138,0,4.58958e+03,6.70033e+00,16.532934,3.37818e+02,1.07056e+01,19.016834,7.37820e+03,15.078020,1.681,3.938814,,,0,,,105710856612012947,,27703666,441015233,0.003179,0.034520,0.005327,16.532934,0.003179,4.58958e+03,0.069,1.1437,0.9546,-0.2041
0.125919,85.3623333,-1.9026111,2976,05 41 26.96,-01 54 09.4,13.34,0.02,12.27,0.02,11.59,0.02,10.5,0.01,9.77,0.01,9.26,0.01,8.47,0.02,,,0.2,-0.55,D,2M,Simbad,85.36232512462,-1.90264510987,0.0061230,0.0051123,124.90,3216631918579911808,85.36233174441,0.3044,-1.90263438922,0.2948,2.3066,0.3935,5.8619,2.835,1.489,0.356,2.412,0.328,328,94.1975,14067.07,2.865,4.682e+02,95,1.4360,0.0642,20,6.475,0,4.58146e+03,2.28725e+01,16.534857,1.69499e+03,5.56332e+01,17.265621,5.78171e+03,15.342754,1.632,1.922867,,,0,,,105710853623347301,,,441015146,0.006081,0.035745,0.021414,16.527359,0.006047,4.61321e+03,0.308,5.8116,5.4638,-0.1678
0.533802,85.4544167,-1.9023611,2977,05 41 49.06,-01 54 08.5,14.24,0.05,13.0,0.05,12.15,0.04,11.04,0.02,10.41,0.01,,,,,,,0.29,,D,2M,Simbad,85.45454847283,-1.90242922873,0.0059013,0.0044046,140.33,3216632433975845504,85.45454889442,0.2659,-1.90243784040,0.2778,2.5112,0.3882,6.4693,1.940,0.095,0.312,-1.938,0.321,359,1.0003,476.93,1.039,2.261e+00,95,1.0355,0.0624,20,1.037,0,3.44115e+02,1.22190e+00,19.345608,5.29691e+01,9.44695e+00,21.028486,5.98626e+02,17.805006,1.894,3.223480,,,0,,,105710854545477539,,,,0.004739,0.193660,0.019391,19.320017,0.004666,3.52322e+02,0.380,5.0681,5.3423,-0.2799
0.428053,85.3807083,-1.9015278,2980,05 41 31.37,-01 54 05.5,13.96,0.04,12.75,0.03,12.18,0.02,11.63,0.01,11.34,0.01,,,,,,,0.47,,D,2M,Simbad,85.38081504703,-1.90147530543,0.0033010,0.0029342,133.93,3216631884220174208,85.38081270215,0.1633,-1.90148028069,0.1684,2.7948,0.2213,12.6273,1.237,-0.527,0.192,-1.119,0.187,343,-3.0771,447.98,0.620,2.063e+00,95,1.0195,0.0397,20,0.883,0,6.82190e+02,5.30381e+00,18.602604,2.43711e+02,3.14182e+01,19.371357,1.64327e+03,16.708622,2.766,2.662735,,,0,,,105710853808118694,,,,0.008880,0.139997,0.064005,18.582170,0.008730,6.95151e+02,1.335,3.1298,3.1162,-0.1171
0.449828,85.354,-1.8996944,2983,05 41 24.96,-01 53 58.9,14.47,0.03,13.28,0.03,12.54,0.02,11.79,0.01,11.42,0.01,11.14,0.06,,,,,0.31,,D,2M,Simbad,85.35410304676,-1.89976515379,0.0077995,0.0070691,145.50,3216631918579962368,85.35410221501,0.3902,-1.89977308563,0.4041,2.5126,0.5631,4.4620,1.794,-0.187,0.449,-1.785,0.454,305,2.4051,457.55,1.930,4.627e+00,95,1.0345,0.0931,19,1.099,0,2.73252e+02,1.61599e+00,19.595959,4.89366e+01,7.82317e+00,21.114458,4.83709e+02,18.036434,1.949,3.078024,,,0,,,105720853541100736,,,,0.006987,0.173592,0.031691,19.570368,0.006850,2.79769e+02,0.457,7.3114,7.5729,-0.0916
0.546841,85.4032917,-1.8996667,2984,05 41 36.79,-01 53 58.8,12.44,0.03,10.73,0.03,9.89,0.04,9.14,0.01,8.61,0.01,8.12,0.02,7.27,0.05,,,0.89,-0.7,D,2M,Simbad,85.40342273583,-1.89974365547,0.0009078,0.0006790,127.37,3216632610068470400,85.40342273583,0.8309,-1.89974365547,0.7712,,,,,,,,,322,89.1994,12035.59,7.638,4.252e+02,3,,,21,,0,9.50440e+02,1.03533e+01,18.242556,1.37266e+02,1.50528e+01,19.994633,2.69170e+03,16.172829,2.976,3.821804,,,0,,,105720854034360754,,,,0.012144,0.119096,0.023528,18.242556,0.012144,9.50440e+02,1.379,0.8309,0.7712,-0.2732
0.361394,85.4127917,-1.8995556,2986,05 41 39.07,-01 53 58.4,12.29,0.03,10.14,0.02,8.93,0.02,7.94,0.01,7.35,0.01,7.03,0.01,6.69,0.04,,,1.19,-1.44,D,2M,Simbad,85.41289015182,-1.89957548679,0.0041652,0.0034799,131.95,3216632571414799232,85.41289479849,0.1980,-1.89958095041,0.2023,2.7384,0.2647,10.3464,1.613,1.045,0.238,-1.229,0.228,345,0.0283,528.44,1.058,5.238e+00,95,0.9546,0.0450,20,1.000,0,5.91684e+02,1.33092e+00,18.757143,4.21857e+01,1.01422e+01,21.275629,1.11076e+03,17.133848,1.949,4.141781,,,0,,,105720854128910976,,,,0.003682,0.261046,0.017749,18.731552,0.003644,6.05796e+02,0.309,3.8740,3.8014,-0.1769
0.312328,85.3915,-1.8975556,2990,05 41 33.96,-01 53 51.2,13.96,0.03,12.21,0.03,11.35,0.03,10.01,0.01,9.56,0.01,8.75,0.04,,,,,0.93,,D,2M,Simbad,85.39158503851,-1.89753818435,0.0056768,0.0047725,129.08,3216633361688977920,85.39158800559,0.2686,-1.89754487320,0.2746,2.2350,0.3670,6.0899,1.646,0.667,0.329,-1.505,0.311,326,1.0160,509.14,1.643,6.285e+00,95,0.9922,0.0680,20,1.039,0,4.37189e+02,2.78977e+00,19.085693,1.27058e+02,6.76081e+01,20.078535,6.05775e+02,17.792118,1.676,2.286417,,,0,,,105720853915893426,,,,0.007456,0.577730,0.043679,19.071821,0.007374,4.42810e+02,0.301,5.3359,5.1508,-0.1682
0.564387,85.3989583,-1.8966667,2991,05 41 35.75,-01 53 48.0,16.65,0.13,15.23,0.07,14.05,0.06,12.52,0.03,11.42,0.02,,,,,,,0.28,,P,2M,Simbad,85.39901617568,-1.89681241264,0.0198788,0.0019902,134.44,3216632605774735616,85.39901617568,14.2607,-1.89681241264,13.9914,,,,,,,,,57,2.0824,75.40,4.765,1.695e+00,3,,,6,,0,8.22249e+01,3.05450e+00,20.899858,1.28302e+02,3.42996e+01,20.067957,3.27801e+02,18.458870,5.547,1.609087,,,0,,,105720853989394312,,,,0.040427,0.290268,0.225698,20.899858,0.040427,8.22249e+01,4.264,14.2607,13.9914,-0.9801
0.355402,85.4012917,-1.8942222,2993,05 41 36.31,-01 53 39.2,14.16,0.03,12.49,0.02,11.72,0.02,10.23,0.01,9.74,0.01,9.1,0.03,,,,,0.89,,D,2M,Simbad,85.40135759186,-1.89429574714,0.0078511,0.0067666,132.93,3216632640134474624,85.40136022570,0.3792,-1.89430123467,0.3838,3.1880,0.5203,6.1273,1.369,0.592,0.453,-1.235,0.438,352,1.8360,516.69,2.254,6.251e+00,95,0.9757,0.0880,20,1.070,0,2.75344e+02,1.08487e+00,19.587677,4.02187e+01,7.38786e+00,21.327470,4.75482e+02,18.055060,1.873,3.272411,,,0,,,105720854013947308,,,,0.005088,0.199461,0.051003,19.562086,0.005005,2.81911e+02,0.352,7.3678,7.2898,-0.1472
0.279535,85.4039167,-1.8942222,2994,05 41 36.94,-01 53 39.2,14.47,0.04,12.7,0.02,11.58,0.02,10.36,0.01,9.85,0.01,9.3,0.04,,,,,0.78,,D,2M,Simbad,85.40393247681,-1.89429823079,0.0016291,0.0014197,161.58,3216632640134475520,85.40393247681,1.4420,-1.89429823079,1.6094,,,,,,,,,116,4.3992,189.34,5.630,3.360e+00,3,,,10,,0,9.52825e+01,1.84084e+00,20.739834,6.38777e+01,1.74686e+01,20.825169,2.54971e+02,18.731670,3.346,2.093498,,,0,,,105720854038917315,,,,0.021156,0.296928,0.126578,20.739834,0.021156,9.52825e+01,1.998,1.4420,1.6094,-0.0825
0.143353,85.3917083,-1.8941667,2995,05 41 34.01,-01 53 39.0,15.39,0.04,14.13,0.02,13.34,0.03,12.27,0.02,11.9,0.02,,,,,,,0.36,,D,2M,Simbad,85.39174683381,-1.89415658012,0.0197196,0.0171260,37.36,3216633361688978048,85.39174039180,0.8531,-1.89416568686,0.8959,2.0255,1.2858,1.5753,2.509,-1.449,1.124,-2.049,1.136,243,4.0370,373.06,4.360,5.036e+00,95,1.1940,0.2116,18,1.190,0,1.31152e+02,1.05829e+00,20.392931,6.92055e+01,2.46298e+01,20.738192,2.46405e+02,18.768770,2.406,1.969421,,,0,,,105720853917457503,,,,0.009184,0.386417,0.093572,20.384643,0.009121,1.32157e+02,1.076,18.1244,18.8061,0.1352
0.308482,85.5310417,-1.8934722,2997,05 42 07.45,-01 53 36.5,12.79,0.03,11.56,0.02,10.72,0.02,9.34,0.01,8.76,0.01,8.23,0.01,7.49,0.01,,,0.29,-0.71,D,2M,Simbad,85.53099304314,-1.89354275333,0.0010578,0.0007501,127.13,3216629753916469632,85.53099304314,0.9573,-1.89354275333,0.8749,,,,,,,,,338,136.3735,30796.82,8.287,8.932e+02,3,,,18,,0,1.36097e+03,1.72801e+01,17.852745,1.86182e+02,2.18457e+01,19.663698,3.63981e+03,15.845200,2.811,3.818499,,,0,,,105720855310238198,,27693764,441015213,0.014058,0.127426,0.026470,17.852745,0.014058,1.36097e+03,1.215,0.9573,0.8749,-0.3197
0.822149,85.4555,-1.8922222,3001,05 41 49.32,-01 53 32.0,14.36,0.12,12.64,0.07,11.57,0.05,10.42,0.01,9.88,0.01,9.48,0.01,8.54,0.03,,,0.74,-0.72,D,2M,Simbad,85.45546470279,-1.89244783361,0.0137721,0.0038759,126.85,3216632502695533440,85.45546470279,11.2627,-1.89244783361,8.8229,,,,,,,,,50,3.8388,91.06,10.063,2.762e+00,3,,,5,,0,5.93586e+01,2.01713e+00,21.253658,1.35440e+02,1.43957e+01,20.009174,2.20661e+02,18.888584,5.999,1.120590,,,0,,,,,,,0.036998,0.115435,0.380820,21.253658,0.036998,5.93586e+01,4.771,11.2627,8.8229,-0.8435
0.336788,85.3959167,-1.89125,3002,05 41 35.02,-01 53 28.5,14.61,0.02,13.27,0.02,12.63,0.02,11.7,0.01,11.42,0.01,,,,,,,0.56,,D,2M,Simbad,85.39595512795,-1.89133530480,0.0053077,0.0045243,135.30,3216633396048717312,85.39595873659,0.2551,-1.89134261034,0.2587,3.1773,0.3484,9.1187,1.833,0.811,0.303,-1.644,0.297,352,-1.6098,487.22,1.353,4.714e+00,95,0.9247,0.0614,21,0.938,0,4.39688e+02,3.60454e+00,19.079506,4.96466e+02,3.46998e+01,18.598820,1.37698e+03,16.900574,4.261,1.698246,,,0,,,,,,,0.009318,0.075937,0.030726,19.075615,0.009287,4.41266e+02,2.966,4.9276,4.9356,-0.1583
