angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.359912,84.1095,-5.3083056,2081,05 36 26.28,-05 18 29.9,13.41,0.02,12.72,0.03,12.4,0.02,11.78,0.01,11.49,0.01,11.19,0.02,10.39,0.02,6.75,0.03,0.0,-1.25,D,2M,Simbad,84.10949333511,-5.30840535493,0.0009445,0.0008239,83.64,3017356744705067776,84.10950017409,0.0459,-5.30840405523,0.0427,2.5188,0.0681,37.0013,1.560,1.532,0.059,0.292,0.050,483,-0.7657,488.26,0.000,0.000e+00,31,,,21,0.975,0,2.87247e+03,9.12930e+00,17.041727,3.35336e+02,1.32804e+01,19.024841,4.15371e+03,15.701806,1.563,3.323035,,,0,,,101630841094930356,1237667726977007733,27402500,,0.004416,0.043089,0.009502,17.041727,0.004416,2.87247e+03,0.035,0.9431,0.8254,0.0302
0.138776,83.763125,-5.3083056,2082,05 35 03.15,-05 18 29.9,12.7,0.02,11.79,0.03,11.5,0.02,10.99,0.01,10.78,0.01,10.61,0.02,,,,,0.29,,D,2M,Simbad,83.76315830248,-5.30832525838,0.0007451,0.0006261,86.43,3017365540799887104,83.76316107509,0.0357,-5.30832298225,0.0317,2.5238,0.0514,49.0867,0.805,0.621,0.046,0.512,0.038,429,1.1590,1050.47,0.344,2.003e+01,95,1.2860,0.0094,20,1.039,0,1.25646e+04,9.79126e+01,15.439495,5.31014e+03,5.06591e+02,16.025776,1.66428e+04,14.194826,1.747,1.830950,,,0,,,101630837631510418,,27401518,424014293,0.008898,0.103618,0.035580,15.435358,0.008868,1.26126e+04,0.435,0.7447,0.6266,0.0217
0.270559,84.0792917,-5.3079444,2083,05 36 19.03,-05 18 28.6,14.16,0.02,13.59,0.04,13.27,0.03,12.92,0.01,12.72,0.01,12.5,0.05,11.95,0.08,8.27,0.09,0.0,-1.73,D,2M,Simbad,84.07922350759,-5.30797661647,0.0014885,0.0013280,84.69,3017368530095330432,84.07923004879,0.0725,-5.30797834416,0.0686,2.6203,0.1058,24.7747,1.516,1.465,0.092,-0.389,0.081,478,1.8818,840.33,0.563,8.413e+00,95,1.1565,0.0202,22,1.061,0,1.91661e+03,2.09581e+00,17.481035,2.31936e+02,1.02707e+01,19.425120,2.77308e+03,16.140491,1.568,3.284628,,,0,,,101630840792280848,1237667726977007739,27402441,,0.003000,0.048160,0.007238,17.455444,0.002989,1.96232e+03,0.045,1.4872,1.3295,0.0211
0.418630,83.7832083,-5.3073333,2084,05 35 07.97,-05 18 26.4,14.77,0.02,13.66,0.03,13.07,0.02,12.2,0.04,11.84,0.03,,,,,,,0.31,,D,2M,Simbad,83.78330792509,-5.30739398116,0.0063318,0.0051927,102.59,3017366949548429312,83.78331303434,0.2975,-5.30739620973,0.2696,2.8154,0.4445,6.3332,1.250,1.145,0.390,-0.501,0.320,406,1.2468,556.05,1.509,2.814e+00,95,1.2044,0.0808,22,1.044,0,3.82663e+02,1.40849e+00,19.230326,1.73599e+02,2.46486e+01,19.739677,7.28161e+02,17.592327,2.357,2.147350,,,0,,,101630837833031514,,,,0.004854,0.154185,0.046357,19.218932,0.004820,3.86700e+02,1.001,6.2823,5.2524,-0.0846
0.091673,83.758625,-5.3062778,2086,05 35 02.07,-05 18 22.6,12.97,0.02,11.88,0.03,11.43,0.02,10.84,0.01,10.6,0.01,10.25,0.01,9.59,0.02,,,0.38,-1.39,D,2M,Simbad,83.75864611953,-5.30629216070,0.0063192,0.0051609,77.94,3017365536492509440,83.75863979780,0.3056,-5.30631097589,0.2618,2.0938,0.4411,4.7468,4.464,-1.416,0.389,-4.233,0.321,392,28.8949,7800.06,3.510,2.047e+02,95,1.0123,0.0741,21,2.202,0,2.08245e+03,1.95441e+01,17.390928,6.14060e+03,2.52421e+02,15.868014,3.87343e+03,15.777656,4.809,0.090359,,,0,,,101630837586312841,,27401519,,0.010556,0.044718,0.028582,17.390396,0.010551,2.08348e+03,3.651,6.2730,5.2169,0.0830
0.212499,83.8867917,-5.3054444,2088,05 35 32.83,-05 18 19.6,13.96,0.03,12.42,0.03,11.7,0.02,10.83,0.01,10.53,0.01,9.57,0.03,,,,,0.78,,D,2M,Simbad,83.88681127108,-5.30550011797,0.0050260,0.0043339,96.66,3017366429845822592,83.88682157456,0.2293,-5.30549475224,0.2149,1.8958,0.3538,5.3581,2.605,2.308,0.312,1.207,0.266,396,-0.0479,545.48,1.311,3.421e+00,95,1.0716,0.0655,21,0.997,0,4.04390e+02,1.66616e+00,19.170366,5.39776e+01,1.27218e+01,21.008009,5.97558e+02,17.806946,1.611,3.201063,,,0,,,101630838868193820,,27401871,,0.005254,0.255909,0.056033,19.144775,0.005165,4.14035e+02,0.101,5.0173,4.3439,-0.0342
0.606010,83.864625,-5.3052778,2089,05 35 27.51,-05 18 19.0,14.84,0.04,13.02,0.03,12.15,0.02,11.23,0.01,10.88,0.01,,,,,,,1.02,,D,2M,Simbad,83.86477213259,-5.30536071008,0.0159233,0.0137885,116.73,3017366468511065344,83.86477508561,0.7416,-5.30535543957,0.7045,2.2703,1.1255,2.0172,1.358,0.662,0.964,1.186,0.870,339,2.7682,434.22,3.328,2.362e+00,95,1.3570,0.2090,20,1.108,0,1.14707e+02,9.78854e-01,20.538393,2.48397e+02,1.17641e+02,19.350676,1.40128e+02,19.381586,3.387,-0.030910,,,0,,,101630838647833979,,27401654,,0.009666,0.514211,0.141153,20.537861,0.009662,1.14763e+02,2.234,15.5153,14.2461,-0.1153
0.458179,83.8714583,-5.305,2090,05 35 29.15,-05 18 18.0,14.76,0.04,13.67,0.03,13.09,0.02,12.49,0.02,11.94,0.03,,,,,,,0.3,,D,2M,Simbad,83.87152443755,-5.30510890987,0.0057991,0.0049182,88.79,3017366429845817088,83.87153644197,0.2713,-5.30510291278,0.2590,2.5155,0.4188,6.0057,3.009,2.689,0.360,1.349,0.301,395,1.5861,516.08,1.500,3.418e+00,95,1.2018,0.0770,20,1.057,0,3.40012e+02,1.20393e+00,19.358633,1.22806e+02,2.45213e+01,20.115492,5.41733e+02,17.913433,1.954,2.202059,,,0,,,101630838715374288,,27401866,,0.004730,0.216812,0.064793,19.346267,0.004695,3.43906e+02,0.591,5.7987,4.9186,0.0070
0.224569,83.6967083,-5.3026944,2092,05 34 47.21,-05 18 09.7,14.53,0.04,13.9,0.06,13.6,0.04,13.23,0.03,13.02,0.02,,,,,,,0.0,,D,2M,Simbad,83.69670903812,-5.30275677590,0.0025580,0.0019422,79.40,3209519280939854848,83.69671395264,0.1208,-5.30275387610,0.0966,2.4498,0.1660,14.7561,1.280,1.101,0.156,0.652,0.120,403,-0.6090,536.20,0.551,2.895e+00,95,1.1607,0.0296,19,0.978,0,1.14965e+03,1.81148e+00,18.035948,1.98143e+02,3.41521e+01,19.596094,1.80424e+03,16.607159,1.742,2.988936,,,0,,,101630836966887103,,27397974,,0.003243,0.187159,0.024914,18.010509,0.003223,1.17691e+03,0.262,2.5396,1.9662,0.1004
0.536596,83.8425833,-5.3024722,2094,05 35 22.22,-05 18 08.9,13.28,0.03,12.51,0.03,12.01,0.03,11.25,0.02,11.0,0.02,,,,,,,0.0,,D,2M,Simbad,83.84272556076,-5.30242581056,0.0008979,0.0006472,60.00,3017366846468189312,83.84272556076,0.8423,-5.30242581056,0.7182,,,,,,,,,406,182.7835,59778.07,10.102,1.507e+03,3,,,22,,0,1.79317e+03,2.08528e+01,17.553310,1.70664e+03,2.38374e+02,17.258190,3.55735e+03,15.870080,2.936,1.388110,,,0,,,101630838427297493,,27401649,,0.012923,0.151676,0.013301,17.553310,0.012923,1.79317e+03,1.678,0.8423,0.7182,0.2773
0.338736,83.9425417,-5.3023611,2095,05 35 46.21,-05 18 08.5,12.19,0.03,,,10.86,0.03,10.39,0.01,10.02,0.01,9.8,0.02,9.03,0.05,,,,-1.32,D,2M,Simbad,83.94263614523,-5.30236423226,0.0004300,0.0003761,95.03,3017369212984205952,83.94264739401,0.0195,-5.30236112980,0.0188,2.5325,0.0291,86.8869,2.615,2.520,0.027,0.698,0.023,451,2.1381,516.09,0.077,1.368e+00,31,,,21,1.072,0,1.76734e+04,6.61843e+01,15.069065,3.95158e+03,6.73250e+01,16.346615,2.19895e+04,13.892356,1.468,2.454259,,,0,,,101630839426507590,,27401946,424014453,0.004912,0.018707,0.011416,15.069065,0.004912,1.76734e+04,0.068,0.4296,0.3765,-0.0235
0.096321,83.8779167,-5.302,2096,05 35 30.70,-05 18 07.2,12.42,0.02,11.35,0.03,10.91,0.02,10.31,0.01,9.81,0.01,9.34,0.02,,,,,0.37,,D,2M,Simbad,83.87793608084,-5.30198146713,0.0008931,0.0007298,76.12,3017366434151324288,83.87793771017,0.0406,-5.30198739593,0.0363,2.4616,0.0595,41.3825,1.383,0.365,0.055,-1.334,0.045,463,-3.4395,979.90,0.363,1.401e+01,95,1.2072,0.0107,22,0.888,0,7.29544e+03,1.85549e+01,16.029737,1.48267e+03,5.48071e+01,17.410930,1.02808e+04,14.717825,1.612,2.693106,,,0,,,101630838779428026,,27401870,424014419,0.003901,0.040231,0.008587,16.008800,0.003864,7.43749e+03,0.177,0.8845,0.7401,0.0943
0.231059,83.8621667,-5.3018889,2097,05 35 26.92,-05 18 06.8,14.1,0.03,12.64,0.03,11.9,0.02,11.07,0.01,10.57,0.01,10.44,0.08,,,,,0.66,,D,2M,Simbad,83.86222747736,-5.30191028070,0.0077343,0.0063389,76.68,3017366464205549696,83.86223296204,0.3515,-5.30191199663,0.3253,3.1629,0.5048,6.2653,1.288,1.229,0.478,-0.386,0.396,404,3.2536,692.77,2.781,8.822e+00,95,1.0953,0.0979,21,1.117,0,3.01662e+02,1.70637e+00,19.488565,2.34114e+02,2.91386e+01,19.414976,8.48721e+02,17.425983,3.590,1.988993,,,0,,,101630838622338114,,27401659,,0.006731,0.135164,0.055704,19.479942,0.006687,3.04067e+02,2.256,7.6666,6.4206,0.0894
0.415036,83.8279167,-5.3005556,2098,05 35 18.70,-05 18 02.0,13.04,0.04,11.74,0.05,10.97,0.03,10.13,0.01,9.9,0.01,9.46,0.03,,,,,0.44,,D,2M,Simbad,83.82785580488,-5.30045754547,0.0028136,0.0026921,89.26,3017366910881806976,83.82787147504,0.1455,-5.30045812127,0.1413,2.5625,0.2163,11.8490,3.513,3.511,0.173,-0.130,0.164,407,0.5598,513.88,0.807,3.353e+00,95,1.1992,0.0399,22,1.019,0,7.16027e+02,1.18838e+01,18.550043,2.24351e+02,4.98226e+01,19.461224,1.81272e+03,16.602068,2.845,2.859156,,,0,,,,,27401638,,0.018229,0.241131,0.069056,18.526480,0.017847,7.31736e+02,1.385,2.8136,2.6921,0.0011
1.618002,83.8279167,-5.3005556,2098,05 35 18.70,-05 18 02.0,13.04,0.04,11.74,0.05,10.97,0.03,10.13,0.01,9.9,0.01,9.46,0.03,,,,,0.44,,D,2M,Simbad,83.82827287930,-5.30083167946,0.0041704,0.0032328,91.78,3017366915175098752,83.82828735989,0.1848,-5.30083507762,0.1614,2.7821,0.2626,10.5940,3.333,3.244,0.258,-0.765,0.198,391,4.2042,660.18,1.183,5.926e+00,95,1.1720,0.0515,21,1.154,0,6.41412e+02,2.66520e+00,18.669525,2.14808e+02,4.27884e+01,19.508417,1.72533e+03,16.655716,3.025,2.852701,,,0,,,101630838282479435,,27401638,,0.005286,0.216290,0.054173,18.646060,0.005204,6.55425e+02,1.566,4.1696,3.2339,-0.0160
0.375955,83.86025,-5.2990556,2100,05 35 26.46,-05 17 56.6,12.36,0.05,10.87,0.05,,,9.11,0.01,8.66,0.01,8.21,0.01,7.25,0.04,,,,-0.72,D,2M,Simbad,83.86034536795,-5.29901214267,0.0011442,0.0009573,71.90,3017366468511064960,83.86035036572,0.0536,-5.29900480123,0.0479,2.4982,0.0777,32.1463,1.996,1.120,0.070,1.652,0.060,451,1.8819,1003.90,0.485,1.515e+01,95,1.1880,0.0144,21,1.063,0,4.30708e+03,7.97025e+01,16.601910,8.75584e+02,7.85571e+01,17.982798,7.29996e+03,15.089595,1.898,2.893203,,,0,,,101640838603551599,,,424014404,0.020280,0.097452,0.049720,16.577838,0.019843,4.40364e+03,0.433,1.1275,0.9769,0.1054
0.367236,83.8725833,-5.2986944,2101,05 35 29.42,-05 17 55.3,14.26,0.03,13.07,0.04,12.42,0.03,11.44,0.02,10.98,0.03,,,,,,,0.38,,D,2M,Simbad,83.87267833144,-5.29873250639,0.0052332,0.0043820,80.47,3017366498565334400,83.87268143219,0.2468,-5.29872677999,0.2269,2.8002,0.3507,7.9837,1.464,0.695,0.324,1.288,0.270,413,-0.4362,544.64,1.280,2.928e+00,95,1.1126,0.0674,21,0.984,0,3.86563e+02,2.42615e+00,19.219315,1.85494e+02,3.31323e+01,19.667719,6.09207e+02,17.785984,2.056,1.881735,,,0,,,101640838726801925,,27401869,,0.007350,0.193951,0.062945,19.212505,0.007311,3.88996e+02,0.737,5.2117,4.4075,0.0582
0.113494,83.7634167,-5.2981389,2102,05 35 03.22,-05 17 53.3,13.34,0.03,12.33,0.03,11.72,0.02,10.73,0.01,10.33,0.01,10.23,0.02,,,,,0.16,,D,2M,Simbad,83.76344831982,-5.29813728666,0.0014008,0.0010669,75.64,3209520625265431424,83.76345511907,0.0626,-5.29813760047,0.0560,2.4741,0.0879,28.1441,1.525,1.523,0.085,-0.071,0.066,420,-7.5849,786.59,0.502,1.106e+01,95,1.1218,0.0165,19,0.748,0,3.97028e+03,4.02161e+01,16.690313,7.93602e+02,5.99776e+01,18.089537,7.73758e+03,15.026382,2.149,3.063154,,,0,,,101640837634392641,,27401524,424014294,0.011338,0.082104,0.055287,16.664722,0.011089,4.06497e+03,0.658,1.3826,1.0903,0.1313
0.556617,83.8151667,-5.2963889,2104,05 35 15.64,-05 17 47.0,12.72,0.03,10.93,0.03,10.03,0.02,8.82,0.01,8.52,0.01,8.23,0.01,7.61,0.02,3.26,0.02,0.95,-1.45,D,2M,Simbad,83.81531265060,-5.29644168277,0.0031066,0.0025726,87.66,3017366880827931136,83.81531620111,0.1562,-5.29644234603,0.1340,2.6680,0.2136,12.4916,0.809,0.795,0.193,-0.149,0.157,406,-1.0047,639.33,1.099,7.283e+00,95,1.0586,0.0408,22,0.964,0,,,,,,,1.41741e+03,16.869154,,,,,0,,,101640838152954660,,27401662,,,,0.043168,,,,,3.1058,2.5736,0.0155
0.261334,83.825875,-5.2958056,2109,05 35 18.21,-05 17 44.9,14.07,0.02,12.1,0.03,10.92,0.02,9.45,0.01,8.92,0.01,8.42,0.01,7.7,0.04,4.07,0.03,0.99,-0.83,D,2M,Simbad,83.82594789879,-5.29580473154,0.0048857,0.0042996,111.22,3017366910881808512,83.82594939877,0.2498,-5.29581555966,0.2323,1.8762,0.3614,5.1909,2.459,0.336,0.298,-2.436,0.267,429,0.6352,606.54,1.480,3.893e+00,95,1.0813,0.0678,22,1.021,0,3.54940e+02,6.31320e+00,19.311980,9.23946e+01,1.19311e+01,20.424425,6.42530e+02,17.728160,2.071,2.696264,,,0,,,101640838259475422,,27401666,,0.019507,0.140231,0.056765,19.290991,0.019141,3.61868e+02,0.635,4.8129,4.3809,-0.0862
0.495901,83.81775,-5.2955278,2110,05 35 16.26,-05 17 43.9,14.01,0.03,12.46,0.03,11.74,0.03,10.85,0.01,10.54,0.01,,,,,,,0.79,,D,2M,Simbad,83.81786067871,-5.29561044224,0.0037361,0.0031521,92.46,3017366910881807744,83.81786437520,0.1811,-5.29560877133,0.1598,2.0516,0.2566,7.9946,0.910,0.828,0.232,0.376,0.193,393,3.8711,571.25,1.026,3.763e+00,95,1.2540,0.0496,22,1.141,0,5.75876e+02,1.67945e+00,18.786545,9.63667e+02,2.76241e+02,17.878725,8.46706e+02,17.428564,3.144,0.450161,,,0,,,101640838178565666,,27401664,,0.004197,0.311245,0.053799,18.788623,0.004202,5.74775e+02,1.968,3.7351,3.1532,-0.0147
0.126659,83.7698333,-5.2950556,2111,05 35 04.76,-05 17 42.2,11.53,0.02,10.1,0.03,9.34,0.02,8.24,0.01,7.83,0.01,7.52,0.01,7.09,0.05,,,0.6,-1.53,D,2M,Simbad,83.76986116684,-5.29507723082,0.0050309,0.0039503,83.69,3209520625265431296,83.76987071293,0.2438,-5.29508260765,0.2137,0.4090,0.3592,1.1387,2.457,2.139,0.310,-1.210,0.241,337,22.8296,22132.56,2.570,6.322e+02,95,0.9276,0.0595,18,2.007,0,9.18023e+03,1.21937e+02,15.780233,5.79583e+03,5.52791e+02,15.930754,2.21586e+04,13.884037,3.045,2.046717,,,0,,,101640837698646346,,27401554,424014298,0.014682,0.103592,0.031669,15.773515,0.014595,9.23720e+03,1.704,5.0192,3.9652,0.0533
0.562275,83.8430833,-5.2924167,2112,05 35 22.34,-05 17 32.7,14.6,0.05,13.03,0.04,12.22,0.04,10.96,0.02,10.71,0.03,,,,,,,0.73,,D,2M,Simbad,83.84323500736,-5.29245638922,0.0104929,0.0091209,81.79,3017367220119834752,83.84323693418,0.4793,-5.29245678999,0.4645,2.8187,0.7058,3.9937,0.441,0.432,0.653,-0.090,0.564,384,0.2964,567.96,2.646,3.270e+00,95,1.0096,0.1393,18,1.010,0,1.74755e+02,1.30399e+00,20.081290,3.05049e+02,7.25373e+01,19.127619,3.54858e+02,18.372759,3.776,0.754860,,,0,,,101640838432349448,,27401690,,0.008557,0.258191,0.103698,20.085052,0.008584,1.74151e+02,2.580,10.4667,9.1509,0.0397
0.206288,83.8062083,-5.2920278,2113,05 35 13.49,-05 17 31.3,13.05,0.02,11.69,0.03,11.19,0.03,10.84,0.01,10.5,0.01,10.28,0.02,,,,,0.7,,D,2M,Simbad,83.80625935407,-5.29200135787,0.0015822,0.0013207,80.76,3017367086986363776,83.80626332360,0.0760,-5.29200159429,0.0679,2.3344,0.1079,21.6354,0.891,0.889,0.098,-0.053,0.081,437,1.6389,697.53,0.541,6.428e+00,95,1.2020,0.0201,21,1.056,0,2.02834e+03,2.32852e+01,17.419516,4.60091e+02,4.99018e+01,18.681433,3.41266e+03,15.915162,1.909,2.766271,,,0,,,101650838062520003,,27401589,,0.012765,0.117793,0.055031,17.397395,0.012520,2.07009e+03,0.463,1.5760,1.3281,0.0575
0.424028,83.82825,-5.2914167,2115,05 35 18.78,-05 17 29.1,11.22,0.02,9.39,0.03,7.9,0.02,6.61,0.01,5.94,0.01,5.09,0.01,4.54,0.01,,,0.57,-0.4,D,2M,Simbad,83.82836828960,-5.29141668567,0.0013241,0.0011303,101.50,3017366915187666560,83.82837019298,0.0621,-5.29141474583,0.0551,2.3585,0.0908,25.9738,0.610,0.426,0.082,0.436,0.070,440,-1.4968,1825.75,0.694,3.811e+01,95,1.0976,0.0174,22,0.949,0,5.75886e+03,5.22339e+01,16.286526,3.31729e+02,3.23726e+01,19.036583,9.80803e+03,14.768941,1.761,4.267642,,,0,,,101650838283610702,,,424014368,0.010226,0.105991,0.027906,16.260935,0.010005,5.89621e+03,0.103,1.3170,1.1387,-0.0620
0.252546,83.3687917,-5.2905556,2117,05 33 28.51,-05 17 26.0,11.92,0.02,11.14,0.02,10.8,0.02,10.39,0.01,10.22,0.01,10.07,0.01,9.27,0.01,5.75,0.02,0.07,-1.58,D,2M,Simbad,83.36882804113,-5.29061569836,0.0003559,0.0002861,85.16,3209440223475675648,83.36883001928,0.0183,-5.29061772803,0.0147,2.6262,0.0239,110.0837,0.636,0.443,0.022,-0.457,0.017,374,3.7920,464.52,0.076,2.472e+00,31,,,20,1.142,0,3.35401e+04,1.66865e+02,14.373455,1.05843e+04,2.14013e+02,15.276890,3.46266e+04,13.399371,1.348,1.877519,,,0,,,101650833688191653,,27397416,424014195,0.006064,0.022130,0.014086,14.373455,0.006064,3.35401e+04,0.030,0.3554,0.2866,0.0370
0.449049,83.819125,-5.2897778,2118,05 35 16.59,-05 17 23.2,13.25,0.03,11.38,0.03,10.48,0.02,9.36,0.01,8.87,0.01,8.39,0.01,7.78,0.04,,,1.05,-1.02,D,2M,Simbad,83.81923822709,-5.28983116342,0.0035736,0.0031485,79.37,3017367117040239616,83.81924034995,0.1741,-5.28983117336,0.1538,2.0998,0.2505,8.3835,0.476,0.476,0.221,-0.002,0.195,430,0.5868,641.51,1.177,5.556e+00,95,1.0913,0.0476,21,1.019,0,5.97046e+02,3.01063e+00,18.747347,1.82124e+03,2.34663e+02,17.187626,2.05409e+03,16.466349,6.491,0.721277,,,0,,,101650838192322602,,27401668,,0.006129,0.139923,0.090002,18.751047,0.006146,5.95015e+02,5.297,3.5600,3.1639,0.0460
0.417149,83.777,-5.2894722,2119,05 35 06.48,-05 17 22.1,14.53,0.04,12.64,0.03,11.69,0.02,10.81,0.01,10.5,0.01,9.51,0.04,7.82,0.05,,,1.05,0.68,D,2M,Simbad,83.77706097037,-5.28957089733,0.0170754,0.0134672,105.59,3209520655329464960,83.77706098639,0.7829,-5.28957508751,0.7344,1.8343,1.1695,1.5685,0.943,0.004,1.047,-0.943,0.838,339,5.3112,536.50,4.895,5.902e+00,95,1.2832,0.2143,19,1.212,1,1.25192e+02,1.36048e+00,20.443426,3.11294e+03,3.48841e+02,16.605618,2.73903e+03,16.153904,46.744,0.451714,,,0,,,101650837770652940,,,,0.012116,0.121701,0.123524,20.445519,0.012138,1.24951e+02,45.568,16.8405,13.7597,-0.1231
0.608151,83.7265417,-5.2891389,2121,05 34 54.37,-05 17 20.9,12.95,0.02,12.31,0.03,12.04,0.02,11.68,0.01,11.44,0.01,11.24,0.06,,,,,0.0,,D,2M,Simbad,83.72667607072,-5.28924202884,0.0095325,0.0077107,77.45,3209519422675438464,83.72667157664,0.4342,-5.28923170844,0.3737,2.9576,0.6412,4.6127,2.531,-1.007,0.585,2.322,0.479,408,65.4886,35985.33,5.243,1.209e+03,95,0.9296,0.1098,21,4.046,0,3.93187e+03,2.19664e+01,16.700869,2.16951e+03,2.48294e+02,16.997640,8.11274e+03,14.974977,2.615,2.022664,,,0,,,101650837266663349,,27398117,424014269,0.006662,0.124291,0.024451,16.691664,0.006616,3.96535e+03,1.277,9.4544,7.8063,0.0903
0.266942,83.7966667,-5.2890833,2122,05 35 11.20,-05 17 20.7,12.39,0.02,10.99,0.03,10.25,0.02,9.28,0.01,8.92,0.01,8.51,0.01,7.63,0.02,,,0.57,-0.95,D,2M,Simbad,83.79672749284,-5.28912612449,0.0010606,0.0008226,97.92,3017367155709057024,83.79673824505,0.0485,-5.28912724636,0.0422,2.4833,0.0700,35.4800,2.422,2.409,0.065,-0.252,0.050,437,-4.0552,841.17,0.388,1.060e+01,95,1.1467,0.0130,21,0.864,0,5.22153e+03,7.43816e+00,16.392872,6.87843e+02,5.62260e+01,18.244820,7.90100e+03,15.003690,1.645,3.241130,,,0,,,101650837967713591,,27401588,424014311,0.003160,0.088795,0.015301,16.367281,0.003142,5.34607e+03,0.128,1.0566,0.8277,-0.0700
0.480855,83.86675,-5.2888611,2123,05 35 28.02,-05 17 19.9,12.42,0.02,11.63,0.03,11.33,0.02,10.86,0.01,10.49,0.01,9.8,0.04,,,,,0.11,,D,2M,Simbad,83.86685151158,-5.28894841621,0.0008524,0.0007226,88.97,3017366502870800512,83.86685530010,0.0401,-5.28894870712,0.0355,2.5812,0.0577,44.7147,0.851,0.849,0.053,-0.065,0.044,465,-0.2050,1372.99,0.431,2.779e+01,95,1.2231,0.0106,22,0.993,0,1.02513e+04,1.87585e+01,15.660421,1.28023e+03,1.22134e+02,17.570322,1.36833e+04,14.407419,1.460,3.162903,,,0,,,101650838668593665,,27401699,424014412,0.003397,0.103617,0.009101,15.644256,0.003380,1.04051e+04,-0.045,0.8524,0.7227,0.0060
0.134577,83.9584583,-5.2884167,2124,05 35 50.03,-05 17 18.3,15.03,0.04,14.1,0.04,13.51,0.03,12.72,0.01,12.15,0.01,11.7,0.05,10.82,0.09,6.14,0.04,0.08,-0.68,D,2M,Simbad,83.95847777397,-5.28838474013,0.0032683,0.0030225,63.13,3017369251637026560,83.95848955288,0.1518,-5.28837924512,0.1452,1.8419,0.2361,7.8001,2.914,2.639,0.201,1.236,0.190,428,15.3146,1173.98,1.487,2.613e+01,95,1.2714,0.0419,21,1.570,0,9.46780e+02,1.36128e+01,18.246744,3.51950e+02,2.17896e+01,18.972340,1.15421e+03,17.092182,1.591,1.880158,,,0,,,101650839584824357,,27401975,,0.015852,0.067277,0.046782,18.239960,0.015756,9.52714e+02,0.272,3.2196,3.0743,0.0630
0.516135,83.840125,-5.2880833,2125,05 35 21.63,-05 17 17.1,13.24,0.03,11.77,0.04,10.54,0.03,9.2,0.01,8.68,0.01,7.97,0.01,7.07,0.02,,,0.31,-0.36,D,2M,Simbad,83.84024637554,-5.28800617479,0.0050049,0.0039583,66.85,3017367288839310976,83.84025198213,0.2298,-5.28799836600,0.2141,2.7408,0.3365,8.1450,2.160,1.256,0.301,1.757,0.252,408,-0.2616,517.71,1.136,2.579e+00,95,1.1204,0.0614,21,0.990,0,4.14149e+02,5.09949e+00,19.144474,,,,,,,,,,0,,,101650838402374831,,,,0.013650,,,19.144474,0.013650,4.14149e+02,,4.8579,4.1374,0.1687
1.979132,83.840125,-5.2880833,2125,05 35 21.63,-05 17 17.1,13.24,0.03,11.77,0.04,10.54,0.03,9.2,0.01,8.68,0.01,7.97,0.01,7.07,0.02,,,0.31,-0.36,D,2M,Simbad,83.84017804588,-5.28863051564,0.0022559,0.0019214,73.82,3017367293132206336,83.84017741551,0.1046,-5.28862566087,0.0966,2.1705,0.1508,14.3926,1.101,-0.141,0.138,1.092,0.120,407,-0.8477,526.66,0.456,1.948e+00,95,1.1664,0.0297,22,0.969,0,1.04459e+03,1.88362e+00,18.140005,1.31421e+03,3.24085e+02,17.541882,1.47981e+03,16.822384,2.675,0.719498,,,0,,,101650838401714058,,,,0.003380,0.267758,0.040744,18.143701,0.003384,1.04104e+03,1.481,2.2317,1.9494,0.0860
